original,translation
Информация об NSP,Informasi NSP
Информация об атмосфере,Informasi Atmosphere
Информация об игровой активности,Informasi aktivitas game
Информация об источние питания,Informasi sumber daya
Информация об оборудовании,Informasi hardware
Информация...,Informasi...
Испанский,Spanyol
Использовано дополнительной памяти: {}. Создано буферов: {},Memori tambahan terpakai: {}. Buffer dibuat: {}
Использовать папку для...,Pakai folder untuk...
Используется USB{},Memakai USB{}
Итальянский,Italia
Ищется control для ProgramId {},Mencari control untuk ProgramId {}
Ищется exefs/romfs для ProgramId {},Mencari exefs/romfs untuk ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Mencari exefs/romfs/logo untuk ProgramId {}
Ищется {},Mencari {}
Июль,Juli
Июнь,Juni
Канадский французский,Prancis Kanada
"Когда ваше устройство подключится, нажмите любую кнопку",Tekan tombol apa saja saat perangkat tersambung
Код партии батареи    : {} ({}),Kode lot baterai        : {} ({})
Кодировка,Encoding
Конец игры            : -,Akhir game       : -
Конец игры            : {},Akhir game       : {}
Контент уже на месте,Konten sudah ada di tempatnya
Копирование IVFC слой {} в nca: {},Menyalin layer IVFC {} ke nca: {}
Копирование PFS0 в nca,Menyalin PFS0 ke nca
Копирование PFS0 хэш таблицы в nca,Menyalin tabel hash PFS0 ke nca
Копирование SDK {} в файл: {}...,Menyalin SDK {} ke file: {}...
Копировать,Salin
Корейский,Korea
Корень не найден,Root tidak ditemukan
Корень сохранения не существует,Root save tidak ada
Корея,Korea
Латиноамериканский испанский,Spanyol Amerika Latin
Май,Mei
Март,Maret
Масштаб: По ширине,Skala: Sesuai Lebar
Масштаб: По экрану,Skala: Sesuai layar
Масштаб: Точка в точку,Skala: Pixel Perfect
Масштаб: Увеличение x2,Skala: Perbesaran 2x
Место в  NAND         : {},Ruang di NAND        : {}
Место на SD карте     : {},Ruang kartu SD   : {}
Место на приставке не занято,Tidak ada ruang terpakai di konsol
Мета контент отсутствует,Konten meta tidak ada
Миссия провалена\n\nНажмите А для выхода,Misi gagal\n\nTekan A untuk keluar
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Misi berhasil\n\nSisa langkah: {}\n\nTekan A untuk keluar
Модификация файла не удалась,Modifikasi file gagal
На выбранном устройстве нет достаточного свободного места для установки,Ruang kosong di perangkat yang dipilih tidak cukup untuk pemasangan
На месте нет достаточно свободного места,Ruang kosong tidak cukup
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Tekan (+) untuk menimpa config dengan yang baru\n\nTombol lain untuk melewati
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Tekan (+) untuk hapus, tombol lain untuk lewati...\n (-) Hapus semua tanpa bertanya lagi"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Tekan A untuk lanjut, tombol lain untuk keluar"
"Нажмите B, чтобы вернуться",Tekan B untuk kembali
Нажмите любую кнопку,Tekan tombol apa saja
Найден SDK: {},SDK ditemukan: {}
Найден {} зарегистрированный контент-файл,Ditemukan {} file konten terdaftar
Найден {} контент-файл,Ditemukan {} file konten
Найден {} пользователь,Ditemukan {} pengguna
Найден {} потерянный контент-файл,Ditemukan {} file konten terlantar
Найден {} файл,Ditemukan {} file
Найден {} файл с ошибками,Ditemukan {} file bermasalah
Найден и удалён {} неиспользуемый тикет,Ditemukan dan dihapus {} ticket tak terpakai
Найдена {} запись об игре,Ditemukan {} entri game
Найдена {} запись об ошибках,Ditemukan {} record error
Найдена {} установленная игра,Ditemukan {} game terpasang
Найдено {} записей об играх,Ditemukan {} record game
Найдено {} записей об ошибках,Ditemukan {} laporan error
Найдено {} записи об играх,Ditemukan {} entri game
({}/{}) Устанавливается {},({}/{}) Memasang {}
Найдено {} записи об ошибках,Ditemukan {} laporan error
Найдено {} зарегистрированных контент-файла,Ditemukan {} file konten terdaftar
Найдено {} зарегистрированных контент-файлов,Ditemukan {} file konten terdaftar
Найдено {} контент-файла,Ditemukan {} file konten
Найдено {} контент-файлов,{} file konten ditemukan
Найдено {} обновление,{} update ditemukan
Найдено {} обновлений,Ditemukan {} update
Найдено {} обновления,Ditemukan {} update
Найдено {} пользователей,Ditemukan {} pengguna
Найдено {} пользователя,Ditemukan {} pengguna
Найдено {} потерянных контент-файла,Ditemukan {} file konten hilang
Найдено {} потерянных контент-файлов,Ditemukan {} file konten terlantar
Найдено {} сохранение,Ditemukan {} save
Найдено {} сохранение...,Ditemukan {} save...
Найдено {} сохранений,Ditemukan {} save
Найдено {} сохранений...,Ditemukan {} save...
Найдено {} сохранения,Ditemukan {} save
Найдено {} сохранения...,Ditemukan {} save...
Найдено {} установленные игры,Ditemukan {} game terpasang
Найдено {} установленных игр,Ditemukan {} game terpasang
Найдено {} файла,{} file ditemukan
Найдено {} файла с ошибками,Ditemukan {} file bermasalah
Найдено {} файлов,{} file ditemukan
Найдено {} файлов с ошибками,Ditemukan {} file bermasalah
Найдено и удалено {} неиспользуемых тикета,Ditemukan dan dihapus {} ticket tak terpakai
Найдено и удалено {} неиспользуемых тикетов,Ditemukan dan dihapus {} ticket tak terpakai
Найдено существующее сохранение. Восстанавливаю бекап в него...,Ditemukan save yang ada. Memulihkan backup ke sana...
Настройки,Pengaturan
Настройки DBI,Pengaturan DBI
Настройки FB2,Pengaturan FB2
Начало игры           : -,Mulai game       : -
Начало игры           : {},Mulai game       : {}
Начало создания Control.nca,Mulai membuat Control.nca
Начало создания Program.nca,Mulai membuat Program.nca
Начать установку,Mulai pemasangan
Не доступно,Tidak tersedia
Не известно,Tidak diketahui
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Tidak ada drive USB yang muat untuk hasil dump. Pastikan formatnya ExFAT.
Не найдены требуемые тикеты,Ticket yang dibutuhkan tak ada
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Waktu diam \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Gagal membuat NSP
Не удалось получить список,Gagal mengambil daftar
Не удалось установить аватар\n{},Gagal mengatur avatar\n{}
Не установлен,Belum terpasang
Невозможно найти путь,Path tidak ditemukan
Невозможно открыть папку журналов ошибок,Gagal membuka folder log error
Невозможно переименовать '{}' в '{}':,Gagal ganti nama '{}' jadi '{}':
Невозможно получить список LFS,Gagal mengambil daftar LFS
Невозможно получить список пользователей,Gagal mengambil daftar pengguna
Невозможно получить статус связи с Nintendo Account,Gagal mengambil status tautan Akun Nintendo
...готово,...selesai
Невозможно получить число записей об ошибках,Gagal menghitung record error
Невозможно прочитать общие тикеты,Gagal membaca ticket umum
Невозможно прочитать персонализированные тикеты,Gagal membaca ticket personal
Невозможно разобрать content meta,Gagal membaca meta konten
Невозможно разобрать content meta. Неожиданная ошибка,Gagal membaca meta konten. Error tak terduga
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Gagal membaca meta konten. FIRMWARE USANG. Perlu update HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Gagal membaca nca. FIRMWARE USANG. Perlu update HOS
Невозможно разобрать индекс кеша,Gagal membaca indeks cache
Невозможно распаковать '{}':,Gagal membongkar '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Gagal menyalin file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Gagal me-mount save
Невозможно смонтировать устройство сохраниения,Gagal me-mount perangkat save
Невозможно создать каталог,Gagal membuat direktori
Невозможно создать каталог '{}':,Gagal membuat direktori '{}':
Невозможно создать файл,Gagal membuat file
Невозможно создать файл '{}':,Gagal membuat file '{}':
Недопустимый идентификатор,Identifier tidak valid
Неизвестная игра [{:016x}],Game tidak dikenal [{:016x}]
: {:>4} сохранение,: {:>4} save
Неизвестно,Tidak diketahui
Неизвестный тайтл,Title tidak dikenal
Немецкий,Jerman
Неправильное хранилище,Penyimpanan tidak valid
Неправильный родительский объект,Objek induk tidak valid
Нет,Tidak
Нет VFS. Прекращение работы,Tidak ada VFS. Menghentikan
Нет exefs VFS. Прекращение работы,Tidak ada VFS exefs. Menghentikan
: {:>4} сохранений,: {:>4} save
Нет logo VFS. Прекращение работы,Tidak ada VFS logo. Menghentikan
Нет romfs VFS. Прекращение работы,Tidak ada VFS romfs. Menghentikan
Нет лого,Tidak ada logo
Нечего устанавливать,Tidak ada untuk dipasang
Новое имя для '{}',Nama baru untuk '{}'
Новый каталог,Direktori baru
Новый размер сохранения в МБ,Ukuran save baru dalam MB
Новый рейтинг (-1 для удаления),Rating baru (-1 untuk hapus)
: {:>4} сохранения,: {:>4} save
Номер страницы,Nomor halaman
Ночь,Malam
Нужен связанный аккаунт,Perlu akun yang tertaut
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERROR MENGAMBIL DATA TAMBAHAN
Обнаружены недопустимые символы,Terdeteksi karakter tidak valid
Обновить DBI,Update DBI
Обновить DBI из этого файла,Update DBI dari file ini
Обновить TitleDB,Update TitleDB
Обновление TitleDB,Mengupdate TitleDB
Обновление базы данных...,Mengupdate database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Mengupdate versi ke {} {}\n\nTekan (+) untuk lanjut\nTombol lain untuk batal
Обновление времени...,Mengupdate waktu...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update selesai\n\nTekan tombol apa saja\nuntuk memulai ulang DBI
Обновление фейковой записи {} ➡ [v{}],Mengupdate record palsu {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Mengupdate. Mohon tunggu...
Обновляется запись об игре...,Mengupdate record game...
Обрабатывается запись {:016X},Memproses record {:016X}
Обратный альбом (180°),Album terbalik (180°)
Обратный портрет (270°),Portrait terbalik (270°)
Общее время активной игры     : {} часов,Total waktu main aktif          : {} jam
Общее время дампа {:d}:{:02d}:{:02d},Total waktu dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Total waktu main                : {} jam
Общее время игры      : -,Total waktu main : -
Общее время игры      : {:d} часов {:02d} минут,Total waktu main : {:d} jam {:02d} menit
Общее время установки: {:d}:{:02d}:{:02d},Total waktu pemasangan: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Total waktu: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Total ruang terpakai: N:{} + S:{} = {}
Общее число запусков  : -,Total peluncuran         : -
Общие,Umum
Общий размер установки: {},Total ukuran pemasangan: {}
Объединение списков,Gabungkan daftar
Объект {} не допустим,Objek {} tidak diizinkan
Объект {} не может быть создан,Objek {} tidak bisa dibuat
Объект не открыт для редактирования,Objek tidak terbuka untuk diedit
Объект удалён,Objek terhapus
Объект уже открыт для редактирования,Objek sudah terbuka untuk diedit
Огибка получения адреса сокета: {} {},Error mengambil alamat socket: {} {}
Ожидаемый размер: {},Ukuran diharapkan: {}
Ожидается большой (>4GB) файл,Diperkirakan file besar (>4GB)
Ожидается запуск dbibackend на стороне ПК...,Menunggu dbibackend dijalankan di sisi PC...
Ожидание: {} секунд,Menunggu: {} detik
Ожидание: {} секунда,Menunggu: {} detik
Ожидание: {} секунды,Menunggu: {} detik
Ориентация,Orientasi
Ориентация...,Orientasi...
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK utama tidak ditemukan. Mencoba varian multi-program
Оставить сохранения,Pertahankan data save
Осталось ходов:    {:>3},Sisa langkah:  {:>3}
Остаток файла пропускается,Sisa file dilewati
Отключение связи с мобильным приложением...,Memutus koneksi dari aplikasi mobile...
Открываем папку прошивки...,Membuka folder firmware...
Открыть,Buka
Открыть вторую панель,Buka panel kedua
Открыть как 7Z,Buka sebagai 7Z
Открыть как RAR,Buka sebagai RAR
Открыть как ZIP,Buka sebagai ZIP
Открыть как hex,Buka sebagai hex
Открыть как текст,Buka sebagai teks
Открыть контент по MTP,Buka konten via MTP
Открыть папку LFS,Buka folder LFS
Content meta не найден. Установка прервана,Meta konten tidak ditemukan. Pemasangan dibatalkan
Отослано {}/{} байт,Terkirim {}/{} byte
Отсутствуют ES сигпатчи!,Sigpatch ES tidak ada!
Очистка /atmosphere/contents,Membersihkan /atmosphere/contents
Очистка кеша rightsId...,Membersihkan cache rightsId...
Очистка папки...,Membersihkan folder...
Очистка плейсхолдеров...,Membersihkan placeholder...
Очистка системы от мусора,Membersihkan sampah sistem
Очистка сохранений,Membersihkan data save
Очистка...,Membersihkan...
Ошибка FTP сервера,Error server FTP
DBI Просмотр альбома,Tampilan Album DBI
Ошибка во время копирования файла,Error saat menyalin file
Ошибка во время обновления тайтла,Error saat mengupdate title
Ошибка выделения сокета: {},Error alokasi socket: {}
Ошибка завершения соединения: {},Error memutus koneksi: {}
Ошибка загрузки картинки,Error memuat gambar
Ошибка загрузки файла из альбома: {},Error memuat file dari album: {}
Ошибка закрытия сокета: {},Error menutup socket: {}
Ошибка записи файла: {},Error menulis file: {}
Ошибка изменения размера файла,Error mengubah ukuran file
Ошибка инициализации {}: {},Error inisialisasi {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD dan stik - gulir, L - halaman atas, R - halaman bawah"
Ошибка опроса сокета: {},Error poll socket: {}
Ошибка открытия каталога: {},Error membuka direktori: {}
Ошибка открытия сокета: {},Error membuka socket: {}
Ошибка открытия файла,Error membuka file
Ошибка открытия файла '{}': {},Error membuka file '{}': {}
Ошибка открытия файла: {},Error membuka file: {}
Ошибка отсылки: {},Error kirim: {}
Ошибка переименования: {},Error ganti nama: {}
Ошибка подключения: {},Error koneksi: {}
Ошибка подмены SDK: {},Error mengganti SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD dan stik - gulir, L - halaman atas, R - halaman bawah, R3 - Teks/Hex"
Ошибка получения адреса узла: {},Error mengambil alamat node: {}
Ошибка получения внеочередных данных: {},Error mengambil data out-of-band: {}
Ошибка получения имени сокета: {} {},Error mengambil nama socket: {} {}
Ошибка получения информаци о файле: {},Error mengambil informasi file: {}
Ошибка получения размера файла: {},Error mengambil ukuran file: {}
Ошибка получения флагов сокета: {},Error mengambil flag socket: {}
Ошибка получения хранилища {},Error mengambil penyimpanan {}
Ошибка получения: {},Error pengambilan: {}
Ошибка получения: {} {},Error pengambilan: {} {}
Ошибка посылки файла: {},Error mengirim file: {}
Ошибка привязки сокета к порту {}: {},Error mengikat socket ke port {}: {}
Ошибка привязки: {},Error binding: {}
Ошибка принятия соединения: {} {},Error menerima koneksi: {} {}
Ошибка приёма соединения: {},Error menerima data koneksi: {}
Ошибка проверси метки сокета: {},Error verifikasi label socket: {}
Ошибка прослушивания: {},Error listen: {}
Ошибка прослушки сокета: {},Error socket listening: {}
Ошибка сжатия,Error kompresi
Ошибка создания каталога: {},Error membuat direktori: {}
Ошибка создания сокета: {},Error membuat socket: {}
Ошибка создания сохранения,Error membuat save
Ошибка удаления каталога: {},Error menghapus direktori: {}
Ошибка удаления файла: {},Error menghapus file: {}
Ошибка установки флагов сокета: {},Error mengatur flag socket: {}
Ошибка чтения записи об игре: {},Error membaca record game: {}
Ошибка чтения каталога: {},Error membaca direktori: {}
Ошибка чтения файла: {},Error membaca file: {}
Ошибок не найдено,Tidak ada error
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Nomor DLC tidak valid (Harus antara 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Nomor DLC tidak valid (Harus antara 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket tidak valid {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Folder LFS tidak ditemukan
Папка обновления очищена,Folder update dibersihkan
Параметры FTP,Pengaturan FTP
Параметры MTP,Pengaturan MTP
Параметры установки,Opsi pemasangan
Передача окончена,Transfer selesai
Переименование объекта,Mengganti nama objek
Переименовать,Ganti nama
Перейти к первой странице,Ke halaman pertama
Перейти к последней странице,Ke halaman terakhir
Перейти к странице...,Ke halaman...
Переместить,Pindah
Переместить в NAND,Pindah ke NAND
Переместить на SD карту,Pindah ke kartu SD
"Перемещение {} ({}, {}) в {}","Memindahkan {} ({}, {}) ke {}"
Перемещение {} записей,Memindahkan {} entri
Перемещение {} записи,Memindahkan {} entri
Перемещение {} игр,Memindahkan {} game
Перемещение {} игры,Memindahkan {} game
FTP сервер (нажмите B для остановки),Server FTP (tekan B untuk berhenti)
Перемещение контента,Memindahkan konten
Перенос строк,Ganti baris
Переоткрытие ФС сохранения: {},Membuka ulang FS save: {}
Пишется новая запись о контенте...,Menulis record konten baru...
Пишется новый cnmt.nca...,Menulis cnmt.nca baru...
Подготовка...,Menyiapkan...
Подключаемся к {}...,Menyambung ke {}...
Подключено к {}:{},Tersambung ke {}:{}
Подмена SDK,Penggantian SDK
Подменить SDK,Ganti SDK
Подсчитывается размер установки...,Menghitung ukuran pemasangan...
Подсчитывается размер установки...{}%,Menghitung ukuran pasang...{}%
Подсчитываются объекты в альбоме в NAND,Menghitung objek album di NAND
Подсчитываются объекты в альбоме на SD карте,Menghitung objek album di kartu SD
Подсчёт метаданных...,Menghitung metadata...
Подсчёт основного хэша,Menghitung hash utama
Подсчёт хэша секции,Menghitung hash seksi
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B","Sambungkan konsol ke PC dengan kabel USB Type-C, atau tekan B"
"Пожалуйста, подождите...",Mohon tunggu...
Поиск записей об ошибках,Mencari log error
Поиск неиспользуемых тикетов,Mencari ticket tak terpakai
Поиск подготовленного системного обновления,Mencari update sistem yang disiapkan
Поиск потерянных тайтлов,Mencari title yang hilang
Поиск потерянных файлов в NAND,Mencari file hilang di NAND
Поиск потерянных файлов на SD,Mencari file hilang di SD
Поиск сохранений удалённых пользователей...,Mencari data save pengguna terhapus...
Get chargeInfoFields : {},Ambil chargeInfoFields : {}
Получен список из {} записей,Menerima daftar {} entri
Получен список из {} записи,Menerima daftar {} entri
Получение версий установленных игр,Mengambil versi game terpasang
Получение информации из hac_versionlist...,Mengambil informasi dari hac_versionlist...
Получение информации из системы...,Mengambil informasi sistem...
Получение информации об играх...,Mengambil informasi game...
Получение списка тикетов...,Mengambil daftar ticket...
Получение файла: {} МБ ({:.2f} МБ/сек),Menerima file: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Menerima file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Полученное время: {},Waktu diterima: {}
Полученный размер: {},Ukuran diterima: {}
"Получено: {}, ({:.2f} МБ/сек)","Diterima: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Pengguna {} tidak ditemukan. Save tidak bisa dibuat
Пользователь не найден,Pengguna tak ditemukan
Попытаться разобрать,Coba baca
Попытка исправить,Mencoba memperbaiki
Портрет (90°),Portrait (90°)
Португальский,Portugis
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Home, L+➡-End, ZL-Kapital, ZR-Enter, Y-Spasi, X-Backspace, R3-Bahasa"
После удаления игры не будут запускаться,Game tidak akan jalan setelah dihapus
Посылается файл: {},Mengirim file: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Mengirim file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Ukuran buffer perintah terlampaui
LFS мод.: -,Mode LFS : -
Предоставить по FTP,Sediakan via FTP
Прекращение прослушивания на {}:{},Berhenti listening di {}:{}
Прервано пользователем,Dibatalkan pengguna
Привязка к {}:{},Mengikat ke {}:{}
Принято соединение от {}:{},Menerima koneksi dari {}:{}
Проверить целостность,Verifikasi integritas
Проверка magic...,Memeriksa magic...
"Проверка {} ({}, {}), {}","Verifikasi {} ({}, {}), {}"
Проверка картриджа...,Memeriksa kartrid...
Проверка на наличие  {}...,Memeriksa {}...
Проверка обновлений,Memeriksa update
Проверка обновлений игр,Memeriksa update game
Проверка сохранений,Memeriksa data save
Проверка целостности ({}),Cek integritas ({})
Проверяется: {},Memeriksa: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS  : Ada, Ukuran: perhitungan dimatikan di pengaturan"
Проверяются бекапы...,Memeriksa backup...
Проверяются сохранения,Memeriksa save
Программа {}. Control не найдена,Aplikasi {}. Control tidak ditemukan
Программа {}. Exefs не найдена,Program {}. Exefs tidak ditemukan
Программа {}. Romfs не найдена,Aplikasi {}. Romfs tidak ditemukan
Произошла неизвестная ошибка,Terjadi error tak dikenal
Произошла ошибка:,Terjadi error:
Произошла ошибка: {},Terjadi error: {}
LFS папка игры,Folder game LFS
Пропускается: {}          \r,Melewati: {}          \r
Прослушивание на {}:{},Listening di {}:{}
Просмотр альбома по HTTP,Lihat album via HTTP
MTP Респондер (нажмите B для остановки),MTP Responder (tekan B untuk berhenti)
Просмотреть игры,Lihat game
Просто запуск,Jalankan saja
Разбор,Membaca
Раздел secure не найден,Seksi secure tidak ditemukan
"Размер  : {}, {} файл","Ukuran: {}, {} file"
"Размер  : {}, {} файла","Ukuran: {}, {} file"
"Размер  : {}, {} файлов","Ukuran: {}, {} file"
Размер посылаемого файла   : {},Ukuran file yang dikirim: {}
Размер сохранений     : {},Ukuran data save : {}
Размер: {},Ukuran: {}
Разрешено,Diizinkan
Распаковать в подкаталог,Ekstrak ke subdirektori
Распаковать сюда,Ekstrak di sini
Распаковка файла,Membongkar file
Растущие цветы:     {},Bunga tumbuh:        {}
Nintendo Account задан и связан,Akun Nintendo diatur dan tertaut
Регистрация контента {}...,Mendaftarkan konten {}...
Регистрация файла {}...,Mendaftarkan file {}...
Регистры котроллера MAX17050,Register kontroler MAX17050
Редактирование возрастного рейтинга...,Mengedit rating usia...
Редактирование запретов,Edit pembatasan
Рендеринг FB2,Merender FB2
"Nintendo Account задан, но не связан","Akun Nintendo diatur, tapi belum tertaut"
Сброс требуемой версии,Reset versi yang dibutuhkan
Сбросить требуемую версию,Reset versi yang dibutuhkan
Сведения,Informasi
Сведения...,Informasi...
Свободное место в хранилище: {},Ruang penyimpanan kosong: {}
Свободное место: {},Ruang kosong: {}
Сгенерировать и установить,Buat dan pasang
Nintendo Account не задан,Akun Nintendo belum diatur
Сдампить на SD карту,Dump ke kartu SD
Сдампить на внешний USB,Dump ke USB eksternal
Сдампить текущую прошивку,Dump firmware saat ini
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Didump: {}/{} ({}%) ({:.2f} MB/s)
Сделать бекап,Buat backup
"Сделать бекап, если новее",Backup kalau lebih baru
Северная Америка,Amerika Utara
Сентябрь,September
Сепия,Sepia
Сервер запущен,Server dijalankan
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Server menawarkan update DBI\n\nTekan (+) untuk konfirmasi\nTombol lain untuk batal
Сессии,Sesi
Сессия закрыта,Sesi ditutup
Сессия открыта,Sesi dibuka
Синхронизация времени по NTP,Sinkronisasi waktu NTP
Системные приложения,Aplikasi sistem
Системный по умолчанию,Bawaan sistem
Сканирование директорий...,Memindai direktori...
Сканирование игр...,Memindai game...
Скачано {}/{},Terunduh {}/{}
Скачивание файла не удалось,Unduhan file gagal
Скорость передачи: {:.2f} МБ/сек,Laju transfer: {:.2f} MB/s
Собираются сведения...,Mengumpulkan informasi...
Соединение сброшено,Koneksi direset
Создание DLC анлокера,Membuat unlocker DLC
Создание NSP,Membuat NSP
Создание sdmc:/versions.txt,Membuat sdmc:/versions.txt
Создание дампа ({}),Membuat dump ({})
Создание дампа: {},Membuat dump: {}
Создание единого репака,Membuat repack gabungan
Создание записи об игре...,Membuat record game...
Создание новой записи об игре...,Membuat entri game baru...
Создание плейсхолдера: {}...,Membuat placeholder: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Membuat repack Id: {:016X}, Versi: {}, Tipe: {}"
Создание строк... {}%,Membuat string... {}%
Создание таблицы имён,Membuat tabel nama
Создание тела файла,Membuat isi file
Создание точки доступа...,Membuat access point...
Создание хэш таблицы,Membuat tabel hash
Создание ярлыка,Membuat shortcut
Создано новое сохранение. Восстанавливаю бекап в него...,Save baru dibuat. Memulihkan backup ke sana...
Создать sdmc:/versions.txt,Buat sdmc:/versions.txt
Создать единый репак,Buat repack tunggal
Создать новое сохранение...,Buat save baru...
Создать новый каталог...,Buat direktori baru...
Создать новый файл...,Buat file baru...
Создать ярлык,Buat shortcut
Создать ярлык для hbmenu,Buat shortcut untuk hbmenu
Создать ярлык на рабочий стол для DBI...,Buat shortcut desktop untuk DBI...
Создать ярлык с аргументами...,Buat shortcut dengan argumen...
Создаётся обновлённая запись об игре...,Membuat record game terbaru...
Сохранение для {} уже существует,Data save untuk {} sudah ada
Сохранения,Data Save
Сохранения будут удалены!,Data save akan dihapus!
Сохранения удалённых игр ({}),Save game terhapus ({})
Сохранения установленных игр ({}),Save game terpasang ({})
Сохранёные в системе параметры котроллера батареи,Parameter kontroler baterai tersimpan di sistem
Существующая запись об игре не найдена,Record game yang ada tidak ditemukan
Существующее сохранение не найдено и новое не может быть создано,Save yang ada tidak ditemukan dan yang baru tidak bisa dibuat
SDK {} уже был экспортирован: {},SDK {} sudah diekspor: {}
Тайтл не установлен,Title belum terpasang
Тайтл установлен,Title terpasang
Тайтлы с ошибками:,Title bermasalah:
Текущее время: {},Waktu saat ini: {}
SDK на подмену не найдены,Tidak ada SDK untuk diganti
Тема,Tema
Тикет исправлен,Ticket diperbaiki
Тикеты,Ticket
Тикеты не найдены,Tidak ada ticket
864,864
881,881
"больше шансов, что оно заработает». Их",akhirnya berhasil.' Taktik mereka
быстро проникли в планы шадоков и,"tetangga, jadi pintar berkat internet,"
"всякий раз, когда растение расцветает","gudang peralatan, mengepungnya, lalu"
"выражениях: «Чем больше неудач, тем","kerugian, makin besar peluang semuanya"
"вычислили, что у них есть по крайней",peluang satu banding sejuta saat semua
заработает… И они торопятся поскорее,999.999 blunder fatal pertama itu
"и дает транзистор, они мчатся, чтобы","kini tiap kali dia melihat chip, mereka"
"и не кончилось успехом». Или, в других",Atau dengan kata lain: 'Makin tinggi
"мере один шанс из миллиона, что она",akhirnya berhasil... jadi mereka buru-buru melakukan
миллионная заработает».,"I. I. Bullshitter, Irama Terobosan"
"ничего, что бы непрерывно продолжалось",uang muka sementara untuk kejayaan.'
"но окружили его со всех сторон, и",tamu itu merangkak ke salah satu
"опытов, чтобы быть уверенными, что", 
осуществить 999999 первых неудачных,agar kemenangan menyusul.»
"очень умные благодаря своим шляпам,",tetangga untuk mengambil suku cadang. Si
"планету гиби искать транзисторы. Гиби,",dikirim dari rawa langsung ke
постоянно кончаясь неудачами.,dengan patuh menghasilkan pertumbuhan negatif.
принципов шадокской логики: «Нет,'Tidak ada bencana yang bukan sekadar
"ракета еще несовершенна, но они","macet, tapi mereka mati-matian berpegang pada"
"растений, произрастающих на огородах.",konon memanen chip langsung dari
решили позабавиться. Они позволили,cepat membaca rencana licik itu
собрать урожай прежде шадока.,merebutnya kembali.
"терпят неудачу потому, что не хватает",rudal berjatuhan karena mikrocip
транзисторов в системах безопасности.,langka—baik di sistem pemandu maupun
"шадоку забраться в один из их огородов,",dan memutuskan bersenang-senang. Mereka biarkan
