original,translation
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome della directory\n'{}'\ncontiene caratteri non validi.\nNon può essere creata.\n\nPremere A - interrompi, B - salta, X - rinomina"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome del file\n'{}'\ncontiene caratteri non validi.\nNon può essere creato.\n\nPremi A - interrompi, B - salta, X - rinomina"
Инсталлируется romfs.bin,Installazione di romfs.bin
Информация о зарядке батареи,Informazioni sulla ricarica della batteria
Информация о контенте,Informazioni sul contenuto
Информация о контенте ({}),Informazioni sul contenuto ({})
Информация о прошивке,Informazioni sul firmware
Информация о системе,Informazioni di sistema
Информация о сохранении,Informazioni di salvataggio
Информация о сохранении...,Informazioni di salvataggio...
Информация о тикете,Informazioni sul ticket
Информация о тикете...,Informazioni sul ticket...
Информация об NSP,Informazioni NSP
Информация об атмосфере,Informazioni su Atmosphere
Информация об игровой активности,Informazioni sull'attività di gioco
Информация об источние питания,Informazioni sulla fonte di alimentazione
Информация об оборудовании,Informazioni hardware
Информация...,Informazioni...
Испанский,Spagnolo
Использовано дополнительной памяти: {}. Создано буферов: {},Memoria aggiuntiva utilizzata: {}. Buffer creati: {}
Использовать папку для...,Usa cartella per...
Используется USB{},Utilizzo di USB{}
Итальянский,Italiano
Ищется control для ProgramId {},Ricerca control per ProgramId {}
Ищется exefs/romfs для ProgramId {},Ricerca exefs/romfs per ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Ricerca di exefs/romfs/logo per ProgramId {}
Ищется {},Ricerca di {}
Июль,Luglio
Июнь,Giugno
Канадский французский,Francese canadese
"Когда ваше устройство подключится, нажмите любую кнопку",Premi un pulsante qualsiasi quando il dispositivo si connette
Код партии батареи    : {} ({}),Codice lotto batteria      : {} ({})
Кодировка,Codifica
Конец игры            : -,Fine del gioco        : -
Конец игры            : {},Fine del gioco        : {}
Контент уже на месте,Il contenuto è già presente
Копирование IVFC слой {} в nca: {},Copia del livello IVFC {} in nca: {}
Копирование PFS0 в nca,Copia di PFS0 in nca
Копирование PFS0 хэш таблицы в nca,Copia della tabella hash PFS0 in nca
Копирование SDK {} в файл: {}...,Copia di SDK {} nel file: {}...
Копировать,Copia
Корейский,Coreano
Корень не найден,Root non trovata
Корень сохранения не существует,La radice del salvataggio non esiste
Корея,Corea
Латиноамериканский испанский,Spagnolo latinoamericano
Май,Maggio
Март,Marzo
Масштаб: По ширине,Scala: Adatta alla larghezza
Масштаб: По экрану,Scala: Adatta allo schermo
Масштаб: Точка в точку,Scala: Pixel perfetto
Масштаб: Увеличение x2,Scala: Ingrandimento x2
Место в  NAND         : {},Spazio in NAND       : {}
Место на SD карте     : {},Spazio su scheda SD   : {}
Место на приставке не занято,Nessuno spazio occupato sulla console
Мета контент отсутствует,Contenuto meta mancante
Миссия провалена\n\nНажмите А для выхода,Missione fallita\n\nPremi A per uscire
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missione riuscita\n\nMosse rimanenti: {}\n\nPremi A per uscire
Модификация файла не удалась,Modifica del file non riuscita
На выбранном устройстве нет достаточного свободного места для установки,Non c'è abbastanza spazio libero sul dispositivo selezionato per l'installazione
На месте нет достаточно свободного места,Spazio libero insufficiente
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Premi (+) per sovrascrivere la configurazione con quella aggiornata\n\nQualsiasi altro pulsante per saltare
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Premi (+) per eliminare, qualsiasi altro pulsante per saltare...\n (-) Elimina tutto senza chiedere più"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Premi A per continuare, un altro pulsante per uscire"
"Нажмите B, чтобы вернуться",Premi B per tornare
Нажмите любую кнопку,Premi un pulsante qualsiasi
Найден SDK: {},SDK trovato: {}
Найден {} зарегистрированный контент-файл,Trovato {} file di contenuto registrato
Найден {} контент-файл,Trovato {} file di contenuto
Найден {} пользователь,Trovato {} utente
Найден {} потерянный контент-файл,Trovato {} file di contenuto orfano
Найден {} файл,Trovato {} file
Найден {} файл с ошибками,Trovato {} file con errori
Найден и удалён {} неиспользуемый тикет,Trovato ed eliminato {} ticket inutilizzato
Найдена {} запись об игре,Trovata {} voce di gioco
Найдена {} запись об ошибках,Trovato {} record di errore
Найдена {} установленная игра,Trovato {} gioco installato
Найдено {} записей об играх,Trovati {} record di giochi
Найдено {} записей об ошибках,Trovati {} report di errore
Найдено {} записи об играх,Trovate {} voci di giochi
({}/{}) Устанавливается {},({}/{}) Installazione di {}
Найдено {} записи об ошибках,Trovati {} report di errore
Найдено {} зарегистрированных контент-файла,Trovati {} file di contenuto registrati
Найдено {} зарегистрированных контент-файлов,Trovati {} file di contenuto registrati
Найдено {} контент-файла,Trovati {} file di contenuto
Найдено {} контент-файлов,{} file di contenuto trovati
Найдено {} обновление,{} aggiornamento trovato
Найдено {} обновлений,Trovati {} aggiornamenti
Найдено {} обновления,Trovati {} aggiornamenti
Найдено {} пользователей,Trovati {} utenti
Найдено {} пользователя,Trovato {} utente
Найдено {} потерянных контент-файла,Trovati {} file di contenuto persi
Найдено {} потерянных контент-файлов,Trovati {} file di contenuto orfani
Найдено {} сохранение,Trovato {} salvataggio
Найдено {} сохранение...,Trovato {} salvataggio...
Найдено {} сохранений,Trovati {} salvataggi
Найдено {} сохранений...,Trovati {} salvataggi...
Найдено {} сохранения,Trovati {} salvataggi
Найдено {} сохранения...,Trovati {} salvataggi...
Найдено {} установленные игры,Trovati {} giochi installati
Найдено {} установленных игр,Trovati {} giochi installati
Найдено {} файла,{} file trovato
Найдено {} файла с ошибками,Trovati {} file con errori
Найдено {} файлов,{} file trovati
Найдено {} файлов с ошибками,Trovati {} file con errori
Найдено и удалено {} неиспользуемых тикета,Trovati e rimossi {} ticket inutilizzati
Найдено и удалено {} неиспользуемых тикетов,Trovati e rimossi {} ticket inutilizzati
Найдено существующее сохранение. Восстанавливаю бекап в него...,Salvataggio esistente trovato. Ripristino del backup...
Настройки,Impostazioni
Настройки DBI,Impostazioni DBI
Настройки FB2,Impostazioni FB2
Начало игры           : -,Inizio del gioco      : -
Начало игры           : {},Inizio del gioco      : {}
Начало создания Control.nca,Inizio creazione Control.nca
Начало создания Program.nca,Inizio creazione Program.nca
Начать установку,Avvia installazione
Не доступно,Non disponibile
Не известно,Sconosciuto
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Nessuna unità USB trovata in grado di contenere il dump risultante. Assicurati che sia formattata in ExFAT.
Не найдены требуемые тикеты,Ticket richiesti non trovati
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tempo di inattività \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Impossibile creare NSP
Не удалось получить список,Impossibile recuperare l'elenco
Не удалось установить аватар\n{},Impossibile impostare l'avatar\n{}
Не установлен,Non installato
Невозможно найти путь,Impossibile trovare il percorso
Невозможно открыть папку журналов ошибок,Impossibile aprire la cartella dei log degli errori
Невозможно переименовать '{}' в '{}':,Impossibile rinominare '{}' in '{}':
Невозможно получить список LFS,Impossibile ottenere l'elenco LFS
Невозможно получить список пользователей,Impossibile recuperare l'elenco utenti
Невозможно получить статус связи с Nintendo Account,Impossibile ottenere lo stato del collegamento dell'account Nintendo
...готово,...fatto
Невозможно получить число записей об ошибках,Impossibile ottenere il numero di record di errore
Невозможно прочитать общие тикеты,Impossibile leggere i ticket comuni
Невозможно прочитать персонализированные тикеты,Impossibile leggere i ticket personalizzati
Невозможно разобрать content meta,Impossibile analizzare content meta
Невозможно разобрать content meta. Неожиданная ошибка,Impossibile analizzare il content meta. Errore imprevisto
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare il content meta. FIRMWARE OBSOLETO. Aggiornamento HOS richiesto
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare nca. FIRMWARE OBSOLETO. Aggiornamento HOS richiesto
Невозможно разобрать индекс кеша,Impossibile analizzare l'indice della cache
Невозможно распаковать '{}':,Impossibile estrarre '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Impossibile copiare il file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Impossibile montare il salvataggio
Невозможно смонтировать устройство сохраниения,Impossibile montare il dispositivo di salvataggio
Невозможно создать каталог,Impossibile creare la directory
Невозможно создать каталог '{}':,Impossibile creare la directory '{}':
Невозможно создать файл,Impossibile creare il file
Невозможно создать файл '{}':,Impossibile creare il file '{}':
Недопустимый идентификатор,Identificatore non valido
Неизвестная игра [{:016x}],Gioco sconosciuto [{:016x}]
: {:>4} сохранение,: {:>4} salvataggio
Неизвестно,Sconosciuto
Неизвестный тайтл,Titolo sconosciuto
Немецкий,Tedesco
Неправильное хранилище,Archiviazione non valida
Неправильный родительский объект,Oggetto genitore non valido
Нет,No
Нет VFS. Прекращение работы,Nessun VFS. Terminazione
Нет exefs VFS. Прекращение работы,Nessun exefs VFS. Terminazione
: {:>4} сохранений,: {:>4} salvataggi
Нет logo VFS. Прекращение работы,Nessun logo VFS. Terminazione
Нет romfs VFS. Прекращение работы,Nessun romfs VFS. Terminazione
Нет лого,Nessun logo
Нечего устанавливать,Niente da installare
Новое имя для '{}',Nuovo nome per '{}'
Новый каталог,Nuova directory
Новый размер сохранения в МБ,Nuova dimensione salvataggio in MB
Новый рейтинг (-1 для удаления),Nuova valutazione (-1 per rimuovere)
: {:>4} сохранения,: {:>4} salvataggi
Номер страницы,Numero di pagina
Ночь,Notte
Нужен связанный аккаунт,Account collegato richiesto
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERRORE NEL RECUPERO DEI DATI EXTRA
Обнаружены недопустимые символы,Caratteri non validi rilevati
Обновить DBI,Aggiorna DBI
Обновить DBI из этого файла,Aggiorna DBI da questo file
Обновить TitleDB,Aggiorna TitleDB
Обновление TitleDB,Aggiornamento TitleDB
Обновление базы данных...,Aggiornamento database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Aggiornamento alla versione {} {}\n\nPremi (+) per continuare\nQualsiasi altro pulsante per annullare
Обновление времени...,Aggiornamento ora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Aggiornamento completato\n\nPremi un pulsante qualsiasi\nper riavviare DBI
Обновление фейковой записи {} ➡ [v{}],Aggiornamento record fittizio {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Aggiornamento. Attendere prego...
Обновляется запись об игре...,Aggiornamento record di gioco...
Обрабатывается запись {:016X},Elaborazione record {:016X}
Обратный альбом (180°),Album invertito (180°)
Обратный портрет (270°),Ritratto inverso (270°)
Общее время активной игры     : {} часов,Tempo di gioco attivo totale      : {} ore
Общее время дампа {:d}:{:02d}:{:02d},Tempo totale di dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tempo di gioco totale             : {} ore
Общее время игры      : -,Tempo di gioco totale : -
Общее время игры      : {:d} часов {:02d} минут,Tempo di gioco totale : {:d} ore {:02d} minuti
Общее время установки: {:d}:{:02d}:{:02d},Tempo totale di installazione: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tempo totale: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Spazio totale occupato: N:{} + S:{} = {}
Общее число запусков  : -,Numero totale di avvii : -
Общие,Generale
Общий размер установки: {},Dimensione totale installazione: {}
Объединение списков,Unisci elenchi
Объект {} не допустим,L'oggetto {} non è consentito
Объект {} не может быть создан,L'oggetto {} non può essere creato
Объект не открыт для редактирования,L'oggetto non è aperto per la modifica
Объект удалён,Oggetto eliminato
Объект уже открыт для редактирования,L'oggetto è già aperto per la modifica
Огибка получения адреса сокета: {} {},Errore durante il recupero dell'indirizzo del socket: {} {}
Ожидаемый размер: {},Dimensione prevista: {}
Ожидается большой (>4GB) файл,File di grandi dimensioni (>4GB) previsto
Ожидается запуск dbibackend на стороне ПК...,In attesa dell'avvio di dbibackend sul PC...
Ожидание: {} секунд,Attesa: {} secondi
Ожидание: {} секунда,Attesa: {} secondo
Ожидание: {} секунды,Attesa: {} secondi
Ориентация,Orientamento
Ориентация...,Orientamento...
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principale non trovato. Provo variante multiprogramma
Оставить сохранения,Mantieni i salvataggi
Осталось ходов:    {:>3},Mosse rimanenti:    {:>3}
Остаток файла пропускается,Il resto del file viene saltato
Отключение связи с мобильным приложением...,Disconnessione dall'app mobile...
Открываем папку прошивки...,Apertura cartella firmware...
Открыть,Apri
Открыть вторую панель,Apri secondo pannello
Открыть как 7Z,Apri come 7Z
Открыть как RAR,Apri come RAR
Открыть как ZIP,Apri come ZIP
Открыть как hex,Apri come hex
Открыть как текст,Apri come testo
Открыть контент по MTP,Apri contenuto tramite MTP
Открыть папку LFS,Apri cartella LFS
Content meta не найден. Установка прервана,Meta contenuto non trovato. Installazione interrotta
Отослано {}/{} байт,Inviati {}/{} byte
Отсутствуют ES сигпатчи!,Mancano i sigpatch ES!
Очистка /atmosphere/contents,Pulizia di /atmosphere/contents
Очистка кеша rightsId...,Cancellazione cache rightsId...
Очистка папки...,Pulizia cartella...
Очистка плейсхолдеров...,Cancellazione segnaposto...
Очистка системы от мусора,Pulizia del sistema dalla spazzatura
Очистка сохранений,Cancellazione salvataggi
Очистка...,Pulizia...
Ошибка FTP сервера,Errore del server FTP
DBI Просмотр альбома,DBI Visualizzazione album
Ошибка во время копирования файла,Errore durante la copia del file
Ошибка во время обновления тайтла,Errore durante l'aggiornamento del titolo
Ошибка выделения сокета: {},Errore di allocazione socket: {}
Ошибка завершения соединения: {},Errore di chiusura connessione: {}
Ошибка загрузки картинки,Errore nel caricamento dell'immagine
Ошибка загрузки файла из альбома: {},Errore nel caricamento del file dall'album: {}
Ошибка закрытия сокета: {},Errore di chiusura del socket: {}
Ошибка записи файла: {},Errore di scrittura del file: {}
Ошибка изменения размера файла,Errore nel ridimensionamento del file
Ошибка инициализации {}: {},Errore di inizializzazione {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD e stick - scorrimento, L - pagina su, R - pagina giù"
Ошибка опроса сокета: {},Errore di polling del socket: {}
Ошибка открытия каталога: {},Errore nell'apertura della directory: {}
Ошибка открытия сокета: {},Errore apertura socket: {}
Ошибка открытия файла,Errore nell'apertura del file
Ошибка открытия файла '{}': {},Errore nell'apertura del file '{}': {}
Ошибка открытия файла: {},Errore nell'apertura del file: {}
Ошибка отсылки: {},Errore di invio: {}
Ошибка переименования: {},Errore di rinomina: {}
Ошибка подключения: {},Errore di connessione: {}
Ошибка подмены SDK: {},Errore di sostituzione SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD e stick - scorrimento, L - pag. su, R - pag. giù, R3 - Testo/Hex"
Ошибка получения адреса узла: {},Errore durante il recupero dell'indirizzo del nodo: {}
Ошибка получения внеочередных данных: {},Errore nel recupero dei dati fuori banda: {}
Ошибка получения имени сокета: {} {},Errore durante il recupero del nome del socket: {} {}
Ошибка получения информаци о файле: {},Errore durante il recupero delle informazioni del file: {}
Ошибка получения размера файла: {},Errore durante il recupero della dimensione del file: {}
Ошибка получения флагов сокета: {},Errore durante il recupero dei flag del socket: {}
Ошибка получения хранилища {},Errore nel recupero dell'archiviazione {}
Ошибка получения: {},Errore di recupero: {}
Ошибка получения: {} {},Errore di recupero: {} {}
Ошибка посылки файла: {},Errore invio file: {}
Ошибка привязки сокета к порту {}: {},Errore nel binding del socket alla porta {}: {}
Ошибка привязки: {},Errore di binding: {}
Ошибка принятия соединения: {} {},Errore di accettazione connessione: {} {}
Ошибка приёма соединения: {},Errore ricezione connessione: {}
Ошибка проверси метки сокета: {},Errore di verifica dell'etichetta del socket: {}
Ошибка прослушивания: {},Errore di ascolto: {}
Ошибка прослушки сокета: {},Errore di ascolto del socket: {}
Ошибка сжатия,Errore di compressione
Ошибка создания каталога: {},Errore durante la creazione della directory: {}
Ошибка создания сокета: {},Errore nella creazione del socket: {}
Ошибка создания сохранения,Errore durante la creazione del salvataggio
Ошибка удаления каталога: {},Errore durante l'eliminazione della directory: {}
Ошибка удаления файла: {},Errore durante l'eliminazione del file: {}
Ошибка установки флагов сокета: {},Errore nell'impostazione dei flag del socket: {}
Ошибка чтения записи об игре: {},Errore nella lettura del record di gioco: {}
Ошибка чтения каталога: {},Errore di lettura della directory: {}
Ошибка чтения файла: {},Errore di lettura del file: {}
Ошибок не найдено,Nessun errore trovato
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Numero DLC non valido (Deve essere nell'intervallo 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Numero DLC non valido (Deve essere nell'intervallo 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket non valido {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Cartella LFS non trovata
Папка обновления очищена,Cartella aggiornamenti svuotata
Параметры FTP,Impostazioni FTP
Параметры MTP,Impostazioni MTP
Параметры установки,Opzioni di installazione
Передача окончена,Trasferimento completato
Переименование объекта,Rinomina oggetto
Переименовать,Rinomina
Перейти к первой странице,Vai alla prima pagina
Перейти к последней странице,Vai all'ultima pagina
Перейти к странице...,Vai alla pagina...
Переместить,Sposta
Переместить в NAND,Sposta in NAND
Переместить на SD карту,Sposta su scheda SD
"Перемещение {} ({}, {}) в {}","Spostamento di {} ({}, {}) in {}"
Перемещение {} записей,Spostamento di {} voci
Перемещение {} записи,Spostamento di {} voce
Перемещение {} игр,Spostamento di {} giochi
Перемещение {} игры,Spostamento di {} gioco
FTP сервер (нажмите B для остановки),Server FTP (premi B per fermare)
Перемещение контента,Spostamento contenuto
Перенос строк,A capo
Переоткрытие ФС сохранения: {},Riapertura FS di salvataggio: {}
Пишется новая запись о контенте...,Scrittura nuovo record di contenuto...
Пишется новый cnmt.nca...,Scrittura del nuovo cnmt.nca...
Подготовка...,Preparazione...
Подключаемся к {}...,Connessione a {}...
Подключено к {}:{},Connesso a {}:{}
Подмена SDK,Sostituzione SDK
Подменить SDK,Sostituisci SDK
Подсчитывается размер установки...,Calcolo dimensione installazione...
Подсчитывается размер установки...{}%,Calcolo dimensione installazione...{}%
Подсчитываются объекты в альбоме в NAND,Conteggio oggetti nell'album nella NAND
Подсчитываются объекты в альбоме на SD карте,Conteggio oggetti nell'album sulla scheda SD
Подсчёт метаданных...,Conteggio metadati...
Подсчёт основного хэша,Calcolo dell'hash principale
Подсчёт хэша секции,Calcolo hash sezione
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Collega la tua console al PC con un cavo USB Type-C o premi B
"Пожалуйста, подождите...",Attendere prego...
Поиск записей об ошибках,Ricerca dei registri degli errori
Поиск неиспользуемых тикетов,Ricerca ticket non utilizzati
Поиск подготовленного системного обновления,Ricerca aggiornamento di sistema preparato
Поиск потерянных тайтлов,Ricerca titoli persi
Поиск потерянных файлов в NAND,Ricerca file persi nella NAND
Поиск потерянных файлов на SD,Ricerca file persi su SD
Поиск сохранений удалённых пользователей...,Ricerca salvataggi di utenti eliminati...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Ricevuta lista di {} voci
Получен список из {} записи,Ricevuta lista di {} voci
Получение версий установленных игр,Recupero versioni dei giochi installati
Получение информации из hac_versionlist...,Recupero informazioni da hac_versionlist...
Получение информации из системы...,Recupero informazioni di sistema...
Получение информации об играх...,Recupero informazioni sui giochi...
Получение списка тикетов...,Recupero elenco ticket...
Получение файла: {} МБ ({:.2f} МБ/сек),Ricezione file: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Ricezione file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sec)
Полученное время: {},Ora ricevuta: {}
Полученный размер: {},Dimensione ricevuta: {}
"Получено: {}, ({:.2f} МБ/сек)","Ricevuto: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Utente {} non trovato. Creazione salvataggio impossibile
Пользователь не найден,Utente non trovato
Попытаться разобрать,Prova ad analizzare
Попытка исправить,Tentativo di riparazione
Портрет (90°),Verticale (90°)
Португальский,Portoghese
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Inizio, L+➡-Fine, ZL-Maiusc, ZR-Invio, Y-Spazio, X-Cancella, R3-Lingua"
После удаления игры не будут запускаться,I giochi non si avvieranno dopo l'eliminazione
Посылается файл: {},Invio file: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Invio file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Dimensione buffer comandi superata
LFS мод.: -,Modalità LFS : -
Предоставить по FTP,Fornisci tramite FTP
Прекращение прослушивания на {}:{},Interruzione ascolto su {}:{}
Прервано пользователем,Interrotto dall'utente
Привязка к {}:{},Collegamento a {}:{}
Принято соединение от {}:{},Connessione accettata da {}:{}
Проверить целостность,Verifica integrità
Проверка magic...,Controllo magic...
"Проверка {} ({}, {}), {}","Verifica {} ({}, {}), {}"
Проверка картриджа...,Controllo cartuccia...
Проверка на наличие  {}...,Verifica di {}...
Проверка обновлений,Controllo aggiornamenti
Проверка обновлений игр,Controllo aggiornamenti giochi
Проверка сохранений,Controllo salvataggi
Проверка целостности ({}),Verifica integrità ({})
Проверяется: {},Verifica: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS      : Presente, Dimensione: calcolo disabilitato nelle impostazioni"
Проверяются бекапы...,Controllo dei backup...
Проверяются сохранения,Controllo salvataggi
Программа {}. Control не найдена,Applicazione {}. Control non trovato
Программа {}. Exefs не найдена,Programma {}. Exefs non trovato
Программа {}. Romfs не найдена,Applicazione {}. Romfs non trovato
Произошла неизвестная ошибка,Si è verificato un errore sconosciuto
Произошла ошибка:,Si è verificato un errore:
Произошла ошибка: {},Si è verificato un errore: {}
LFS папка игры,Cartella LFS del gioco
Пропускается: {}          \r,Saltato: {}          \r
Прослушивание на {}:{},In ascolto su {}:{}
Просмотр альбома по HTTP,Visualizza album tramite HTTP
MTP Респондер (нажмите B для остановки),Risponditore MTP (premi B per fermare)
Просмотреть игры,Visualizza giochi
Просто запуск,Avvia semplicemente
Разбор,Analisi
Раздел secure не найден,Sezione secure non trovata
"Размер  : {}, {} файл","Dimensione  : {}, {} file"
"Размер  : {}, {} файла","Dimensione  : {}, {} file"
"Размер  : {}, {} файлов","Dimensione  : {}, {} file"
Размер посылаемого файла   : {},Dimensione del file inviato: {}
Размер сохранений     : {},Dimensione salvataggi : {}
Размер: {},Dimensione: {}
Разрешено,Consentito
Распаковать в подкаталог,Estrai in sottocartella
Распаковать сюда,Estrai qui
Распаковка файла,Estrazione file
Растущие цветы:     {},Fiori in crescita:     {}
Nintendo Account задан и связан,Account Nintendo impostato e collegato
Регистрация контента {}...,Registrazione contenuto {}...
Регистрация файла {}...,Registrazione file {}...
Регистры котроллера MAX17050,Registri del controller MAX17050
Редактирование возрастного рейтинга...,Modifica classificazione per età...
Редактирование запретов,Modifica restrizioni
Рендеринг FB2,Rendering FB2
"Nintendo Account задан, но не связан","Account Nintendo impostato, ma non collegato"
Сброс требуемой версии,Ripristina versione richiesta
Сбросить требуемую версию,Ripristina versione richiesta
Сведения,Informazioni
Сведения...,Informazioni...
Свободное место в хранилище: {},Spazio di archiviazione libero: {}
Свободное место: {},Spazio libero: {}
Сгенерировать и установить,Genera e installa
Nintendo Account не задан,Account Nintendo non impostato
Сдампить на SD карту,Dump su scheda SD
Сдампить на внешний USB,Dump su USB esterno
Сдампить текущую прошивку,Dump del firmware corrente
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dumpato: {}/{} ({}%) ({:.2f} MB/sec)
Сделать бекап,Crea backup
"Сделать бекап, если новее",Esegui backup se più recente
Северная Америка,Nord America
Сентябрь,Settembre
Сепия,Seppia
Сервер запущен,Server avviato
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Il server offre di eseguire un aggiornamento di DBI\n\nPremi (+) per confermare\nQualsiasi altro pulsante per annullare
Сессии,Sessioni
Сессия закрыта,Sessione chiusa
Сессия открыта,Sessione aperta
Синхронизация времени по NTP,Sincronizzazione ora NTP
Системные приложения,Applicazioni di sistema
Системный по умолчанию,Predefinito di sistema
Сканирование директорий...,Scansione delle directory...
Сканирование игр...,Scansione giochi...
Скачано {}/{},Scaricato {}/{}
Скачивание файла не удалось,Download del file non riuscito
Скорость передачи: {:.2f} МБ/сек,Velocità di trasferimento: {:.2f} MB/sec
Собираются сведения...,Raccolta informazioni...
Соединение сброшено,Connessione ripristinata
Создание DLC анлокера,Creazione sblocco DLC
Создание NSP,Creazione NSP
Создание sdmc:/versions.txt,Creazione di sdmc:/versions.txt
Создание дампа ({}),Creazione dump ({})
Создание дампа: {},Creazione dump: {}
Создание единого репака,Creazione di un repack unificato
Создание записи об игре...,Creazione record di gioco...
Создание новой записи об игре...,Creazione nuova voce di gioco...
Создание плейсхолдера: {}...,Creazione segnaposto: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creazione repack Id: {:016X}, Versione: {}, Tipo: {}"
Создание строк... {}%,Creazione stringhe... {}%
Создание таблицы имён,Creazione tabella nomi
Создание тела файла,Creazione del corpo del file
Создание точки доступа...,Creazione punto di accesso...
Создание хэш таблицы,Creazione tabella hash
Создание ярлыка,Creazione collegamento
Создано новое сохранение. Восстанавливаю бекап в него...,Nuovo salvataggio creato. Ripristino del backup...
Создать sdmc:/versions.txt,Crea sdmc:/versions.txt
Создать единый репак,Crea repack singolo
Создать новое сохранение...,Crea nuovo salvataggio...
Создать новый каталог...,Crea nuova cartella...
Создать новый файл...,Crea nuovo file...
Создать ярлык,Crea collegamento
Создать ярлык для hbmenu,Crea collegamento per hbmenu
Создать ярлык на рабочий стол для DBI...,Crea collegamento sul desktop per DBI...
Создать ярлык с аргументами...,Crea collegamento con argomenti...
Создаётся обновлённая запись об игре...,Creazione record di gioco aggiornato...
Сохранение для {} уже существует,I dati di salvataggio per {} esistono già
Сохранения,Dati di salvataggio
Сохранения будут удалены!,I dati di salvataggio verranno eliminati!
Сохранения удалённых игр ({}),Salvataggi di giochi eliminati ({})
Сохранения установленных игр ({}),Salvataggi dei giochi installati ({})
Сохранёные в системе параметры котроллера батареи,Parametri del controller della batteria salvati nel sistema
Существующая запись об игре не найдена,Record di gioco esistente non trovato
Существующее сохранение не найдено и новое не может быть создано,Salvataggio esistente non trovato e impossibile crearne uno nuovo
SDK {} уже был экспортирован: {},SDK {} è già stato esportato: {}
Тайтл не установлен,Titolo non installato
Тайтл установлен,Titolo installato
Тайтлы с ошибками:,Titoli con errori:
Текущее время: {},Ora attuale: {}
SDK на подмену не найдены,Nessun SDK trovato per la sostituzione
Тема,Tema
Тикет исправлен,Ticket corretto
