original,translation
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Mäng nõuab uuemat SDK-d ({}) kui praegune püsivara ({})
Игра использует titleId от дополнения,Mäng kasutab DLC-st pärit titleId-d
Игра использует titleId от обновления,Mäng kasutab uuenduse titleId-d
Извлечь в LFS,Ekstrakti LFS-i
Изменение размера сохранения на {} [{}]...,Salvestuse suuruse muutmine {} [{}]...
Изменить версию DLC (десятичную),Muuda DLC versiooni (kümnendkoht)
Изменить номер DLC (десятичный),Muuda DLC numbrit (kümnend)
Изменить номер DLC (шестнадцатеричный),Muuda DLC numbrit (kuueteistkümnendsüsteem)
Изменён размер SaveFS,SaveFS suurus muudetud
Импорт исправленного тикета...,Parandatud pileti importimine...
Импорт тикета...,Tiketi importimine...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Kataloogi nimi\n'{}'\nsisaldab kehtetuid märke.\nSeda ei saa luua.\n\nVajutage A - katkesta, B - jäta vahele, X - nimeta ümber"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Failinimi\n'{}'\nsisaldab kehtetuid märke.\nSeda ei saa luua.\n\nVajuta A - katkesta, B - jäta vahele, X - nimeta ümber"
Инсталлируется romfs.bin,Paigaldatakse romfs.bin
Информация о зарядке батареи,Aku laadimise teave
Информация о контенте,Sisu informatsioon
Информация о контенте ({}),Sisu informatsioon ({})
Информация о прошивке,Püsivara teave
Информация о системе,Süsteemi teave
Информация о сохранении,Salvestuse teave
Информация о сохранении...,Salvestuse teave...
Информация о тикете,Tiketi informatsioon
Информация о тикете...,Tiketi informatsioon...
Информация об NSP,NSP teave
Информация об атмосфере,Atmosphere'i teave
Информация об игровой активности,Mängutegevuse teave
Информация об источние питания,Toiteallika teave
Информация об оборудовании,Riistvara teave
Информация...,Informatsioon...
Испанский,Hispaania
Использовано дополнительной памяти: {}. Создано буферов: {},Kasutatud lisamälu: {}. Loodud puhvreid: {}
Использовать папку для...,Kasuta kausta...
Используется USB{},Kasutatakse USB{}
Итальянский,Itaalia
Ищется control для ProgramId {},Otsitakse control'i ProgramId {} jaoks
Ищется exefs/romfs для ProgramId {},Otsitakse exefs/romfs ProgramId {} jaoks
Ищется exefs/romfs/logo для ProgramId {},Otsitakse exefs/romfs/logo ProgramId {} jaoks
Ищется {},Otsin {}
Июль,Juuli
Июнь,Juuni
Канадский французский,Kanada prantsuse
"Когда ваше устройство подключится, нажмите любую кнопку","Vajutage mis tahes nuppu, kui teie seade ühendub"
Код партии батареи    : {} ({}),Aku partii kood          : {} ({})
Кодировка,Kodeering
Конец игры            : -,Mängu lõpp         : -
Конец игры            : {},Mängu lõpp         : {}
Контент уже на месте,Sisu on juba olemas
Копирование IVFC слой {} в nca: {},IVFC kihi {} kopeerimine nca-sse: {}
Копирование PFS0 в nca,PFS0 kopeerimine nca-sse
Копирование PFS0 хэш таблицы в nca,PFS0 räsitabeli kopeerimine nca-sse
Копирование SDK {} в файл: {}...,SDK {} kopeerimine faili: {}...
Копировать,Kopeeri
Корейский,Korea
Корень не найден,Juurt ei leitud
Корень сохранения не существует,Salvestuse juur ei eksisteeri
Корея,Korea
Латиноамериканский испанский,Ladina-Ameerika hispaania
Май,Mai
Март,Märts
Масштаб: По ширине,Skaala: Mahuta laiusele
Масштаб: По экрану,Skaala: Mahuta ekraanile
Масштаб: Точка в точку,Skaala: Piksel-pikslilt
Масштаб: Увеличение x2,Skaala: 2x suurendus
Место в  NAND         : {},Ruum NAND-is         : {}
Место на SD карте     : {},SD-kaardi ruum     : {}
Место на приставке не занято,Konsoolil pole ruumi hõivatud
Мета контент отсутствует,Meta sisu puudub
Миссия провалена\n\nНажмите А для выхода,Missioon ebaõnnestus\n\nVäljumiseks vajuta A
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missioon edukas\n\nKäike jäänud: {}\n\nVajuta A väljumiseks
Модификация файла не удалась,Faili muutmine ebaõnnestus
На выбранном устройстве нет достаточного свободного места для установки,Valitud seadmes pole paigaldamiseks piisavalt vaba ruumi
На месте нет достаточно свободного места,Pole piisavalt vaba ruumi
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,"Vajutage (+), et kirjutada konfiguratsioon üle uuendatuga\n\nMis tahes muud nuppu vahele jätmiseks"
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Vajuta (+) kustutamiseks, mis tahes muud nuppu vahele jätmiseks...\n (-) Kustuta kõik, enam ei küsi"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Jätkamiseks vajuta A, väljumiseks mõnda muud nuppu"
"Нажмите B, чтобы вернуться","Vajuta B, et naasta"
Нажмите любую кнопку,Vajuta suvalist nuppu
Найден SDK: {},SDK leitud: {}
Найден {} зарегистрированный контент-файл,Leitud {} registreeritud sisufail
Найден {} контент-файл,Leitud {} sisufail
Найден {} пользователь,Leitud {} kasutaja
Найден {} потерянный контент-файл,Leitud {} orbandunud sisufail
Найден {} файл,Leitud {} fail
Найден {} файл с ошибками,Leitud {} fail vigadega
Найден и удалён {} неиспользуемый тикет,Leitud ja kustutatud {} kasutamata pilet
Найдена {} запись об игре,Leitud {} mängukirje
Найдена {} запись об ошибках,Leitud {} veakirje
Найдена {} установленная игра,Leitud {} paigaldatud mäng
Найдено {} записей об играх,Leitud {} mängukirjet
Найдено {} записей об ошибках,Leitud {} veaaruannet
Найдено {} записи об играх,Leitud {} mängukirjet
({}/{}) Устанавливается {},({}/{}) Paigaldatakse {}
Найдено {} записи об ошибках,Leitud {} veaaruannet
Найдено {} зарегистрированных контент-файла,Leitud {} registreeritud sisufaili
Найдено {} зарегистрированных контент-файлов,Leitud {} registreeritud sisufaili
Найдено {} контент-файла,Leitud {} sisufaili
Найдено {} контент-файлов,{} sisufaili leitud
Найдено {} обновление,{} uuendus leitud
Найдено {} обновлений,Leitud {} uuendust
Найдено {} обновления,Leitud {} uuendust
Найдено {} пользователей,Leitud {} kasutajat
Найдено {} пользователя,Leitud {} kasutajat
Найдено {} потерянных контент-файла,Leitud {} kadunud sisufaili
Найдено {} потерянных контент-файлов,Leitud {} orvuks jäänud sisufaili
Найдено {} сохранение,Leitud {} salvestus
Найдено {} сохранение...,Leitud {} salvestus...
Найдено {} сохранений,Leitud {} salvestust
Найдено {} сохранений...,Leitud {} salvestust...
Найдено {} сохранения,Leitud {} salvestust
Найдено {} сохранения...,Leitud {} salvestust...
Найдено {} установленные игры,Leitud {} paigaldatud mängu
Найдено {} установленных игр,Leitud {} paigaldatud mängu
Найдено {} файла,{} fail leitud
Найдено {} файла с ошибками,Leitud {} faili vigadega
Найдено {} файлов,{} faili leitud
Найдено {} файлов с ошибками,Leitud {} faili vigadega
Найдено и удалено {} неиспользуемых тикета,Leitud ja eemaldatud {} kasutamata piletit
Найдено и удалено {} неиспользуемых тикетов,Leitud ja eemaldatud {} kasutamata piletit
Найдено существующее сохранение. Восстанавливаю бекап в него...,Leitud olemasolev salvestus. Taastamine varukoopiat...
Настройки,Seaded
Настройки DBI,DBI seaded
Настройки FB2,FB2 seaded
Начало игры           : -,Mängu algus        : -
Начало игры           : {},Mängu algus        : {}
Начало создания Control.nca,Control.nca loomise alustamine
Начало создания Program.nca,Program.nca loomise alustamine
Начать установку,Alusta paigaldust
Не доступно,Pole saadaval
Не известно,Teadmata
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.","USB ketast ei leitud, mis mahutaks saadud tõmmise. Veenduge, et see on vormindatud ExFAT-ina."
Не найдены требуемые тикеты,Nõutud pileteid ei leitud
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Jõudeaeg \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSP loomine ebaõnnestus
Не удалось получить список,Nimekirja hankimine ebaõnnestus
Не удалось установить аватар\n{},Avatari seadmine ebaõnnestus\n{}
Не установлен,Paigaldamata
Невозможно найти путь,Teed ei leitud
Невозможно открыть папку журналов ошибок,Vealogikausta ei saa avada
Невозможно переименовать '{}' в '{}':,Ei saa ümber nimetada '{}' nimeks '{}':
Невозможно получить список LFS,LFS-i nimekirja hankimine ebaõnnestus
Невозможно получить список пользователей,Kasutajate loendi hankimine ebaõnnestus
Невозможно получить статус связи с Nintendo Account,Nintendo Account'i ühenduse oleku hankimine ebaõnnestus
...готово,...valmis
Невозможно получить число записей об ошибках,Veakirjete arvu hankimine ebaõnnestus
Невозможно прочитать общие тикеты,Ühiseid pileteid ei saa lugeda
Невозможно прочитать персонализированные тикеты,Personaliseeritud pileteid ei saa lugeda
Невозможно разобрать content meta,Content meta parsimise viga
Невозможно разобрать content meta. Неожиданная ошибка,Content meta parsimise viga. Ootamatu viga
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Content meta parsimise viga. AEGUNUD PÜSIVARA. Nõutav HOS-i uuendus
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,NCA parsimise viga. AEGUNUD PÜSIVARA. Nõutav HOS-i uuendus
Невозможно разобрать индекс кеша,Vahemälu indeksit ei saa parsida
Невозможно распаковать '{}':,Ei saa lahti pakkida '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Faili ei saa kopeerida\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Salvestust ei saa ühendada
Невозможно смонтировать устройство сохраниения,Salvestusseadet ei saa ühendada
Невозможно создать каталог,Kataloogi loomine ebaõnnestus
Невозможно создать каталог '{}':,Kataloogi '{}' loomine ebaõnnestus:
Невозможно создать файл,Faili loomine ebaõnnestus
Невозможно создать файл '{}':,Faili '{}' loomine ebaõnnestus:
Недопустимый идентификатор,Kehtetu identifikaator
Неизвестная игра [{:016x}],Tundmatu mäng [{:016x}]
: {:>4} сохранение,: {:>4} salvestus
Неизвестно,Teadmata
Неизвестный тайтл,Tundmatu pealkiri
Немецкий,Saksa
Неправильное хранилище,Vale salvestusruum
Неправильный родительский объект,Vigane ülemobjekt
Нет,Ei
Нет VFS. Прекращение работы,VFS puudub. Lõpetan
Нет exefs VFS. Прекращение работы,Puudub exefs VFS. Lõpetan
: {:>4} сохранений,: {:>4} salvestust
Нет logo VFS. Прекращение работы,Logo VFS puudub. Lõpetan
Нет romfs VFS. Прекращение работы,Romfs VFS puudub. Lõpetan
Нет лого,Logo puudub
Нечего устанавливать,Pole midagi paigaldada
Новое имя для '{}',Uus nimi '{}'
Новый каталог,Uus kataloog
Новый размер сохранения в МБ,Uus salvestuse suurus MB-des
Новый рейтинг (-1 для удаления),Uus hinnang (-1 eemaldamiseks)
: {:>4} сохранения,: {:>4} salvestust
Номер страницы,Lehekülje number
Ночь,Öö
Нужен связанный аккаунт,Nõutav seotud konto
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,VIGA LISAANDMETE HANKIMISEL
Обнаружены недопустимые символы,Tuvastati kehtetud märgid
Обновить DBI,Uuenda DBI
Обновить DBI из этого файла,Uuenda DBI sellest failist
Обновить TitleDB,Uuenda TitleDB
Обновление TitleDB,TitleDB uuendamine
Обновление базы данных...,Andmebaasi uuendamine...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Versiooni uuendamine versioonile {} {}\n\nJätkamiseks vajutage (+)\nTühistamiseks vajutage mis tahes muud nuppu
Обновление времени...,Aja uuendamine...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Uuendamine lõpetatud\n\nVajutage suvalist nuppu\nDBI taaskäivitamiseks
Обновление фейковой записи {} ➡ [v{}],Võltskirje uuendamine {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Uuendamine. Palun oodake...
Обновляется запись об игре...,Mängu kirje uuendamine...
Обрабатывается запись {:016X},Töödeldakse kirjet {:016X}
Обратный альбом (180°),Pööratud album (180°)
Обратный портрет (270°),Pööratud portree (270°)
Общее время активной игры     : {} часов,Aktiivse mänguaja kogusumma      : {} tundi
Общее время дампа {:d}:{:02d}:{:02d},Tõmmise koguaeg {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Kogu mänguaeg                    : {} tundi
Общее время игры      : -,Kogu mänguaeg      : -
Общее время игры      : {:d} часов {:02d} минут,Kogu mänguaeg      : {:d} tundi {:02d} minutit
Общее время установки: {:d}:{:02d}:{:02d},Paigaldamise koguaeg: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Koguaeg: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Kokku kasutatud ruumi: N:{} + S:{} = {}
Общее число запусков  : -,Käivituste koguarv : -
Общие,Üldine
Общий размер установки: {},Paigalduse kogumaht: {}
Объединение списков,Loendite ühendamine
Объект {} не допустим,Objekt {} ei ole lubatud
Объект {} не может быть создан,Objekti {} ei saa luua
Объект не открыт для редактирования,Objekt pole redigeerimiseks avatud
Объект удалён,Objekt kustutatud
Объект уже открыт для редактирования,Objekt on juba redigeerimiseks avatud
Огибка получения адреса сокета: {} {},Viga sokli aadressi hankimisel: {} {}
Ожидаемый размер: {},Eeldatav suurus: {}
Ожидается большой (>4GB) файл,Oodatakse suurt (>4GB) faili
Ожидается запуск dbibackend на стороне ПК...,Ootan dbibackend käivitamist arvuti poolel...
Ожидание: {} секунд,Ootamine: {} sekundit
Ожидание: {} секунда,Ootan: {} sekund
Ожидание: {} секунды,Ootamine: {} sekundit
Ориентация,Orientatsioon
Ориентация...,Orientatsioon...
Основной SDK не найден. Пробуем мультипрограмный вариант,Põhi-SDK ei leitud. Proovin mitme programmi varianti
Оставить сохранения,Säilita salvestused
Осталось ходов:    {:>3},Käike jäänud:    {:>3}
Остаток файла пропускается,Faili ülejäänud osa jäetakse vahele
Отключение связи с мобильным приложением...,Mobiilirakendusega ühenduse katkestamine...
Открываем папку прошивки...,Avame püsivara kausta...
Открыть,Ava
Открыть вторую панель,Ava teine paneel
Открыть как 7Z,Ava 7Z-na
Открыть как RAR,Ava RAR-ina
Открыть как ZIP,Ava ZIP-ina
Открыть как hex,Ava hex-vormingus
Открыть как текст,Ava tekstina
Открыть контент по MTP,Ava sisu MTP kaudu
Открыть папку LFS,Ava LFS-kaust
Content meta не найден. Установка прервана,Sisu meta ei leitud. Installimine katkestatud
Отослано {}/{} байт,Saadetud {}/{} baiti
Отсутствуют ES сигпатчи!,ES sigpatch'id puuduvad!
Очистка /atmosphere/contents,Puhastamine /atmosphere/contents
Очистка кеша rightsId...,RightsId vahemälu tühjendamine...
Очистка папки...,Kausta puhastamine...
Очистка плейсхолдеров...,Kohatäidete kustutamine...
Очистка системы от мусора,Süsteemi prahist puhastamine
Очистка сохранений,Salvestuste kustutamine
Очистка...,Puhastamine...
Ошибка FTP сервера,FTP serveri viga
DBI Просмотр альбома,DBI Albumi vaade
Ошибка во время копирования файла,Viga faili kopeerimisel
Ошибка во время обновления тайтла,Viga pealkirja värskendamisel
Ошибка выделения сокета: {},Sokli eraldamise viga: {}
Ошибка завершения соединения: {},Ühenduse lõpetamise viga: {}
Ошибка загрузки картинки,Pildi laadimise viga
Ошибка загрузки файла из альбома: {},Viga faili laadimisel albumist: {}
Ошибка закрытия сокета: {},Sokli sulgemise viga: {}
Ошибка записи файла: {},Faili kirjutamise viga: {}
Ошибка изменения размера файла,Viga faili suuruse muutmisel
Ошибка инициализации {}: {},Initsialiseerimisviga {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD ja pulgad - kerimine, L - lehekülg üles, R - lehekülg alla"
Ошибка опроса сокета: {},Sokli küsitluse viga: {}
Ошибка открытия каталога: {},Kataloogi avamise viga: {}
Ошибка открытия сокета: {},Sokli avamise viga: {}
Ошибка открытия файла,Viga faili avamisel
Ошибка открытия файла '{}': {},Viga faili avamisel '{}': {}
Ошибка открытия файла: {},Viga faili avamisel: {}
Ошибка отсылки: {},Saatmise viga: {}
Ошибка переименования: {},Ümbernimetamise viga: {}
Ошибка подключения: {},Ühenduse viga: {}
Ошибка подмены SDK: {},SDK asendamise viga: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD ja pulgad - kerimine, L - lehekülg üles, R - lehekülg alla, R3 - Tekst/Hex"
Ошибка получения адреса узла: {},Viga sõlme aadressi hankimisel: {}
Ошибка получения внеочередных данных: {},Viga erakorraliste andmete hankimisel: {}
Ошибка получения имени сокета: {} {},Viga sokli nime hankimisel: {} {}
Ошибка получения информаци о файле: {},Viga faili teabe hankimisel: {}
Ошибка получения размера файла: {},Viga faili suuruse hankimisel: {}
Ошибка получения флагов сокета: {},Viga sokli lipukute hankimisel: {}
Ошибка получения хранилища {},Viga salvestusruumi hankimisel {}
Ошибка получения: {},Tõrge hankimisel: {}
Ошибка получения: {} {},Tõrge hankimisel: {} {}
Ошибка посылки файла: {},Faili saatmise viga: {}
Ошибка привязки сокета к порту {}: {},Viga sokli sidumise pordi {}: {}
Ошибка привязки: {},Sidumise viga: {}
Ошибка принятия соединения: {} {},Ühenduse vastuvõtmise viga: {} {}
Ошибка приёма соединения: {},Ühenduse vastuvõtu viga: {}
Ошибка проверси метки сокета: {},Sokli sildi kontrollimise viga: {}
Ошибка прослушивания: {},Kuulamise viga: {}
Ошибка прослушки сокета: {},Socketi kuulamise viga: {}
Ошибка сжатия,Tihendamise viga
Ошибка создания каталога: {},Kataloogi loomise viga: {}
Ошибка создания сокета: {},Sokli loomise viga: {}
Ошибка создания сохранения,Salvestuse loomise viga
Ошибка удаления каталога: {},Kataloogi kustutamise viga: {}
Ошибка удаления файла: {},Faili kustutamise viga: {}
Ошибка установки флагов сокета: {},Viga sokli lipukute seadmisel: {}
Ошибка чтения записи об игре: {},Mängu kirje lugemise viga: {}
Ошибка чтения каталога: {},Kataloogi lugemise viga: {}
Ошибка чтения файла: {},Faili lugemise viga: {}
Ошибок не найдено,Vigu ei leitud
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Vigane DLC number (Peab olema vahemikus 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Vale DLC number (Peab olema vahemikus 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Vigane pilet {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS kausta ei leitud
Папка обновления очищена,Värskenduste kaust tühjendatud
Параметры FTP,FTP seaded
Параметры MTP,MTP seaded
Параметры установки,Paigaldusvalikud
Передача окончена,Ülekanne lõpetatud
Переименование объекта,Objekti ümbernimetamine
Переименовать,Nimeta ümber
Перейти к первой странице,Mine esimesele lehele
Перейти к последней странице,Mine viimasele lehele
Перейти к странице...,Mine lehele...
Переместить,Liiguta
Переместить в NAND,Teisalda NAND-i
Переместить на SD карту,Teisalda SD-kaardile
"Перемещение {} ({}, {}) в {}","Liigutan {} ({}, {}) asukohta {}"
Перемещение {} записей,Liigutamine {} kirjeid
Перемещение {} записи,Liigutan {} kirjet
Перемещение {} игр,{} mängu teisaldamine
Перемещение {} игры,Liigutamine {} mäng
FTP сервер (нажмите B для остановки),FTP server (peatamiseks vajuta B)
Перемещение контента,Sisu teisaldamine
Перенос строк,Reavahetus
Переоткрытие ФС сохранения: {},Salvestuse FS taasavamine: {}
Пишется новая запись о контенте...,Kirjutatakse uut sisu kirjet...
Пишется новый cnmt.nca...,Kirjutatakse uut cnmt.nca...
Подготовка...,Ettevalmistamine...
Подключаемся к {}...,Ühendamine {}...
Подключено к {}:{},Ühendatud {}:{}
Подмена SDK,SDK asendamine
Подменить SDK,Asenda SDK
Подсчитывается размер установки...,Installimise suuruse arvutamine...
Подсчитывается размер установки...{}%,Arvutatakse paigalduse suurust...{}%
Подсчитываются объекты в альбоме в NAND,Loendatakse objekte albumis NAND-is
Подсчитываются объекты в альбоме на SD карте,Loendatakse objekte albumis SD-kaardil
Подсчёт метаданных...,Metaandmete loendamine...
Подсчёт основного хэша,Peamise räsi arvutamine
Подсчёт хэша секции,Sektsiooni räsi arvutamine
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Palun ühendage oma konsool arvutiga USB Type-C kaabli abil või vajutage B
"Пожалуйста, подождите...",Palun oodake...
Поиск записей об ошибках,Veakirjete otsimine
Поиск неиспользуемых тикетов,Kasutamata piletite otsimine
Поиск подготовленного системного обновления,Ettevalmistatud süsteemiuuenduse otsimine
Поиск потерянных тайтлов,Kadunud pealkirjade otsimine
Поиск потерянных файлов в NAND,Kadunud failide otsimine NAND-is
Поиск потерянных файлов на SD,Kadunud failide otsimine SD-lt
Поиск сохранений удалённых пользователей...,Kustutatud kasutajate salvestuste otsimine...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Saadi nimekiri {} kirjega
Получен список из {} записи,Saadi nimekiri {} kirjega
Получение версий установленных игр,Paigaldatud mängude versioonide hankimine
Получение информации из hac_versionlist...,Teabe hankimine hac_versionlist'ist...
Получение информации из системы...,Süsteemi teabe hankimine...
Получение информации об играх...,Mänguinfo hankimine...
Получение списка тикетов...,Piletite nimekirja hankimine...
Получение файла: {} МБ ({:.2f} МБ/сек),Faili vastuvõtmine: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Faili vastuvõtmine: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sek)
Полученное время: {},Saadud aeg: {}
Полученный размер: {},Saadud suurus: {}
"Получено: {}, ({:.2f} МБ/сек)","Vastu võetud: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Kasutajat {} ei leitud. Salvestuse loomine võimatu
Пользователь не найден,Kasutajat ei leitud
Попытаться разобрать,Proovi parsida
Попытка исправить,Parandamise katse
Портрет (90°),Portree (90°)
Португальский,Portugali
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Algus, L+➡-Lõpp, ZL-Suurtäht, ZR-Sisesta, Y-Tühik, X-Tagasi, R3-Keel"
После удаления игры не будут запускаться,Pärast kustutamist ei käivitu mängud
Посылается файл: {},Faili saatmine: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Faili saatmine: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Käsupuhvri suurus ületatud
LFS мод.: -,LFS režiim : -
Предоставить по FTP,Paku FTP kaudu
Прекращение прослушивания на {}:{},Kuulamise peatamine aadressil {}:{}
Прервано пользователем,Kasutaja katkestas
Привязка к {}:{},Sidumine {}:{}
Принято соединение от {}:{},Ühendus vastu võetud aadressilt {}:{}
Проверить целостность,Kontrolli terviklikkust
Проверка magic...,Kontrollin magic...
"Проверка {} ({}, {}), {}","Kontrollimine {} ({}, {}), {}"
Проверка картриджа...,Mängukaardi kontrollimine...
Проверка на наличие  {}...,Kontrollin {} olemasolu...
Проверка обновлений,Uuenduste kontrollimine
Проверка обновлений игр,Mängude uuenduste kontrollimine
Проверка сохранений,Salvestuste kontrollimine
Проверка целостности ({}),Terviklikkuse kontroll ({})
Проверяется: {},Kontrollimine: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS mod    : Olemas, Suurus: arvutamine seadetes keelatud"
Проверяются бекапы...,Varukoopiaid kontrollitakse...
Проверяются сохранения,Salvestuste kontrollimine
Программа {}. Control не найдена,Rakendus {}. Control ei leitud
Программа {}. Exefs не найдена,Programm {}. Exefs ei leitud
Программа {}. Romfs не найдена,Rakendus {}. Romfs ei leitud
Произошла неизвестная ошибка,Tekkis tundmatu viga
Произошла ошибка:,Ilmnes viga:
Произошла ошибка: {},Ilmnes viga: {}
LFS папка игры,LFS mängu kaust
Пропускается: {}          \r,Vahele jäetud: {}          \r
Прослушивание на {}:{},Kuulatakse aadressil {}:{}
Просмотр альбома по HTTP,Vaata albumit HTTP kaudu
MTP Респондер (нажмите B для остановки),MTP Responder (peatamiseks vajuta B)
Просмотреть игры,Vaata mänge
Просто запуск,Lihtsalt käivita
Разбор,Parsimine
Раздел secure не найден,Secure sektsioon ei leitud
"Размер  : {}, {} файл","Suurus  : {}, {} fail"
"Размер  : {}, {} файла","Suurus  : {}, {} fail"
"Размер  : {}, {} файлов","Suurus  : {}, {} faili"
Размер посылаемого файла   : {},Saadetava faili suurus: {}
Размер сохранений     : {},Salvestuste suurus : {}
Размер: {},Suurus: {}
Разрешено,Lubatud
Распаковать в подкаталог,Paki alamkataloogi
Распаковать сюда,Paki siia lahti
Распаковка файла,Faili lahtipakkimine
Растущие цветы:     {},Kasvavad lilled:     {}
Nintendo Account задан и связан,Nintendo konto määratud ja seotud
Регистрация контента {}...,Sisu registreerimine {}...
Регистрация файла {}...,Faili {} registreerimine...
Регистры котроллера MAX17050,MAX17050 kontrolleri registrid
Редактирование возрастного рейтинга...,Vanusereitingu muutmine...
Редактирование запретов,Keeldude muutmine
Рендеринг FB2,FB2 renderdamine
"Nintendo Account задан, но не связан","Nintendo Account määratud, kuid pole seotud"
Сброс требуемой версии,Lähtesta nõutav versioon
Сбросить требуемую версию,Lähtesta nõutav versioon
Сведения,Teave
Сведения...,Teave...
Свободное место в хранилище: {},Vaba salvestusruum: {}
Свободное место: {},Vaba ruum: {}
Сгенерировать и установить,Genereeri ja paigalda
Nintendo Account не задан,Nintendo Account pole määratud
Сдампить на SD карту,Tõmmise SD-kaardile
Сдампить на внешний USB,Dump välisele USB-le
Сдампить текущую прошивку,Dumpi praegune püsivara
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dambitud: {}/{} ({}%) ({:.2f} MB/sek)
Сделать бекап,Loo varukoopia
"Сделать бекап, если новее","Tee varukoopia, kui uuem"
Северная Америка,Põhja-Ameerika
Сентябрь,September
Сепия,Seepia
Сервер запущен,Server käivitatud
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Server pakub DBI värskendust\n\nVajutage (+) kinnitamiseks\nMis tahes muud nuppu tühistamiseks
Сессии,Seansid
Сессия закрыта,Seanss suletud
Сессия открыта,Seanss avatud
Синхронизация времени по NTP,NTP aja sünkroniseerimine
Системные приложения,Süsteemirakendused
Системный по умолчанию,Süsteemi vaikeväärtus
Сканирование директорий...,Kataloogide skaneerimine...
Сканирование игр...,Mängude skaneerimine...
Скачано {}/{},Alla laaditud {}/{}
Скачивание файла не удалось,Faili allalaadimine ebaõnnestus
Скорость передачи: {:.2f} МБ/сек,Ülekandekiirus: {:.2f} MB/sek
Собираются сведения...,Kogutakse teavet...
Соединение сброшено,Ühendus lähtestatud
Создание DLC анлокера,DLC avaja loomine
Создание NSP,NSP loomine
Создание sdmc:/versions.txt,Luuakse sdmc:/versions.txt
Создание дампа ({}),Tõmmise loomine ({})
Создание дампа: {},Tõmmise loomine: {}
Создание единого репака,Ühtse repaki loomine
Создание записи об игре...,Mängukirje loomine...
Создание новой записи об игре...,Uue mängukirje loomine...
Создание плейсхолдера: {}...,Kohatäite loomine: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Repaki loomine Id: {:016X}, Versioon: {}, Tüüp: {}"
