original,translation
Игра анонсирует SDK {},Game kondigt SDK {} aan
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Game vereist een nieuwere SDK ({}) dan de huidige firmware ({})
Игра использует titleId от дополнения,Game gebruikt titleId van DLC
Игра использует titleId от обновления,Game gebruikt titleId van update
Извлечь в LFS,Uitpakken naar LFS
Изменение размера сохранения на {} [{}]...,Grootte van opslag wijzigen naar {} [{}]...
Изменить версию DLC (десятичную),DLC-versie wijzigen (decimaal)
Изменить номер DLC (десятичный),DLC-nummer wijzigen (decimaal)
Изменить номер DLC (шестнадцатеричный),DLC-nummer wijzigen (hexadecimaal)
Изменён размер SaveFS,SaveFS-grootte gewijzigd
Импорт исправленного тикета...,Gecorrigeerd ticket importeren...
Импорт тикета...,Ticket importeren...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Mapnaam\n'{}'\nbevat ongeldige tekens.\nDeze kan niet worden aangemaakt.\n\nDruk op A - afbreken, B - overslaan, X - hernoemen"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Bestandsnaam\n'{}'\nbevat ongeldige tekens.\nHet kan niet worden aangemaakt.\n\nDruk op A - afbreken, B - overslaan, X - hernoemen"
Инсталлируется romfs.bin,romfs.bin wordt geïnstalleerd
Информация о зарядке батареи,Informatie over batterij opladen
Информация о контенте,Contentinformatie
Информация о контенте ({}),Inhoudsinformatie ({})
Информация о прошивке,Firmware-informatie
Информация о системе,Systeeminformatie
Информация о сохранении,Opslaggegevens
Информация о сохранении...,Opslaggegevens...
Информация о тикете,Ticket-informatie
Информация о тикете...,Ticket-informatie...
Информация об NSP,NSP-informatie
Информация об атмосфере,Atmosphere-informatie
Информация об игровой активности,Informatie over spelactiviteit
Информация об источние питания,Informatie over stroombron
Информация об оборудовании,Hardware-informatie
Информация...,Informatie...
Испанский,Spaans
Использовано дополнительной памяти: {}. Создано буферов: {},Extra geheugen gebruikt: {}. Buffers aangemaakt: {}
Использовать папку для...,Map gebruiken voor...
Используется USB{},USB{} wordt gebruikt
Итальянский,Italiaans
Ищется control для ProgramId {},Zoeken naar control voor ProgramId {}
Ищется exefs/romfs для ProgramId {},Zoeken naar exefs/romfs voor ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Zoeken naar exefs/romfs/logo voor ProgramId {}
Ищется {},Zoeken naar {}
Июль,Juli
Июнь,Juni
Канадский французский,Canadees Frans
"Когда ваше устройство подключится, нажмите любую кнопку",Druk op een willekeurige knop wanneer uw apparaat verbinding maakt
Код партии батареи    : {} ({}),Batterij lotcode       : {} ({})
Кодировка,Codering
Конец игры            : -,Einde van het spel         : -
Конец игры            : {},Einde van spel             : {}
Контент уже на месте,Inhoud is al aanwezig
Копирование IVFC слой {} в nca: {},IVFC-laag {} kopiëren naar nca: {}
Копирование PFS0 в nca,PFS0 naar nca kopiëren
Копирование PFS0 хэш таблицы в nca,PFS0-hashtabel kopiëren naar nca
Копирование SDK {} в файл: {}...,SDK {} kopiëren naar bestand: {}...
Копировать,Kopiëren
Корейский,Koreaans
Корень не найден,Root niet gevonden
Корень сохранения не существует,Opslagroot bestaat niet
Корея,Korea
Латиноамериканский испанский,Latijns-Amerikaans Spaans
Май,Mei
Март,Maart
Масштаб: По ширине,Schaal: Aanpassen aan breedte
Масштаб: По экрану,Schaal: Aanpassen aan scherm
Масштаб: Точка в точку,Schaal: Pixel Perfect
Масштаб: Увеличение x2,Schaal: 2x vergroting
Место в  NAND         : {},Ruimte in NAND       : {}
Место на SD карте     : {},SD-kaartruimte             : {}
Место на приставке не занято,Geen ruimte bezet op de console
Мета контент отсутствует,Meta-inhoud ontbreekt
Миссия провалена\n\nНажмите А для выхода,Missie mislukt\n\nDruk op A om af te sluiten
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missie geslaagd\n\nZetten over: {}\n\nDruk op A om af te sluiten
Модификация файла не удалась,Bestandswijziging mislukt
На выбранном устройстве нет достаточного свободного места для установки,Er is niet genoeg vrije ruimte op het geselecteerde apparaat voor installatie
На месте нет достаточно свободного места,Onvoldoende vrije ruimte beschikbaar
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Druk op (+) om de configuratie te overschrijven met de bijgewerkte\n\nEen andere knop om over te slaan
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Druk op (+) om te verwijderen, een andere knop om over te slaan...\n (-) Alles verwijderen zonder opnieuw te vragen"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Druk op A om door te gaan, een andere knop om af te sluiten"
"Нажмите B, чтобы вернуться",Druk op B om terug te keren
Нажмите любую кнопку,Druk op een willekeurige knop
Найден SDK: {},SDK gevonden: {}
Найден {} зарегистрированный контент-файл,{} geregistreerd inhoudsbestand gevonden
Найден {} контент-файл,{} inhoudsbestand gevonden
Найден {} пользователь,{} gebruiker gevonden
Найден {} потерянный контент-файл,{} verweesde inhoudsbestand gevonden
Найден {} файл,{} bestand gevonden
Найден {} файл с ошибками,{} bestand met fouten gevonden
Найден и удалён {} неиспользуемый тикет,Gevonden en verwijderd {} ongebruikt ticket
Найдена {} запись об игре,{} game-item gevonden
Найдена {} запись об ошибках,{} foutrecord gevonden
Найдена {} установленная игра,{} geïnstalleerd spel gevonden
Найдено {} записей об играх,{} game-records gevonden
Найдено {} записей об ошибках,{} foutmeldingen gevonden
Найдено {} записи об играх,{} game-items gevonden
({}/{}) Устанавливается {},({}/{}) Installeren {}
Найдено {} записи об ошибках,{} foutmeldingen gevonden
Найдено {} зарегистрированных контент-файла,{} geregistreerde inhoudsbestanden gevonden
Найдено {} зарегистрированных контент-файлов,{} geregistreerde inhoudsbestanden gevonden
Найдено {} контент-файла,{} inhoudsbestanden gevonden
Найдено {} контент-файлов,{} inhoudsbestanden gevonden
Найдено {} обновление,{} update gevonden
Найдено {} обновлений,{} updates gevonden
Найдено {} обновления,{} updates gevonden
Найдено {} пользователей,{} gebruikers gevonden
Найдено {} пользователя,{} gebruiker gevonden
Найдено {} потерянных контент-файла,{} verloren inhoudsbestanden gevonden
Найдено {} потерянных контент-файлов,{} verweesde inhoudsbestanden gevonden
Найдено {} сохранение,{} opgeslagen bestand gevonden
Найдено {} сохранение...,{} opgeslagen bestand gevonden...
Найдено {} сохранений,{} saves gevonden
Найдено {} сохранений...,{} opslagbestanden gevonden...
Найдено {} сохранения,{} opgeslagen bestanden gevonden
Найдено {} сохранения...,{} opslagbestanden gevonden...
Найдено {} установленные игры,{} geïnstalleerde games gevonden
Найдено {} установленных игр,{} geïnstalleerde games gevonden
Найдено {} файла,{} bestand gevonden
Найдено {} файла с ошибками,{} bestanden met fouten gevonden
Найдено {} файлов,{} bestanden gevonden
Найдено {} файлов с ошибками,{} bestanden met fouten gevonden
Найдено и удалено {} неиспользуемых тикета,{} ongebruikte tickets gevonden en verwijderd
Найдено и удалено {} неиспользуемых тикетов,{} ongebruikte tickets gevonden en verwijderd
Найдено существующее сохранение. Восстанавливаю бекап в него...,Bestaande opslag gevonden. Backup wordt hersteld...
Настройки,Instellingen
Настройки DBI,DBI-instellingen
Настройки FB2,FB2-instellingen
Начало игры           : -,Start van het spel         : -
Начало игры           : {},Start van het spel         : {}
Начало создания Control.nca,Starten met aanmaken van Control.nca
Начало создания Program.nca,Start van Program.nca aanmaak
Начать установку,Installatie starten
Не доступно,Niet beschikbaar
Не известно,Onbekend
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Geen USB-schijf gevonden die de resulterende dump kan bevatten. Zorg ervoor dat deze is geformatteerd als ExFAT.
Не найдены требуемые тикеты,Vereiste tickets niet gevonden
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Inactieve tijd \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Kan NSP niet aanmaken
Не удалось получить список,Kan lijst niet ophalen
Не удалось установить аватар\n{},Kan avatar niet instellen\n{}
Не установлен,Niet geïnstalleerd
Невозможно найти путь,Kan pad niet vinden
Невозможно открыть папку журналов ошибок,Kan foutlogmap niet openen
Невозможно переименовать '{}' в '{}':,Kan '{}' niet hernoemen naar '{}':
Невозможно получить список LFS,Kan LFS-lijst niet ophalen
Невозможно получить список пользователей,Kan gebruikerslijst niet ophalen
Невозможно получить статус связи с Nintendo Account,Kan de koppelstatus van Nintendo Account niet ophalen
...готово,...klaar
Невозможно получить число записей об ошибках,Kan aantal foutrecords niet ophalen
Невозможно прочитать общие тикеты,Kan gemeenschappelijke tickets niet lezen
Невозможно прочитать персонализированные тикеты,Kan gepersonaliseerde tickets niet lezen
Невозможно разобрать content meta,Kan content meta niet parseren
Невозможно разобрать content meta. Неожиданная ошибка,Kan content meta niet parseren. Onverwachte fout
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Kan content meta niet parseren. VEROUDERDE FIRMWARE. HOS-update vereist
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Kan nca niet parseren. VEROUDERDE FIRMWARE. HOS-update vereist
Невозможно разобрать индекс кеша,Kan cache-index niet parseren
Невозможно распаковать '{}':,Kan '{}' niet uitpakken:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Kan bestand niet kopiëren\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Kan opslag niet koppelen
Невозможно смонтировать устройство сохраниения,Kan opslagapparaat niet koppelen
Невозможно создать каталог,Kan map niet aanmaken
Невозможно создать каталог '{}':,Kan map '{}' niet aanmaken:
Невозможно создать файл,Kan bestand niet aanmaken
Невозможно создать файл '{}':,Kan bestand '{}' niet aanmaken:
Недопустимый идентификатор,Ongeldige identificatie
Неизвестная игра [{:016x}],Onbekend spel [{:016x}]
: {:>4} сохранение,: {:>4} opslag
Неизвестно,Onbekend
Неизвестный тайтл,Onbekende titel
Немецкий,Duits
Неправильное хранилище,Ongeldige opslag
Неправильный родительский объект,Ongeldig bovenliggend object
Нет,Nee
Нет VFS. Прекращение работы,Geen VFS. Beëindigen
Нет exefs VFS. Прекращение работы,Geen exefs VFS. Beëindigen
: {:>4} сохранений,: {:>4} opgeslagen bestanden
Нет logo VFS. Прекращение работы,Geen logo VFS. Beëindigen
Нет romfs VFS. Прекращение работы,Geen romfs VFS. Beëindigen
Нет лого,Geen logo
Нечего устанавливать,Niets te installeren
Новое имя для '{}',Nieuwe naam voor '{}'
Новый каталог,Nieuwe map
Новый размер сохранения в МБ,Nieuwe opslaggrootte in MB
Новый рейтинг (-1 для удаления),Nieuwe beoordeling (-1 om te verwijderen)
: {:>4} сохранения,: {:>4} saves
Номер страницы,Paginanummer
Ночь,Nacht
Нужен связанный аккаунт,Gekoppeld account vereist
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,FOUT BIJ HET OPHALEN VAN EXTRA GEGEVENS
Обнаружены недопустимые символы,Ongeldige tekens gedetecteerd
Обновить DBI,DBI bijwerken
Обновить DBI из этого файла,DBI bijwerken vanuit dit bestand
Обновить TitleDB,TitleDB bijwerken
Обновление TitleDB,TitleDB bijwerken
Обновление базы данных...,Database bijwerken...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Versie bijwerken naar {} {}\n\nDruk op (+) om door te gaan\nEen andere knop om te annuleren
Обновление времени...,Tijd bijwerken...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update voltooid\n\nDruk op een willekeurige knop\nom DBI opnieuw te starten
Обновление фейковой записи {} ➡ [v{}],Nep-record bijwerken {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Bijwerken. Even geduld...
Обновляется запись об игре...,Game-record wordt bijgewerkt...
Обрабатывается запись {:016X},Record {:016X} wordt verwerkt
Обратный альбом (180°),Omgekeerd album (180°)
Обратный портрет (270°),Omgekeerd portret (270°)
Общее время активной игры     : {} часов,Totale actieve speeltijd         : {} uur
Общее время дампа {:d}:{:02d}:{:02d},Totale dumptijd {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Totale speeltijd                 : {} uur
Общее время игры      : -,Totale speeltijd           : -
Общее время игры      : {:d} часов {:02d} минут,Totale speeltijd           : {:d} uur {:02d} minuten
Общее время установки: {:d}:{:02d}:{:02d},Totale installatietijd: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Totale tijd: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Totale gebruikte ruimte: N:{} + S:{} = {}
Общее число запусков  : -,Totaal aantal starts : -
Общие,Algemeen
Общий размер установки: {},Totale installatiegrootte: {}
Объединение списков,Lijsten samenvoegen
Объект {} не допустим,Object {} is niet toegestaan
Объект {} не может быть создан,Object {} kan niet worden aangemaakt
Объект не открыт для редактирования,Object is niet geopend voor bewerking
Объект удалён,Object verwijderd
Объект уже открыт для редактирования,Object is al geopend voor bewerking
Огибка получения адреса сокета: {} {},Fout bij het ophalen van socketadres: {} {}
Ожидаемый размер: {},Verwachte grootte: {}
Ожидается большой (>4GB) файл,Groot (>4GB) bestand verwacht
Ожидается запуск dbibackend на стороне ПК...,Wachten op start van dbibackend aan PC-zijde...
Ожидание: {} секунд,Wachten: {} seconden
Ожидание: {} секунда,Wachten: {} seconde
Ожидание: {} секунды,Wachten: {} seconden
Ориентация,Oriëntatie
Ориентация...,Oriëntatie...
Основной SDK не найден. Пробуем мультипрограмный вариант,Hoofd-SDK niet gevonden. Probeer multi-programma variant
Оставить сохранения,Opslaggegevens behouden
Осталось ходов:    {:>3},Zetten over:    {:>3}
Остаток файла пропускается,Rest van bestand wordt overgeslagen
Отключение связи с мобильным приложением...,Verbinding met mobiele app verbreken...
Открываем папку прошивки...,Firmware-map openen...
Открыть,Openen
Открыть вторую панель,Tweede paneel openen
Открыть как 7Z,Openen als 7Z
Открыть как RAR,Openen als RAR
Открыть как ZIP,Openen als ZIP
Открыть как hex,Openen als hex
Открыть как текст,Openen als tekst
Открыть контент по MTP,Inhoud openen via MTP
Открыть папку LFS,LFS-map openen
Content meta не найден. Установка прервана,Content-meta niet gevonden. Installatie afgebroken
Отослано {}/{} байт,{}/{} bytes verzonden
Отсутствуют ES сигпатчи!,ES sigpatches ontbreken!
Очистка /atmosphere/contents,Opschonen van /atmosphere/contents
Очистка кеша rightsId...,RightsId-cache wissen...
Очистка папки...,Map opschonen...
Очистка плейсхолдеров...,Plaatshouders wissen...
Очистка системы от мусора,Systeem opschonen van rommel
Очистка сохранений,Opslaggegevens wissen
Очистка...,Opschonen...
Ошибка FTP сервера,FTP-serverfout
DBI Просмотр альбома,DBI Albumweergave
Ошибка во время копирования файла,Fout bij het kopiëren van bestand
Ошибка во время обновления тайтла,Fout tijdens het bijwerken van de titel
Ошибка выделения сокета: {},Socketallocatiefout: {}
Ошибка завершения соединения: {},Fout bij beëindigen verbinding: {}
Ошибка загрузки картинки,Fout bij laden van afbeelding
Ошибка загрузки файла из альбома: {},Fout bij het laden van bestand uit album: {}
Ошибка закрытия сокета: {},Fout bij sluiten van socket: {}
Ошибка записи файла: {},Fout bij schrijven van bestand: {}
Ошибка изменения размера файла,Fout bij het wijzigen van bestandsgrootte
Ошибка инициализации {}: {},Initialisatiefout {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD en sticks - scrollen, L - pagina omhoog, R - pagina omlaag"
Ошибка опроса сокета: {},Socket-pollingfout: {}
Ошибка открытия каталога: {},Fout bij openen van map: {}
Ошибка открытия сокета: {},Fout bij openen socket: {}
Ошибка открытия файла,Fout bij openen van bestand
Ошибка открытия файла '{}': {},Fout bij openen van bestand '{}': {}
Ошибка открытия файла: {},Fout bij openen van bestand: {}
Ошибка отсылки: {},Verzendfout: {}
Ошибка переименования: {},Hernoemen fout: {}
Ошибка подключения: {},Verbindingsfout: {}
Ошибка подмены SDK: {},SDK-vervangingsfout: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD en sticks - scrollen, L - pagina omhoog, R - pagina omlaag, R3 - Tekst/Hex"
Ошибка получения адреса узла: {},Fout bij het ophalen van het knooppuntadres: {}
Ошибка получения внеочередных данных: {},Fout bij ophalen van out-of-band gegevens: {}
Ошибка получения имени сокета: {} {},Fout bij ophalen socketnaam: {} {}
Ошибка получения информаци о файле: {},Fout bij het ophalen van bestandsinformatie: {}
Ошибка получения размера файла: {},Fout bij ophalen bestandsgrootte: {}
Ошибка получения флагов сокета: {},Fout bij het ophalen van socket-vlaggen: {}
Ошибка получения хранилища {},Fout bij ophalen van opslag {}
Ошибка получения: {},Ophaalfout: {}
Ошибка получения: {} {},Ophaalfout: {} {}
Ошибка посылки файла: {},Fout bij verzenden bestand: {}
Ошибка привязки сокета к порту {}: {},Fout bij het binden van socket aan poort {}: {}
Ошибка привязки: {},Bindingsfout: {}
Ошибка принятия соединения: {} {},Fout bij accepteren van verbinding: {} {}
Ошибка приёма соединения: {},Fout bij ontvangen verbinding: {}
Ошибка проверси метки сокета: {},Fout bij verificatie van socketlabel: {}
Ошибка прослушивания: {},Luisterfout: {}
Ошибка прослушки сокета: {},Socket luisterfout: {}
Ошибка сжатия,Compressiefout
Ошибка создания каталога: {},Fout bij het aanmaken van map: {}
Ошибка создания сокета: {},Fout bij aanmaken socket: {}
Ошибка создания сохранения,Fout bij het aanmaken van opgeslagen data
Ошибка удаления каталога: {},Fout bij verwijderen van map: {}
Ошибка удаления файла: {},Fout bij verwijderen van bestand: {}
Ошибка установки флагов сокета: {},Fout bij instellen socketvlaggen: {}
Ошибка чтения записи об игре: {},Fout bij het lezen van gamerecord: {}
Ошибка чтения каталога: {},Fout bij lezen van map: {}
Ошибка чтения файла: {},Fout bij het lezen van bestand: {}
Ошибок не найдено,Geen fouten gevonden
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Ongeldig DLC-nummer (Moet in het bereik 0x001-0x7FF liggen)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Ongeldig DLC-nummer (Moet in het bereik 1-2047 liggen)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ongeldig ticket {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS-map niet gevonden
Папка обновления очищена,Update-map gewist
Параметры FTP,FTP-instellingen
Параметры MTP,MTP-instellingen
Параметры установки,Installatieopties
Передача окончена,Overdracht voltooid
Переименование объекта,Object hernoemen
Переименовать,Hernoemen
Перейти к первой странице,Ga naar eerste pagina
Перейти к последней странице,Ga naar laatste pagina
Перейти к странице...,Ga naar pagina...
Переместить,Verplaatsen
Переместить в NAND,Verplaats naar NAND
Переместить на SD карту,Verplaatsen naar SD-kaart
"Перемещение {} ({}, {}) в {}","Verplaatsen van {} ({}, {}) naar {}"
Перемещение {} записей,{} items verplaatsen
Перемещение {} записи,{} item verplaatsen
Перемещение {} игр,{} games verplaatsen
Перемещение {} игры,Verplaatsen van {} spel
FTP сервер (нажмите B для остановки),FTP-server (druk op B om te stoppen)
Перемещение контента,Inhoud verplaatsen
Перенос строк,Regeleinde
Переоткрытие ФС сохранения: {},Heropenen opslag-FS: {}
Пишется новая запись о контенте...,Nieuw contentrecord wordt geschreven...
Пишется новый cnmt.nca...,Nieuwe cnmt.nca wordt geschreven...
Подготовка...,Voorbereiden...
Подключаемся к {}...,Verbinden met {}...
Подключено к {}:{},Verbonden met {}:{}
Подмена SDK,SDK-vervanging
Подменить SDK,SDK vervangen
Подсчитывается размер установки...,Installatiegrootte wordt berekend...
Подсчитывается размер установки...{}%,Installatiegrootte berekenen...{}%
Подсчитываются объекты в альбоме в NAND,Objecten in album in NAND worden geteld
Подсчитываются объекты в альбоме на SD карте,Objecten in album op SD-kaart worden geteld
Подсчёт метаданных...,Metadata tellen...
Подсчёт основного хэша,Berekenen van hoofd-hash
Подсчёт хэша секции,Sectie-hash berekenen
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Sluit uw console aan op de pc met een USB Type-C-kabel of druk op B
"Пожалуйста, подождите...",Even geduld...
Поиск записей об ошибках,Zoeken naar foutlogboeken
Поиск неиспользуемых тикетов,Zoeken naar ongebruikte tickets
Поиск подготовленного системного обновления,Zoeken naar voorbereid systeemupdate
Поиск потерянных тайтлов,Zoeken naar verloren titels
Поиск потерянных файлов в NAND,Zoeken naar verloren bestanden in NAND
Поиск потерянных файлов на SD,Zoeken naar verloren bestanden op SD
Поиск сохранений удалённых пользователей...,Zoeken naar opslaggegevens van verwijderde gebruikers...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Lijst met {} items ontvangen
Получен список из {} записи,Lijst met {} items ontvangen
Получение версий установленных игр,Geïnstalleerde gameversies ophalen
Получение информации из hac_versionlist...,Informatie ophalen uit hac_versionlist...
Получение информации из системы...,Systeeminformatie ophalen...
Получение информации об играх...,Spelgegevens ophalen...
Получение списка тикетов...,Ticketlijst ophalen...
Получение файла: {} МБ ({:.2f} МБ/сек),Bestand ontvangen: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Bestand ontvangen: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sec)
Полученное время: {},Ontvangen tijd: {}
Полученный размер: {},Ontvangen grootte: {}
"Получено: {}, ({:.2f} МБ/сек)","Ontvangen: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Gebruiker {} niet gevonden. Opslaan maken onmogelijk
Пользователь не найден,Gebruiker niet gevonden
Попытаться разобрать,Proberen te parseren
Попытка исправить,Poging tot reparatie
Портрет (90°),Staand (90°)
Португальский,Portugees
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Begin, L+➡-Einde, ZL-Hoofdletter, ZR-Enter, Y-Spatie, X-Backspace, R3-Taal"
После удаления игры не будут запускаться,Games worden niet gestart na verwijdering
Посылается файл: {},Bestand verzenden: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Bestand verzenden: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Commandobuffergrootte overschreden
LFS мод.: -,LFS-modus : -
Предоставить по FTP,Verstrekken via FTP
Прекращение прослушивания на {}:{},Stoppen met luisteren op {}:{}
Прервано пользователем,Afgebroken door gebruiker
Привязка к {}:{},Binden aan {}:{}
Принято соединение от {}:{},Verbinding geaccepteerd van {}:{}
Проверить целостность,Integriteit controleren
Проверка magic...,Magic controleren...
"Проверка {} ({}, {}), {}","Verificatie {} ({}, {}), {}"
Проверка картриджа...,Cartridge controleren...
Проверка на наличие  {}...,Controleren op {}...
Проверка обновлений,Controleren op updates
Проверка обновлений игр,Controleren op game-updates
Проверка сохранений,Opslaggegevens controleren
Проверка целостности ({}),Integriteitscontrole ({})
Проверяется: {},Controleren: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS-mod   : Aanwezig, Grootte: berekening uitgeschakeld in instellingen"
Проверяются бекапы...,Back-ups controleren...
Проверяются сохранения,Saves controleren
Программа {}. Control не найдена,Applicatie {}. Control niet gevonden
Программа {}. Exefs не найдена,Programma {}. Exefs niet gevonden
Программа {}. Romfs не найдена,Applicatie {}. Romfs niet gevonden
Произошла неизвестная ошибка,Er is een onbekende fout opgetreden
Произошла ошибка:,Er is een fout opgetreden:
Произошла ошибка: {},Er is een fout opgetreden: {}
LFS папка игры,LFS spelmap
Пропускается: {}          \r,Overslaan: {}          \r
Прослушивание на {}:{},Luisteren op {}:{}
Просмотр альбома по HTTP,Album bekijken via HTTP
MTP Респондер (нажмите B для остановки),MTP-responder (druk op B om te stoppen)
Просмотреть игры,Bekijk games
Просто запуск,Gewoon starten
Разбор,Parseren
Раздел secure не найден,Secure-sectie niet gevonden
"Размер  : {}, {} файл","Grootte  : {}, {} bestand"
"Размер  : {}, {} файла","Grootte  : {}, {} bestand"
"Размер  : {}, {} файлов","Grootte  : {}, {} bestanden"
Размер посылаемого файла   : {},Grootte van verzonden bestand: {}
Размер сохранений     : {},Grootte van opslaggegevens : {}
Размер: {},Grootte: {}
Разрешено,Toegestaan
Распаковать в подкаталог,Uitpakken naar submap
Распаковать сюда,Hier uitpakken
Распаковка файла,Bestand uitpakken
Растущие цветы:     {},Groeiende bloemen:     {}
Nintendo Account задан и связан,Nintendo-account ingesteld en gekoppeld
Регистрация контента {}...,Inhoud registreren {}...
Регистрация файла {}...,Bestand {} registreren...
Регистры котроллера MAX17050,MAX17050-controllerregisters
Редактирование возрастного рейтинга...,Leeftijdsclassificatie bewerken...
Редактирование запретов,Beperkingen bewerken
Рендеринг FB2,FB2-rendering
"Nintendo Account задан, но не связан","Nintendo Account ingesteld, maar niet gekoppeld"
Сброс требуемой версии,Vereiste versie resetten
Сбросить требуемую версию,Vereiste versie resetten
Сведения,Informatie
Сведения...,Informatie...
Свободное место в хранилище: {},Vrije opslagruimte: {}
Свободное место: {},Vrije ruimte: {}
Сгенерировать и установить,Genereren en installeren
Nintendo Account не задан,Nintendo Account niet ingesteld
Сдампить на SD карту,Dumpen naar SD-kaart
Сдампить на внешний USB,Dumpen naar externe USB
Сдампить текущую прошивку,Huidige firmware dumpen
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Gedumpt: {}/{} ({}%) ({:.2f} MB/sec)
Сделать бекап,Back-up maken
"Сделать бекап, если новее",Back-up maken indien nieuwer
Северная Америка,Noord-Amerika
Сентябрь,September
Сепия,Sepia
Сервер запущен,Server gestart
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,De server biedt aan om een DBI-update uit te voeren\n\nDruk op (+) om te bevestigen\nEen andere knop om te annuleren
Сессии,Sessies
Сессия закрыта,Sessie gesloten
Сессия открыта,Sessie geopend
Синхронизация времени по NTP,NTP-tijdsynchronisatie
Системные приложения,Systeemapplicaties
Системный по умолчанию,Systeemstandaard
Сканирование директорий...,Mappen scannen...
Сканирование игр...,Games scannen...
Скачано {}/{},Gedownload {}/{}
Скачивание файла не удалось,Bestand downloaden mislukt
Скорость передачи: {:.2f} МБ/сек,Overdrachtssnelheid: {:.2f} MB/sec
Собираются сведения...,Informatie verzamelen...
Соединение сброшено,Verbinding gereset
Создание DLC анлокера,DLC-unlocker aanmaken
Создание NSP,NSP aanmaken
Создание sdmc:/versions.txt,Aanmaken van sdmc:/versions.txt
Создание дампа ({}),Dump maken ({})
Создание дампа: {},Dump maken: {}
Создание единого репака,Maken van een uniforme repack
Создание записи об игре...,Spelrecord aanmaken...
Создание новой записи об игре...,Nieuwe game-invoer aanmaken...
Создание плейсхолдера: {}...,Tijdelijke aanduiding maken: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Repack aanmaken Id: {:016X}, Versie: {}, Type: {}"
Создание строк... {}%,Strings aanmaken... {}%
Создание таблицы имён,Naamtabel aanmaken
Создание тела файла,Bestandsinhoud aanmaken
Создание точки доступа...,Toegangspunt aanmaken...
Создание хэш таблицы,Hash-tabel aanmaken
Создание ярлыка,Snelkoppeling maken
