original,translation
Закрытие соединения,Savienojuma aizvēršana
Закрытие соединения к {}:{},Savienojuma aizvēršana ar {}:{}
Запаковать LFS в romfs.bin,Iepakot LFS failā romfs.bin
Запаковать в romfs.bin,Iepakot romfs.bin
Запаковка папки в RomFS,Mapes iesaiņošana RomFS
Записанное время конца  : {},Ierakstītais beigu laiks  : {}
Записанное время начала : {},Ierakstītais sākuma laiks : {}
Запись в файл...,Raksta failā...
Запись за пределами файла,Rakstīšana ārpus faila
Заполнение нулями,Aizpildīšana ar nullēm
Заполнить свободное место на SD нулями,Aizpildīt brīvo vietu SD ar nullēm
Запрет захвата видео,Aizliegt video tveršanu
Запрет скриншотов,Ekrānuzņēmumu aizliegums
Запрещено,Aizliegts
Запускавшиеся игры,Palaistās spēles
Запустить FTP сервер...,Palaist FTP serveri...
Запустить HTTP сервер...,Palaižam HTTP serveri...
Запустить МТР соединение,Sākt MTP savienojumu
Запустить случайную игру,Palaist nejaušu spēli
Заряд батареи                  : {},Akumulatora uzlāde             : {}
Здесь пусто,Šeit nav nekā
Игра анонсирует SDK {},Spēle paziņo SDK {}
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Spēle pieprasa jaunāku SDK ({}) nekā pašreizējā programmaparatūra ({})
Игра использует titleId от дополнения,Spēle izmanto titleId no DLC
Игра использует titleId от обновления,Spēle izmanto titleId no atjauninājuma
Извлечь в LFS,Izvilkt uz LFS
Изменение размера сохранения на {} [{}]...,Saglabāšanas izmēra maiņa uz {} [{}]...
Изменить версию DLC (десятичную),Mainīt DLC versiju (decimālo)
Изменить номер DLC (десятичный),Mainīt DLC numuru (decimāls)
Изменить номер DLC (шестнадцатеричный),Mainīt DLC numuru (heksadecimāls)
Изменён размер SaveFS,SaveFS izmērs mainīts
Импорт исправленного тикета...,Importē laboto biļeti...
Импорт тикета...,Importē biļeti...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Direktorijas nosaukums\n'{}'\nsatur nederīgas rakstzīmes.\nTo nevar izveidot.\n\nNospiediet A - pārtraukt, B - izlaist, X - pārdēvēt"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Faila nosaukumā\n'{}'\nir nederīgas rakstzīmes.\nTo nevar izveidot.\n\nNospiediet A - pārtraukt, B - izlaist, X - pārdēvēt"
Инсталлируется romfs.bin,Instalē romfs.bin
Информация о зарядке батареи,Informācija par akumulatora uzlādi
Информация о контенте,Satura informācija
Информация о контенте ({}),Satura informācija ({})
Информация о прошивке,Programmaparatūras informācija
Информация о системе,Sistēmas informācija
Информация о сохранении,Saglabāšanas informācija
Информация о сохранении...,Saglabāšanas informācija...
Информация о тикете,Biļetes informācija
Информация о тикете...,Biļetes informācija...
Информация об NSP,NSP informācija
Информация об атмосфере,Atmosphere informācija
Информация об игровой активности,Spēļu aktivitātes informācija
Информация об источние питания,Informācija par barošanas avotu
Информация об оборудовании,Aparatūras informācija
Информация...,Informācija...
Испанский,Spāņu
Использовано дополнительной памяти: {}. Создано буферов: {},Izmantota papildu atmiņa: {}. Izveidoti buferi: {}
Использовать папку для...,Izmantot mapi...
Используется USB{},Tiek izmantots USB{}
Итальянский,Itāļu
Ищется control для ProgramId {},Meklē control priekš ProgramId {}
Ищется exefs/romfs для ProgramId {},Meklē exefs/romfs priekš ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Meklē exefs/romfs/logo priekš ProgramId {}
Ищется {},Meklē {}
Июль,Jūlijs
Июнь,Jūnijs
Канадский французский,Kanādas franču
"Когда ваше устройство подключится, нажмите любую кнопку","Nospiediet jebkuru pogu, kad ierīce izveidotu savienojumu"
Код партии батареи    : {} ({}),Baterijas partijas kods : {} ({})
Кодировка,Kodējums
Конец игры            : -,Spēles beigas            : -
Конец игры            : {},Spēles beigas            : {}
Контент уже на месте,Saturs jau ir vietā
Копирование IVFC слой {} в nca: {},Kopē IVFC slāni {} uz nca: {}
Копирование PFS0 в nca,PFS0 kopēšana uz nca
Копирование PFS0 хэш таблицы в nca,Kopē PFS0 jaucējfunkcijas tabulu uz nca
Копирование SDK {} в файл: {}...,Kopē SDK {} uz failu: {}...
Копировать,Kopēt
Корейский,Korejiešu
Корень не найден,Sakne nav atrasta
Корень сохранения не существует,Saglabāšanas sakne neeksistē
Корея,Koreja
Латиноамериканский испанский,Latīņamerikas spāņu
Май,Maijs
Март,Marts
Масштаб: По ширине,Mērogs: Pielāgot platumam
Масштаб: По экрану,Mērogs: Pielāgot ekrānam
Масштаб: Точка в точку,Mērogs: Pikselis pikselī
Масштаб: Увеличение x2,Mērogs: 2x palielinājums
Место в  NAND         : {},Vieta NAND           : {}
Место на SD карте     : {},Vieta uz SD kartes       : {}
Место на приставке не занято,Konsolē nav aizņemtas vietas
Мета контент отсутствует,Meta saturs nav pieejams
Миссия провалена\n\nНажмите А для выхода,"Misija neizdevās\n\nNospiediet A, lai izietu"
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,"Misija veiksmīga\n\nAtlikuši gājieni: {}\n\nNospiediet A, lai izietu"
Модификация файла не удалась,Faila modificēšana neizdevās
На выбранном устройстве нет достаточного свободного места для установки,Izvēlētajā ierīcē nav pietiekami daudz brīvas vietas instalēšanai
На месте нет достаточно свободного места,Nav pietiekami daudz brīvas vietas
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,"Nospiediet (+), lai pārrakstītu konfigurāciju ar atjaunināto\n\nJebkuru citu pogu, lai izlaistu"
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Nospiediet (+), lai dzēstu, jebkuru citu pogu, lai izlaistu...\n (-) Dzēst visu, vairs nejautāt"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Nospiediet A, lai turpinātu, citu pogu, lai izietu"
"Нажмите B, чтобы вернуться","Nospiediet B, lai atgrieztos"
Нажмите любую кнопку,Nospiediet jebkuru pogu
Найден SDK: {},Atrasts SDK: {}
Найден {} зарегистрированный контент-файл,Atrasts {} reģistrēts satura fails
Найден {} контент-файл,Atrasts {} satura fails
Найден {} пользователь,Atrasts {} lietotājs
Найден {} потерянный контент-файл,Atrasts {} bāreņa satura fails
Найден {} файл,Atrasts {} fails
Найден {} файл с ошибками,Atrasts {} fails ar kļūdām
Найден и удалён {} неиспользуемый тикет,Atrasta un dzēsta {} neizmantota biļete
Найдена {} запись об игре,Atrasts {} spēles ieraksts
Найдена {} запись об ошибках,Atrasts {} kļūdas ieraksts
Найдена {} установленная игра,Atrasta {} instalēta spēle
Найдено {} записей об играх,Atrasti {} spēļu ieraksti
Найдено {} записей об ошибках,Atrasti {} kļūdu ziņojumi
Найдено {} записи об играх,Atrasti {} spēļu ieraksti
({}/{}) Устанавливается {},({}/{}) Instalē {}
Найдено {} записи об ошибках,Atrasti {} kļūdu ziņojumi
Найдено {} зарегистрированных контент-файла,Atrasti {} reģistrēti satura faili
Найдено {} зарегистрированных контент-файлов,Atrasti {} reģistrēti satura faili
Найдено {} контент-файла,Atrasti {} satura faili
Найдено {} контент-файлов,Atrasti {} satura faili
Найдено {} обновление,{} atjauninājums atrasts
Найдено {} обновлений,Atrasti {} atjauninājumi
Найдено {} обновления,Atrasti {} atjauninājumi
Найдено {} пользователей,Atrasti {} lietotāji
Найдено {} пользователя,Atrasts {} lietotājs
Найдено {} потерянных контент-файла,Atrasti {} pazaudēti satura faili
Найдено {} потерянных контент-файлов,Atrasti {} bāreņu satura faili
Найдено {} сохранение,Atrasts {} saglabājums
Найдено {} сохранение...,Atrasts {} saglabājums...
Найдено {} сохранений,Atrasti {} saglabājumi
Найдено {} сохранений...,Atrasti {} saglabājumi...
Найдено {} сохранения,Atrasti {} saglabājumi
Найдено {} сохранения...,Atrasti {} saglabājumi...
Найдено {} установленные игры,Atrasti {} instalēti spēles
Найдено {} установленных игр,Atrasti {} instalēti spēles
Найдено {} файла,{} fails atrasts
Найдено {} файла с ошибками,Atrasti {} faili ar kļūdām
Найдено {} файлов,Atrasti {} faili
Найдено {} файлов с ошибками,Atrasti {} faili ar kļūdām
Найдено и удалено {} неиспользуемых тикета,Atrasti un noņemti {} neizmantoti biļetes
Найдено и удалено {} неиспользуемых тикетов,Atrasti un noņemti {} neizmantoti biļetes
Найдено существующее сохранение. Восстанавливаю бекап в него...,Atrasts esošs saglabājums. Atjauno rezerves kopiju...
Настройки,Iestatījumi
Настройки DBI,DBI iestatījumi
Настройки FB2,FB2 iestatījumi
Начало игры           : -,Spēles sākums            : -
Начало игры           : {},Spēles sākums            : {}
Начало создания Control.nca,Sākas Control.nca izveide
Начало создания Program.nca,Sākas Program.nca izveide
Начать установку,Sākt instalēšanu
Не доступно,Nav pieejams
Не известно,Nezināms
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.","Nav atrasts USB disks, kas varētu ietilpināt iegūto izrakstu. Pārliecinieties, ka tas ir formatēts ExFAT formātā."
Не найдены требуемые тикеты,Nepieciešamās biļetes nav atrastas
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Dīkstāves laiks \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Neizdevās izveidot NSP
Не удалось получить список,Neizdevās iegūt sarakstu
Не удалось установить аватар\n{},Neizdevās iestatīt avatāru\n{}
Не установлен,Nav instalēts
Невозможно найти путь,Nevar atrast ceļu
Невозможно открыть папку журналов ошибок,Nevar atvērt kļūdu žurnāla mapi
Невозможно переименовать '{}' в '{}':,Nevar pārdēvēt '{}' par '{}':
Невозможно получить список LFS,Nevar iegūt LFS sarakstu
Невозможно получить список пользователей,Nevar iegūt lietotāju sarakstu
Невозможно получить статус связи с Nintendo Account,Nevar iegūt Nintendo Account saites statusu
...готово,...gatavs
Невозможно получить число записей об ошибках,Nevar iegūt kļūdu ierakstu skaitu
Невозможно прочитать общие тикеты,Nevar nolasīt kopīgās biļetes
Невозможно прочитать персонализированные тикеты,Nevar nolasīt personalizētos biļetes
Невозможно разобрать content meta,Nevar parsēt content meta
Невозможно разобрать content meta. Неожиданная ошибка,Nevar parsēt content meta. Negaidīta kļūda
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Nevar parsēt content meta. NOVECOJUSI PROGRAMMAPARATŪRA. Nepieciešams HOS atjauninājums
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Nevar parsēt nca. NOVECOJUSI PROGRAMMAPARATŪRA. Nepieciešams HOS atjauninājums
Невозможно разобрать индекс кеша,Nevar parsēt kešatmiņas indeksu
Невозможно распаковать '{}':,Nevar atarhivēt '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Nevar kopēt failu\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Nevar pievienot saglabāšanu
Невозможно смонтировать устройство сохраниения,Nevar montēt saglabāšanas ierīci
Невозможно создать каталог,Nevar izveidot direktoriju
Невозможно создать каталог '{}':,Nevar izveidot direktoriju '{}':
Невозможно создать файл,Nevar izveidot failu
Невозможно создать файл '{}':,Nevar izveidot failu '{}':
Недопустимый идентификатор,Nederīgs identifikators
Неизвестная игра [{:016x}],Nezināma spēle [{:016x}]
: {:>4} сохранение,: {:>4} saglabāšana
Неизвестно,Nezināms
Неизвестный тайтл,Nezināms nosaukums
Немецкий,Vācu
Неправильное хранилище,Nederīga krātuve
Неправильный родительский объект,Nederīgs vecākobjekts
Нет,Nē
Нет VFS. Прекращение работы,Nav VFS. Pārtraukšana
Нет exefs VFS. Прекращение работы,Nav exefs VFS. Pārtraukšana
: {:>4} сохранений,: {:>4} saglabāšanas
Нет logo VFS. Прекращение работы,Nav logo VFS. Pārtrauc
Нет romfs VFS. Прекращение работы,Nav romfs VFS. Pārtraukšana
Нет лого,Nav logotipa
Нечего устанавливать,Nav ko instalēt
Новое имя для '{}',Jauns nosaukums '{}'
Новый каталог,Jauns katalogs
Новый размер сохранения в МБ,Jauns saglabāšanas izmērs MB
Новый рейтинг (-1 для удаления),Jauns vērtējums (-1 dzēšanai)
: {:>4} сохранения,: {:>4} saglabājumi
Номер страницы,Lapas numurs
Ночь,Nakts
Нужен связанный аккаунт,Nepieciešams saistīts konts
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,KĻŪDA IEGŪSTOT PAPILDU DATUS
Обнаружены недопустимые символы,Konstatētas nederīgas rakstzīmes
Обновить DBI,Atjaunināt DBI
Обновить DBI из этого файла,Atjaunināt DBI no šī faila
Обновить TitleDB,Atjaunināt TitleDB
Обновление TitleDB,TitleDB atjaunināšana
Обновление базы данных...,Atjaunina datubāzi...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,"Atjaunināšana uz versiju {} {}\n\nNospiediet (+), lai turpinātu\nJebkuru citu pogu, lai atceltu"
Обновление времени...,Laika atjaunināšana...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Atjaunināšana pabeigta\n\nNospiediet jebkuru pogu\nlai restartētu DBI
Обновление фейковой записи {} ➡ [v{}],Atjaunina viltus ierakstu {} ➡ [v{}]
Обновление. Пожалуйста подождите...,"Atjaunināšana. Lūdzu, uzgaidiet..."
Обновляется запись об игре...,Atjaunina spēles ierakstu...
Обрабатывается запись {:016X},Apstrādā ierakstu {:016X}
Обратный альбом (180°),Apgriezts albums (180°)
Обратный портрет (270°),Apgriezts portrets (270°)
Общее время активной игры     : {} часов,Kopējais aktīvās spēles laiks : {} stundas
Общее время дампа {:d}:{:02d}:{:02d},Kopējais izmešanas laiks {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Kopējais spēles laiks         : {} stundas
Общее время игры      : -,Kopējais spēles laiks    : -
Общее время игры      : {:d} часов {:02d} минут,Kopējais spēles laiks    : {:d} stundas {:02d} minūtes
Общее время установки: {:d}:{:02d}:{:02d},Kopējais instalācijas laiks: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Kopējais laiks: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Kopējā aizņemtā vieta: N:{} + S:{} = {}
Общее число запусков  : -,Kopējais palaišanas reižu skaits : -
Общие,Vispārīgi
Общий размер установки: {},Kopējais instalācijas izmērs: {}
Объединение списков,Apvienot sarakstus
Объект {} не допустим,Objekts {} nav atļauts
Объект {} не может быть создан,Objektu {} nevar izveidot
Объект не открыт для редактирования,Objekts nav atvērts rediģēšanai
Объект удалён,Objekts izdzēsts
Объект уже открыт для редактирования,Objekts jau ir atvērts rediģēšanai
Огибка получения адреса сокета: {} {},"Kļūda, iegūstot ligzdas adresi: {} {}"
Ожидаемый размер: {},Paredzamais izmērs: {}
Ожидается большой (>4GB) файл,Tiek gaidīts liels (>4GB) fails
Ожидается запуск dbibackend на стороне ПК...,Gaida dbibackend palaišanu datora pusē...
Ожидание: {} секунд,Gaida: {} sekundes
Ожидание: {} секунда,Gaida: {} sekunde
Ожидание: {} секунды,Gaida: {} sekundes
Ориентация,Orientācija
Ориентация...,Orientācija...
Основной SDK не найден. Пробуем мультипрограмный вариант,Galvenais SDK nav atrasts. Mēģinām daudzprogrammu variantu
Оставить сохранения,Saglabāt saglabājumus
Осталось ходов:    {:>3},Atlikušie gājieni:    {:>3}
Остаток файла пропускается,Atlikušā faila daļa tiek izlaista
Отключение связи с мобильным приложением...,Atvienojas no mobilās lietotnes...
Открываем папку прошивки...,Atver programmaparatūras mapi...
Открыть,Atvērt
Открыть вторую панель,Atvērt otro paneli
Открыть как 7Z,Atvērt kā 7Z
Открыть как RAR,Atvērt kā RAR
Открыть как ZIP,Atvērt kā ZIP
Открыть как hex,Atvērt kā hex
Открыть как текст,Atvērt kā tekstu
Открыть контент по MTP,Atvērt saturu caur MTP
Открыть папку LFS,Atvērt LFS mapi
Content meta не найден. Установка прервана,Content meta nav atrasts. Instalēšana pārtraukta
Отослано {}/{} байт,Nosūtīti {}/{} baiti
Отсутствуют ES сигпатчи!,Trūkst ES sigpatches!
Очистка /atmosphere/contents,Tīra /atmosphere/contents
Очистка кеша rightsId...,Notīra rightsId kešatmiņu...
Очистка папки...,Mapes tīrīšana...
Очистка плейсхолдеров...,Notiek vietturžu tīrīšana...
Очистка системы от мусора,Sistēmas tīrīšana no atkritumiem
Очистка сохранений,Saglabāšanas datu dzēšana
Очистка...,Tīrīšana...
Ошибка FTP сервера,FTP servera kļūda
DBI Просмотр альбома,DBI Albuma skats
Ошибка во время копирования файла,Kļūda kopējot failu
Ошибка во время обновления тайтла,Kļūda nosaukuma atjaunināšanas laikā
Ошибка выделения сокета: {},Ligzdas piešķiršanas kļūda: {}
Ошибка завершения соединения: {},Savienojuma pārtraukšanas kļūda: {}
Ошибка загрузки картинки,Attēla ielādes kļūda
Ошибка загрузки файла из альбома: {},Kļūda ielādējot failu no albuma: {}
Ошибка закрытия сокета: {},Ligzdas aizvēršanas kļūda: {}
Ошибка записи файла: {},Faila rakstīšanas kļūda: {}
Ошибка изменения размера файла,"Kļūda, mainot faila izmēru"
Ошибка инициализации {}: {},Inicializācijas kļūda {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD un nūjiņas - ritināšana, L - lapa augšup, R - lapa lejup"
Ошибка опроса сокета: {},Ligzdas aptaujas kļūda: {}
Ошибка открытия каталога: {},Kļūda atverot direktoriju: {}
Ошибка открытия сокета: {},Ligzdas atvēršanas kļūda: {}
Ошибка открытия файла,Kļūda atverot failu
Ошибка открытия файла '{}': {},Kļūda atverot failu '{}': {}
Ошибка открытия файла: {},"Kļūda, atverot failu: {}"
Ошибка отсылки: {},Sūtīšanas kļūda: {}
Ошибка переименования: {},Pārdēvēšanas kļūda: {}
Ошибка подключения: {},Savienojuma kļūda: {}
Ошибка подмены SDK: {},SDK aizstāšanas kļūda: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD un nūjiņas - ritināšana, L - lapa augšup, R - lapa lejup, R3 - Teksts/Hex"
Ошибка получения адреса узла: {},"Kļūda, iegūstot mezgla adresi: {}"
Ошибка получения внеочередных данных: {},"Kļūda, iegūstot ārpuskārtas datus: {}"
Ошибка получения имени сокета: {} {},"Kļūda, iegūstot ligzdas nosaukumu: {} {}"
Ошибка получения информаци о файле: {},"Kļūda, iegūstot faila informāciju: {}"
Ошибка получения размера файла: {},"Kļūda, iegūstot faila izmēru: {}"
Ошибка получения флагов сокета: {},"Kļūda, iegūstot ligzdas karodziņus: {}"
Ошибка получения хранилища {},"Kļūda, iegūstot krātuvi {}"
Ошибка получения: {},Iegūšanas kļūda: {}
Ошибка получения: {} {},Iegūšanas kļūda: {} {}
Ошибка посылки файла: {},Faila sūtīšanas kļūda: {}
Ошибка привязки сокета к порту {}: {},Kļūda piesaistot ligzdu portam {}: {}
Ошибка привязки: {},Saistīšanas kļūda: {}
Ошибка принятия соединения: {} {},Savienojuma pieņemšanas kļūda: {} {}
Ошибка приёма соединения: {},Savienojuma saņemšanas kļūda: {}
Ошибка проверси метки сокета: {},Ligzdas etiķetes pārbaudes kļūda: {}
Ошибка прослушивания: {},Klausīšanās kļūda: {}
Ошибка прослушки сокета: {},Ligzdas klausīšanās kļūda: {}
Ошибка сжатия,Saspiešanas kļūda
Ошибка создания каталога: {},"Kļūda, veidojot direktoriju: {}"
Ошибка создания сокета: {},Ligzdas izveides kļūda: {}
Ошибка создания сохранения,Kļūda veidojot saglabāšanu
Ошибка удаления каталога: {},Direktorijas dzēšanas kļūda: {}
Ошибка удаления файла: {},Faila dzēšanas kļūda: {}
Ошибка установки флагов сокета: {},Kļūda iestatot ligzdas karodziņus: {}
Ошибка чтения записи об игре: {},"Kļūda, nolasot spēles ierakstu: {}"
Ошибка чтения каталога: {},Direktorijas lasīšanas kļūda: {}
Ошибка чтения файла: {},Faila lasīšanas kļūda: {}
Ошибок не найдено,Kļūdas nav atrastas
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Nederīgs DLC numurs (Jābūt diapazonā 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Nepareizs DLC numurs (Jābūt diapazonā 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Nederīga biļete {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS mape nav atrasta
Папка обновления очищена,Atjauninājumu mape iztīrīta
Параметры FTP,FTP iestatījumi
Параметры MTP,MTP iestatījumi
Параметры установки,Instalēšanas opcijas
Передача окончена,Pārsūtīšana pabeigta
Переименование объекта,Objekta pārdēvēšana
Переименовать,Pārdēvēt
Перейти к первой странице,Doties uz pirmo lappusi
Перейти к последней странице,Doties uz pēdējo lappusi
Перейти к странице...,Doties uz lapu...
Переместить,Pārvietot
Переместить в NAND,Pārvietot uz NAND
Переместить на SD карту,Pārvietot uz SD karti
"Перемещение {} ({}, {}) в {}","Pārvieto {} ({}, {}) uz {}"
Перемещение {} записей,Pārvieto {} ierakstus
Перемещение {} записи,Pārvieto {} ierakstu
Перемещение {} игр,{} spēļu pārvietošana
Перемещение {} игры,Pārvieto {} spēli
FTP сервер (нажмите B для остановки),"FTP serveris (nospiediet B, lai apturētu)"
Перемещение контента,Satura pārvietošana
Перенос строк,Rindiņas pārtraukums
Переоткрытие ФС сохранения: {},Saglabāšanas FS atkārtota atvēršana: {}
Пишется новая запись о контенте...,Raksta jaunu satura ierakstu...
Пишется новый cnmt.nca...,Raksta jaunu cnmt.nca...
Подготовка...,Sagatavošana...
Подключаемся к {}...,Savienojas ar {}...
Подключено к {}:{},Savienots ar {}:{}
Подмена SDK,SDK aizstāšana
Подменить SDK,Aizstāt SDK
Подсчитывается размер установки...,Aprēķina instalācijas izmēru...
Подсчитывается размер установки...{}%,Aprēķina instalācijas izmēru...{}%
Подсчитываются объекты в альбоме в NAND,Skaita objektus albumā NAND
Подсчитываются объекты в альбоме на SD карте,Skaita objektus albumā SD kartē
Подсчёт метаданных...,Metadatu skaitīšana...
Подсчёт основного хэша,Galvenā jaucējkoda aprēķināšana
Подсчёт хэша секции,Aprēķina sekcijas jaucējkodu
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B","Lūdzu, pievienojiet konsoli datoram ar USB Type-C kabeli vai nospiediet B"
"Пожалуйста, подождите...","Lūdzu, uzgaidiet..."
Поиск записей об ошибках,Meklē kļūdu ierakstus
Поиск неиспользуемых тикетов,Meklē neizmantotas biļetes
Поиск подготовленного системного обновления,Meklē sagatavotu sistēmas atjauninājumu
Поиск потерянных тайтлов,Meklē pazaudētos nosaukumus
Поиск потерянных файлов в NAND,Meklē pazaudētos failus NAND
Поиск потерянных файлов на SD,Meklē pazaudētos failus SD
Поиск сохранений удалённых пользователей...,Meklē dzēsto lietotāju saglabātos datus...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Saņemts saraksts ar {} ierakstiem
Получен список из {} записи,Saņemts saraksts ar {} ierakstiem
Получение версий установленных игр,Iegūst instalēto spēļu versijas
Получение информации из hac_versionlist...,Iegūst informāciju no hac_versionlist...
Получение информации из системы...,Iegūst sistēmas informāciju...
Получение информации об играх...,Iegūst spēļu informāciju...
Получение списка тикетов...,Iegūst biļešu sarakstu...
Получение файла: {} МБ ({:.2f} МБ/сек),Saņem failu: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Saņem failu: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sek)
Полученное время: {},Saņemtais laiks: {}
Полученный размер: {},Saņemtais izmērs: {}
"Получено: {}, ({:.2f} МБ/сек)","Saņemts: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Lietotājs {} nav atrasts. Saglabāšanas izveide nav iespējama
Пользователь не найден,Lietotājs nav atrasts
Попытаться разобрать,Mēģināt parsēt
Попытка исправить,Mēģina labot
Портрет (90°),Portrets (90°)
Португальский,Portugāļu
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Sākums, L+➡-Beigas, ZL-Reģistrs, ZR-Ievadīt, Y-Atstarpe, X-Dzēst, R3-Valoda"
После удаления игры не будут запускаться,Pēc dzēšanas spēles netiks palaistas
Посылается файл: {},Sūta failu: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Sūta failu: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Komandu bufera izmērs pārsniegts
LFS мод.: -,LFS režīms : -
Предоставить по FTP,Nodrošināt caur FTP
Прекращение прослушивания на {}:{},Aptur klausīšanos uz {}:{}
Прервано пользователем,Lietotājs pārtrauca
Привязка к {}:{},Piesaiste pie {}:{}
Принято соединение от {}:{},Pieņemts savienojums no {}:{}
Проверить целостность,Pārbaudīt integritāti
Проверка magic...,Pārbauda magic...
"Проверка {} ({}, {}), {}","Pārbaude {} ({}, {}), {}"
Проверка картриджа...,Pārbauda kasetni...
Проверка на наличие  {}...,Pārbauda {}...
Проверка обновлений,Pārbauda atjauninājumus
Проверка обновлений игр,Pārbauda spēļu atjauninājumus
Проверка сохранений,Pārbauda saglabātos datus
Проверка целостности ({}),Integritātes pārbaude ({})
Проверяется: {},Pārbauda: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS mod.   : Ir, Izmērs: aprēķins atspējots iestatījumos"
Проверяются бекапы...,Pārbauda dublējumus...
Проверяются сохранения,Pārbauda saglabājumus
Программа {}. Control не найдена,Programma {}. Control nav atrasts
Программа {}. Exefs не найдена,Programma {}. Exefs nav atrasts
Программа {}. Romfs не найдена,Lietojumprogramma {}. Romfs nav atrasts
Произошла неизвестная ошибка,Radās nezināma kļūda
Произошла ошибка:,Radās kļūda:
Произошла ошибка: {},Radās kļūda: {}
LFS папка игры,LFS spēles mape
Пропускается: {}          \r,Izlaiž: {}          \r
Прослушивание на {}:{},Klausās uz {}:{}
Просмотр альбома по HTTP,Skatīt albumu caur HTTP
MTP Респондер (нажмите B для остановки),"MTP Respondents (nospiediet B, lai apturētu)"
Просмотреть игры,Skatīt spēles
Просто запуск,Vienkārši palaist
Разбор,Parsēšana
Раздел secure не найден,Secure sadaļa nav atrasta
"Размер  : {}, {} файл","Izmērs  : {}, {} fails"
"Размер  : {}, {} файла","Izmērs  : {}, {} fails"
"Размер  : {}, {} файлов","Izmērs  : {}, {} faili"
Размер посылаемого файла   : {},Sūtāmā faila izmērs: {}
Размер сохранений     : {},Saglabāšanas datu izmērs : {}
Размер: {},Izmērs: {}
Разрешено,Atļauts
Распаковать в подкаталог,Izpakot apakšdirektorijā
Распаковать сюда,Izpakot šeit
Распаковка файла,Faila izpakošana
Растущие цветы:     {},Augošas puķes:     {}
Nintendo Account задан и связан,Nintendo konts iestatīts un saistīts
Регистрация контента {}...,Reģistrē saturu {}...
Регистрация файла {}...,Reģistrē failu {}...
Регистры котроллера MAX17050,MAX17050 kontroliera reģistri
Редактирование возрастного рейтинга...,Vecuma reitinga rediģēšana...
Редактирование запретов,Rediģēt ierobežojumus
Рендеринг FB2,FB2 renderēšana
