original,translation
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Zusätzliche Puffer aufgebraucht. Schreibgeschwindigkeit auf Datenträger zu niedrig
Закрытие соединения,Verbindung wird geschlossen
Закрытие соединения к {}:{},Verbindung zu {}:{} wird geschlossen
Запаковать LFS в romfs.bin,LFS in romfs.bin packen
Запаковать в romfs.bin,In romfs.bin packen
Запаковка папки в RomFS,Ordner in RomFS packen
Записанное время конца  : {},Aufgezeichnete Endzeit  : {}
Записанное время начала : {},Aufgezeichnete Startzeit : {}
Запись в файл...,Schreibe in Datei...
Запись за пределами файла,Schreiben außerhalb der Datei
Заполнение нулями,Mit Nullen auffüllen
Заполнить свободное место на SD нулями,Freien Speicherplatz auf SD mit Nullen füllen
Запрет захвата видео,Videoaufnahme verbieten
Запрет скриншотов,Screenshot-Verbot
Запрещено,Verboten
Запускавшиеся игры,Gestartete Spiele
Запустить FTP сервер...,FTP-Server starten...
Запустить HTTP сервер...,HTTP-Server starten...
Запустить МТР соединение,MTP-Verbindung starten
Запустить случайную игру,Zufälliges Spiel starten
Заряд батареи                  : {},Batterieladung                : {}
Здесь пусто,Hier ist nichts
Игра анонсирует SDK {},Spiel kündigt SDK {} an
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Das Spiel erfordert ein neueres SDK ({}) als die aktuelle Firmware ({})
Игра использует titleId от дополнения,Das Spiel verwendet die titleId vom DLC
Игра использует titleId от обновления,Das Spiel verwendet die titleId vom Update
Извлечь в LFS,In LFS extrahieren
Изменение размера сохранения на {} [{}]...,Größe des Speicherstands auf {} [{}] ändern...
Изменить версию DLC (десятичную),DLC-Version ändern (dezimal)
Изменить номер DLC (десятичный),DLC-Nummer ändern (dezimal)
Изменить номер DLC (шестнадцатеричный),DLC-Nummer ändern (hexadezimal)
Изменён размер SaveFS,SaveFS-Größe geändert
Импорт исправленного тикета...,Importiere korrigiertes Ticket...
Импорт тикета...,Ticket wird importiert...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Der Verzeichnisname\n'{}'\nenthält ungültige Zeichen.\nEr kann nicht erstellt werden.\n\nDrücken Sie A - Abbrechen, B - Überspringen, X - Umbenennen"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Dateiname\n'{}'\nenthält ungültige Zeichen.\nDie Datei kann nicht erstellt werden.\n\nDrücke A - Abbrechen, B - Überspringen, X - Umbenennen"
Инсталлируется romfs.bin,romfs.bin wird installiert
Информация о зарядке батареи,Informationen zur Batterieladung
Информация о контенте,Content-Informationen
Информация о контенте ({}),Inhaltsinformationen ({})
Информация о прошивке,Firmware-Informationen
Информация о системе,Systeminformationen
Информация о сохранении,Speicherinformationen
Информация о сохранении...,Speicherinformationen...
Информация о тикете,Ticket-Informationen
Информация о тикете...,Ticket-Informationen...
Информация об NSP,NSP-Informationen
Информация об атмосфере,Atmosphäre-Informationen
Информация об игровой активности,Informationen zur Spielaktivität
Информация об источние питания,Informationen zur Stromquelle
Информация об оборудовании,Hardware-Informationen
Информация...,Information...
Испанский,Spanisch
Использовано дополнительной памяти: {}. Создано буферов: {},Zusätzlicher Speicher verwendet: {}. Puffer erstellt: {}
Использовать папку для...,Ordner verwenden für...
Используется USB{},USB{} wird verwendet
Итальянский,Italienisch
Ищется control для ProgramId {},Suche nach control für ProgramId {}
Ищется exefs/romfs для ProgramId {},Suche exefs/romfs für ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Suche exefs/romfs/logo für ProgramId {}
Ищется {},Suche nach {}
Июль,Juli
Июнь,Juni
Канадский французский,Kanadisches Französisch
"Когда ваше устройство подключится, нажмите любую кнопку","Drücken Sie eine beliebige Taste, wenn Ihr Gerät verbunden ist"
Код партии батареи    : {} ({}),Batterie-Chargennummer   : {} ({})
Кодировка,Kodierung
Конец игры            : -,Spielende                  : -
Конец игры            : {},Spielende                  : {}
Контент уже на месте,Inhalt ist bereits vorhanden
Копирование IVFC слой {} в nca: {},Kopiere IVFC-Schicht {} in nca: {}
Копирование PFS0 в nca,PFS0 nach nca kopieren
Копирование PFS0 хэш таблицы в nca,Kopiere PFS0-Hash-Tabelle in nca
Копирование SDK {} в файл: {}...,Kopiere SDK {} in Datei: {}...
Копировать,Kopieren
Корейский,Koreanisch
Корень не найден,Root nicht gefunden
Корень сохранения не существует,Speicherstamm existiert nicht
Корея,Korea
Латиноамериканский испанский,Lateinamerikanisches Spanisch
Май,Mai
Март,März
Масштаб: По ширине,Skalierung: An Breite anpassen
Масштаб: По экрану,Skalierung: An Bildschirm anpassen
Масштаб: Точка в точку,Skalierung: Punkt zu Punkt
Масштаб: Увеличение x2,Skalierung: 2x Vergrößerung
Место в  NAND         : {},Speicherplatz in NAND: {}
Место на SD карте     : {},Speicherplatz auf SD-Karte : {}
Место на приставке не занято,Kein Speicherplatz auf der Konsole belegt
Мета контент отсутствует,Meta-Inhalt fehlt
Миссия провалена\n\nНажмите А для выхода,Mission fehlgeschlagen\n\nDrücke A zum Beenden
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Mission erfolgreich\n\nVerbleibende Züge: {}\n\nDrücke A zum Beenden
Модификация файла не удалась,Dateiänderung fehlgeschlagen
На выбранном устройстве нет достаточного свободного места для установки,Auf dem ausgewählten Gerät ist nicht genügend freier Speicherplatz für die Installation vorhanden
На месте нет достаточно свободного места,Nicht genügend freier Speicherplatz vorhanden
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,"Drücken Sie (+), um die Konfiguration mit der aktualisierten zu überschreiben\n\nEine beliebige andere Taste zum Überspringen"
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Drücke (+) zum Löschen, eine andere Taste zum Überspringen...\n (-) Alles löschen, nicht mehr fragen"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Drücke A zum Fortfahren, eine andere Taste zum Beenden"
"Нажмите B, чтобы вернуться","Drücke B, um zurückzukehren"
Нажмите любую кнопку,Beliebige Taste drücken
Найден SDK: {},SDK gefunden: {}
Найден {} зарегистрированный контент-файл,Es wurde {} registrierte Inhaltsdatei gefunden
Найден {} контент-файл,Es wurde {} Inhaltsdatei gefunden
Найден {} пользователь,Es wurde {} Benutzer gefunden
Найден {} потерянный контент-файл,{} verlorene Inhaltsdatei gefunden
Найден {} файл,{} Datei gefunden
Найден {} файл с ошибками,{} Datei mit Fehlern gefunden
Найден и удалён {} неиспользуемый тикет,Gefunden und gelöscht {} ungenutztes Ticket
Найдена {} запись об игре,Es wurde {} Spieleintrag gefunden
Найдена {} запись об ошибках,{} Fehlerbericht gefunden
Найдена {} установленная игра,Es wurde {} installiertes Spiel gefunden
Найдено {} записей об играх,{} Spieleinträge gefunden
Найдено {} записей об ошибках,Es wurden {} Fehlerberichte gefunden
Найдено {} записи об играх,{} Spieleinträge gefunden
({}/{}) Устанавливается {},({}/{}) Wird installiert {}
Найдено {} записи об ошибках,Es wurden {} Fehlerberichte gefunden
Найдено {} зарегистрированных контент-файла,Es wurden {} registrierte Inhaltsdateien gefunden
Найдено {} зарегистрированных контент-файлов,{} registrierte Inhaltsdateien gefunden
Найдено {} контент-файла,Es wurden {} Inhaltsdateien gefunden
Найдено {} контент-файлов,{} Inhaltsdateien gefunden
Найдено {} обновление,{} Update gefunden
Найдено {} обновлений,{} Updates gefunden
Найдено {} обновления,Es wurden {} Updates gefunden
Найдено {} пользователей,{} Benutzer gefunden
Найдено {} пользователя,{} Benutzer gefunden
Найдено {} потерянных контент-файла,{} verlorene Inhaltsdateien gefunden
Найдено {} потерянных контент-файлов,{} verlorene Inhaltsdateien gefunden
Найдено {} сохранение,Es wurde {} Speicherstand gefunden
Найдено {} сохранение...,Es wurde {} Speicherstand gefunden...
Найдено {} сохранений,{} Speicherstände gefunden
Найдено {} сохранений...,Es wurden {} Speicherstände gefunden...
Найдено {} сохранения,Es wurden {} Speicherstände gefunden
Найдено {} сохранения...,Es wurden {} Speicherstände gefunden...
Найдено {} установленные игры,{} installierte Spiele gefunden
Найдено {} установленных игр,{} installierte Spiele gefunden
Найдено {} файла,{} Datei gefunden
Найдено {} файла с ошибками,Es wurden {} Dateien mit Fehlern gefunden
Найдено {} файлов,{} Dateien gefunden
Найдено {} файлов с ошибками,{} Dateien mit Fehlern gefunden
Найдено и удалено {} неиспользуемых тикета,{} ungenutzte Tickets gefunden und gelöscht
Найдено и удалено {} неиспользуемых тикетов,{} ungenutzte Tickets gefunden und entfernt
Найдено существующее сохранение. Восстанавливаю бекап в него...,Vorhandener Speicherstand gefunden. Stelle Backup wieder her...
Настройки,Einstellungen
Настройки DBI,DBI-Einstellungen
Настройки FB2,FB2-Einstellungen
Начало игры           : -,Spielstart                 : -
Начало игры           : {},Spielstart                 : {}
Начало создания Control.nca,Beginn der Erstellung von Control.nca
Начало создания Program.nca,Beginn der Erstellung von Program.nca
Начать установку,Installation starten
Не доступно,Nicht verfügbar
Не известно,Unbekannt
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.","Es wurde kein USB-Laufwerk gefunden, das groß genug für den erstellten Dump ist. Stellen Sie sicher, dass es mit ExFAT formatiert ist."
Не найдены требуемые тикеты,Erforderliche Tickets nicht gefunden
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Leerlaufzeit \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSP konnte nicht erstellt werden
Не удалось получить список,Liste konnte nicht abgerufen werden
Не удалось установить аватар\n{},Avatar konnte nicht festgelegt werden\n{}
Не установлен,Nicht installiert
Невозможно найти путь,Pfad kann nicht gefunden werden
Невозможно открыть папку журналов ошибок,Fehlerprotokollordner kann nicht geöffnet werden
Невозможно переименовать '{}' в '{}':,Umbenennung von '{}' in '{}' nicht möglich:
Невозможно получить список LFS,LFS-Liste kann nicht abgerufen werden
Невозможно получить список пользователей,Benutzerliste kann nicht abgerufen werden
Невозможно получить статус связи с Nintendo Account,Nintendo Account-Verbindungsstatus kann nicht abgerufen werden
...готово,...fertig
Невозможно получить число записей об ошибках,Anzahl der Fehlereinträge kann nicht abgerufen werden
Невозможно прочитать общие тикеты,Gemeinsame Tickets können nicht gelesen werden
Невозможно прочитать персонализированные тикеты,Personalisierte Tickets können nicht gelesen werden
Невозможно разобрать content meta,Content-Meta kann nicht analysiert werden
Невозможно разобрать content meta. Неожиданная ошибка,Content-Meta kann nicht analysiert werden. Unerwarteter Fehler
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Content-Meta kann nicht analysiert werden. VERALTETE FIRMWARE. HOS-Update erforderlich
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,NCA kann nicht analysiert werden. VERALTETE FIRMWARE. HOS-Update erforderlich
Невозможно разобрать индекс кеша,Cache-Index kann nicht analysiert werden
Невозможно распаковать '{}':,Kann '{}' nicht entpacken:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Datei kann nicht kopiert werden\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Speicherstand kann nicht gemountet werden
Невозможно смонтировать устройство сохраниения,Speichergerät kann nicht gemountet werden
Невозможно создать каталог,Verzeichnis kann nicht erstellt werden
Невозможно создать каталог '{}':,Verzeichnis '{}' kann nicht erstellt werden:
Невозможно создать файл,Datei kann nicht erstellt werden
Невозможно создать файл '{}':,Datei '{}' kann nicht erstellt werden:
Недопустимый идентификатор,Ungültige Kennung
Неизвестная игра [{:016x}],Unbekanntes Spiel [{:016x}]
: {:>4} сохранение,: {:>4} Speicherstand
Неизвестно,Unbekannt
Неизвестный тайтл,Unbekannter Titel
Немецкий,Deutsch
Неправильное хранилище,Falscher Speicher
Неправильный родительский объект,Ungültiges übergeordnetes Objekt
Нет,Nein
Нет VFS. Прекращение работы,Kein VFS. Beende
Нет exefs VFS. Прекращение работы,Kein exefs VFS. Beende
: {:>4} сохранений,: {:>4} Speicherstände
Нет logo VFS. Прекращение работы,Kein logo VFS. Beende
Нет romfs VFS. Прекращение работы,Kein romfs VFS. Beende
Нет лого,Kein Logo
Нечего устанавливать,Nichts zu installieren
Новое имя для '{}',Neuer Name für '{}'
Новый каталог,Neues Verzeichnis
Новый размер сохранения в МБ,Neue Speichergröße in MB
Новый рейтинг (-1 для удаления),Neue Bewertung (-1 zum Entfernen)
: {:>4} сохранения,: {:>4} Speicherdaten
Номер страницы,Seitennummer
Ночь,Nacht
Нужен связанный аккаунт,Verknüpftes Konto erforderlich
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,FEHLER BEIM ABRUFEN DER EXTRA-DATEN
Обнаружены недопустимые символы,Ungültige Zeichen erkannt
Обновить DBI,DBI aktualisieren
Обновить DBI из этого файла,DBI aus dieser Datei aktualisieren
Обновить TitleDB,TitleDB aktualisieren
Обновление TitleDB,TitleDB-Aktualisierung
Обновление базы данных...,Datenbank wird aktualisiert...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Aktualisierung auf Version {} {}\n\nDrücken Sie (+) zum Fortfahren\nEine andere Taste zum Abbrechen
Обновление времени...,Zeit wird aktualisiert...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update abgeschlossen\n\nDrücken Sie eine beliebige Taste\num DBI neu zu starten
Обновление фейковой записи {} ➡ [v{}],Aktualisierung des Fake-Eintrags {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Aktualisierung. Bitte warten...
Обновляется запись об игре...,Spieleintrag wird aktualisiert...
Обрабатывается запись {:016X},Eintrag {:016X} wird verarbeitet
Обратный альбом (180°),Umgekehrtes Album (180°)
Обратный портрет (270°),Umgekehrtes Hochformat (270°)
Общее время активной игры     : {} часов,Gesamte aktive Spielzeit                 : {} Stunden
Общее время дампа {:d}:{:02d}:{:02d},Gesamte Dump-Zeit {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Gesamte Spielzeit                        : {} Stunden
Общее время игры      : -,Gesamte Spielzeit          : -
Общее время игры      : {:d} часов {:02d} минут,Gesamte Spielzeit          : {:d} Stunden {:02d} Minuten
Общее время установки: {:d}:{:02d}:{:02d},Gesamte Installationszeit: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Gesamtzeit: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Gesamter belegter Speicherplatz: N:{} + S:{} = {}
Общее число запусков  : -,Gesamtanzahl der Starts : -
Общие,Allgemein
Общий размер установки: {},Gesamtgröße der Installation: {}
Объединение списков,Listen zusammenführen
Объект {} не допустим,Objekt {} ist nicht zulässig
Объект {} не может быть создан,Objekt {} kann nicht erstellt werden
Объект не открыт для редактирования,Objekt ist nicht zum Bearbeiten geöffnet
Объект удалён,Objekt gelöscht
Объект уже открыт для редактирования,Objekt ist bereits zur Bearbeitung geöffnet
Огибка получения адреса сокета: {} {},Fehler beim Abrufen der Socket-Adresse: {} {}
Ожидаемый размер: {},Erwartete Größe: {}
Ожидается большой (>4GB) файл,Große Datei (>4GB) erwartet
Ожидается запуск dbibackend на стороне ПК...,Warte auf Start von dbibackend auf PC-Seite...
Ожидание: {} секунд,Warten: {} Sekunden
Ожидание: {} секунда,Warten: {} Sekunde
Ожидание: {} секунды,Warten: {} Sekunden
Ориентация,Ausrichtung
Ориентация...,Ausrichtung...
Основной SDK не найден. Пробуем мультипрограмный вариант,Haupt-SDK nicht gefunden. Versuche Multi-Programm-Variante
Оставить сохранения,Speicherdaten behalten
Осталось ходов:    {:>3},Verbleibende Züge:    {:>3}
Остаток файла пропускается,Rest der Datei wird übersprungen
Отключение связи с мобильным приложением...,Verbindung zur mobilen App wird getrennt...
Открываем папку прошивки...,Öffne Firmware-Ordner...
Открыть,Öffnen
Открыть вторую панель,Zweites Panel öffnen
Открыть как 7Z,Als 7Z öffnen
Открыть как RAR,Als RAR öffnen
Открыть как ZIP,Als ZIP öffnen
Открыть как hex,Als Hex öffnen
Открыть как текст,Als Text öffnen
Открыть контент по MTP,Inhalt über MTP öffnen
Открыть папку LFS,LFS-Ordner öffnen
Content meta не найден. Установка прервана,Content-Meta nicht gefunden. Installation abgebrochen
Отослано {}/{} байт,{}/{} Bytes gesendet
Отсутствуют ES сигпатчи!,ES-Sigpatches fehlen!
Очистка /atmosphere/contents,Bereinigung von /atmosphere/contents
Очистка кеша rightsId...,Lösche rightsId-Cache...
Очистка папки...,Ordner wird geleert...
Очистка плейсхолдеров...,Platzhalter werden gelöscht...
Очистка системы от мусора,System von Müll bereinigen
Очистка сохранений,Speicherdaten löschen
Очистка...,Bereinigung...
Ошибка FTP сервера,FTP-Serverfehler
DBI Просмотр альбома,DBI Album-Ansicht
Ошибка во время копирования файла,Fehler beim Kopieren der Datei
Ошибка во время обновления тайтла,Fehler beim Aktualisieren des Titels
Ошибка выделения сокета: {},Fehler bei der Socket-Zuweisung: {}
Ошибка завершения соединения: {},Fehler beim Beenden der Verbindung: {}
Ошибка загрузки картинки,Fehler beim Laden des Bildes
Ошибка загрузки файла из альбома: {},Fehler beim Laden der Datei aus dem Album: {}
Ошибка закрытия сокета: {},Fehler beim Schließen des Sockets: {}
Ошибка записи файла: {},Fehler beim Schreiben der Datei: {}
Ошибка изменения размера файла,Fehler beim Ändern der Dateigröße
Ошибка инициализации {}: {},Initialisierungsfehler {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD und Sticks - scrollen, L - Seite hoch, R - Seite runter"
Ошибка опроса сокета: {},Socket-Abfragefehler: {}
Ошибка открытия каталога: {},Fehler beim Öffnen des Verzeichnisses: {}
Ошибка открытия сокета: {},Fehler beim Öffnen des Sockets: {}
Ошибка открытия файла,Fehler beim Öffnen der Datei
Ошибка открытия файла '{}': {},Fehler beim Öffnen der Datei '{}': {}
Ошибка открытия файла: {},Fehler beim Öffnen der Datei: {}
Ошибка отсылки: {},Sendefehler: {}
Ошибка переименования: {},Fehler beim Umbenennen: {}
Ошибка подключения: {},Verbindungsfehler: {}
Ошибка подмены SDK: {},SDK-Ersetzungsfehler: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD und Sticks - Scrollen, L - Bild auf, R - Bild ab, R3 - Text/Hex"
Ошибка получения адреса узла: {},Fehler beim Abrufen der Knostenadresse: {}
Ошибка получения внеочередных данных: {},Fehler beim Abrufen außerplanmäßiger Daten: {}
Ошибка получения имени сокета: {} {},Fehler beim Abrufen des Socket-Namens: {} {}
Ошибка получения информаци о файле: {},Fehler beim Abrufen der Dateiinformationen: {}
Ошибка получения размера файла: {},Fehler beim Abrufen der Dateigröße: {}
Ошибка получения флагов сокета: {},Fehler beim Abrufen der Socket-Flags: {}
Ошибка получения хранилища {},Fehler beim Abrufen des Speichers {}
Ошибка получения: {},Fehler beim Abrufen: {}
Ошибка получения: {} {},Fehler beim Abrufen: {} {}
Ошибка посылки файла: {},Fehler beim Senden der Datei: {}
Ошибка привязки сокета к порту {}: {},Fehler beim Binden des Sockets an Port {}: {}
Ошибка привязки: {},Bindungsfehler: {}
Ошибка принятия соединения: {} {},Fehler beim Akzeptieren der Verbindung: {} {}
Ошибка приёма соединения: {},Fehler beim Empfangen der Verbindung: {}
Ошибка проверси метки сокета: {},Fehler bei der Überprüfung des Socket-Labels: {}
Ошибка прослушивания: {},Abhörfehler: {}
Ошибка прослушки сокета: {},Socket-Listening-Fehler: {}
Ошибка сжатия,Komprimierungsfehler
Ошибка создания каталога: {},Fehler beim Erstellen des Verzeichnisses: {}
Ошибка создания сокета: {},Fehler beim Erstellen des Sockets: {}
Ошибка создания сохранения,Fehler beim Erstellen des Speicherstands
Ошибка удаления каталога: {},Fehler beim Löschen des Verzeichnisses: {}
Ошибка удаления файла: {},Fehler beim Löschen der Datei: {}
Ошибка установки флагов сокета: {},Fehler beim Setzen der Socket-Flags: {}
Ошибка чтения записи об игре: {},Fehler beim Lesen des Spieleintrags: {}
Ошибка чтения каталога: {},Fehler beim Lesen des Verzeichnisses: {}
Ошибка чтения файла: {},Fehler beim Lesen der Datei: {}
Ошибок не найдено,Keine Fehler gefunden
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Ungültige DLC-Nummer (Muss im Bereich 0x001-0x7FF liegen)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Ungültige DLC-Nummer (Muss im Bereich 1-2047 liegen)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Fehlerhaftes Ticket {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS-Ordner nicht gefunden
Папка обновления очищена,Update-Ordner geleert
Параметры FTP,FTP-Einstellungen
Параметры MTP,MTP-Einstellungen
Параметры установки,Installationsoptionen
Передача окончена,Übertragung abgeschlossen
Переименование объекта,Objekt umbenennen
Переименовать,Umbenennen
Перейти к первой странице,Zur ersten Seite gehen
Перейти к последней странице,Zur letzten Seite gehen
Перейти к странице...,Zur Seite gehen...
Переместить,Verschieben
Переместить в NAND,In NAND verschieben
Переместить на SD карту,Auf SD-Karte verschieben
"Перемещение {} ({}, {}) в {}","Verschiebe {} ({}, {}) nach {}"
Перемещение {} записей,Verschieben von {} Einträgen
Перемещение {} записи,Verschiebe {} Eintrag
Перемещение {} игр,{} Spiele verschieben
Перемещение {} игры,Verschieben von {} Spiel
FTP сервер (нажмите B для остановки),FTP-Server (drücke B zum Stoppen)
Перемещение контента,Inhalt verschieben
Перенос строк,Zeilenumbruch
Переоткрытие ФС сохранения: {},Neueröffnung des Speicher-FS: {}
Пишется новая запись о контенте...,Neuer Content-Eintrag wird geschrieben...
Пишется новый cnmt.nca...,Neue cnmt.nca wird geschrieben...
Подготовка...,Vorbereitung...
Подключаемся к {}...,Verbinde mit {}...
Подключено к {}:{},Verbunden mit {}:{}
Подмена SDK,SDK-Ersetzung
Подменить SDK,SDK ersetzen
Подсчитывается размер установки...,Installationsgröße wird berechnet...
Подсчитывается размер установки...{}%,Installationsgröße wird berechnet...{}%
Подсчитываются объекты в альбоме в NAND,Objekte im Album im NAND werden gezählt
Подсчитываются объекты в альбоме на SD карте,Objekte im Album auf der SD-Karte werden gezählt
Подсчёт метаданных...,Metadaten werden gezählt...
Подсчёт основного хэша,Berechnung des Haupt-Hashs
Подсчёт хэша секции,Berechnung des Abschnitts-Hash
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Bitte verbinden Sie Ihre Konsole per USB Type-C-Kabel mit dem PC oder drücken Sie B
"Пожалуйста, подождите...",Bitte warten...
Поиск записей об ошибках,Suche nach Fehlerprotokollen
Поиск неиспользуемых тикетов,Suche nach ungenutzten Tickets
Поиск подготовленного системного обновления,Suche nach vorbereiteten System-Updates
Поиск потерянных тайтлов,Suche nach verlorenen Titeln
Поиск потерянных файлов в NAND,Suche nach verlorenen Dateien im NAND
Поиск потерянных файлов на SD,Suche nach verlorenen Dateien auf SD
Поиск сохранений удалённых пользователей...,Suche nach Speicherdaten gelöschter Benutzer...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Liste mit {} Einträgen erhalten
Получен список из {} записи,Liste mit {} Einträgen erhalten
Получение версий установленных игр,Abrufen der Versionen installierter Spiele
Получение информации из hac_versionlist...,Abrufen von Informationen aus hac_versionlist...
Получение информации из системы...,Systeminformationen werden abgerufen...
Получение информации об играх...,Spielinformationen werden abgerufen...
Получение списка тикетов...,Ticket-Liste wird abgerufen...
Получение файла: {} МБ ({:.2f} МБ/сек),Datei wird empfangen: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Datei wird empfangen: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/Sek)
Полученное время: {},Empfangene Zeit: {}
Полученный размер: {},Empfangene Größe: {}
"Получено: {}, ({:.2f} МБ/сек)","Empfangen: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Benutzer {} nicht gefunden. Speicherung nicht möglich
Пользователь не найден,Benutzer nicht gefunden
Попытаться разобрать,Versuchen zu analysieren
Попытка исправить,Reparaturversuch
Портрет (90°),Hochformat (90°)
Португальский,Portugiesisch
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Anfang, L+➡-Ende, ZL-Groß/Klein, ZR-Eingabe, Y-Leerzeichen, X-Rücktaste, R3-Sprache"
После удаления игры не будут запускаться,Nach dem Löschen werden die Spiele nicht mehr starten
Посылается файл: {},Datei wird gesendet: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Datei wird gesendet: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Befehlspuffergröße überschritten
LFS мод.: -,LFS-Modus : -
Предоставить по FTP,Per FTP bereitstellen
Прекращение прослушивания на {}:{},Beende Abhören auf {}:{}
Прервано пользователем,Vom Benutzer abgebrochen
Привязка к {}:{},Bindung an {}:{}
Принято соединение от {}:{},Verbindung von {}:{} akzeptiert
Проверить целостность,Integrität prüfen
Проверка magic...,Überprüfe Magic...
"Проверка {} ({}, {}), {}","Überprüfung {} ({}, {}), {}"
Проверка картриджа...,Cartridge wird überprüft...
Проверка на наличие  {}...,Prüfung auf Vorhandensein von {}...
Проверка обновлений,Nach Updates suchen
Проверка обновлений игр,Überprüfung auf Spiel-Updates
Проверка сохранений,Speicherdaten prüfen
Проверка целостности ({}),Integritätsprüfung ({})
Проверяется: {},Wird überprüft: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS-Mod   : Vorhanden, Größe: Berechnung in Einstellungen deaktiviert"
Проверяются бекапы...,Backups werden überprüft...
Проверяются сохранения,Speicherdaten werden überprüft
Программа {}. Control не найдена,Anwendung {}. Control nicht gefunden
Программа {}. Exefs не найдена,Programm {}. Exefs nicht gefunden
Программа {}. Romfs не найдена,Anwendung {}. Romfs nicht gefunden
Произошла неизвестная ошибка,Ein unbekannter Fehler ist aufgetreten
Произошла ошибка:,Ein Fehler ist aufgetreten:
Произошла ошибка: {},Ein Fehler ist aufgetreten: {}
LFS папка игры,LFS-Spielordner
Пропускается: {}          \r,Übersprungen: {}          \r
Прослушивание на {}:{},Lauschen auf {}:{}
Просмотр альбома по HTTP,Album über HTTP anzeigen
MTP Респондер (нажмите B для остановки),MTP-Responder (B drücken zum Stoppen)
Просмотреть игры,Spiele anzeigen
Просто запуск,Einfach starten
Разбор,Analyse
Раздел secure не найден,Secure-Bereich nicht gefunden
"Размер  : {}, {} файл","Größe  : {}, {} Datei"
"Размер  : {}, {} файла","Größe  : {}, {} Datei"
"Размер  : {}, {} файлов","Größe  : {}, {} Dateien"
Размер посылаемого файла   : {},Größe der gesendeten Datei: {}
Размер сохранений     : {},Größe der Speicherdaten    : {}
Размер: {},Größe: {}
Разрешено,Erlaubt
Распаковать в подкаталог,In Unterverzeichnis entpacken
Распаковать сюда,Hier entpacken
Распаковка файла,Datei wird entpackt
Растущие цветы:     {},Wachsende Blumen:     {}
Nintendo Account задан и связан,Nintendo-Account festgelegt und verknüpft
