original,translation
Изменить номер DLC (шестнадцатеричный),DLC 번호 변경 (16진수)
Изменён размер SaveFS,SaveFS 크기 변경됨
Импорт исправленного тикета...,수정된 티켓 가져오는 중...
Импорт тикета...,티켓 가져오는 중...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","디렉토리 이름\n'{}'\n에 잘못된 문자가 포함되어 있습니다.\n생성할 수 없습니다.\n\nA - 중단, B - 건너뛰기, X - 이름 바꾸기"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","파일 이름\n'{}'\n에 잘못된 문자가 포함되어 있습니다.\n생성할 수 없습니다.\n\nA - 중단, B - 건너뛰기, X - 이름 바꾸기"
Инсталлируется romfs.bin,romfs.bin 설치 중
Информация о зарядке батареи,배터리 충전 정보
Информация о контенте,콘텐츠 정보
Информация о контенте ({}),콘텐츠 정보 ({})
Информация о прошивке,펌웨어 정보
Информация о системе,시스템 정보
Информация о сохранении,저장 데이터 정보
Информация о сохранении...,저장 데이터 정보...
Информация о тикете,티켓 정보
Информация о тикете...,티켓 정보...
Информация об NSP,NSP 정보
Информация об атмосфере,Atmosphere 정보
Информация об игровой активности,게임 활동 정보
Информация об источние питания,전원 정보
Информация об оборудовании,하드웨어 정보
Информация...,정보...
Испанский,스페인어
Использовано дополнительной памяти: {}. Создано буферов: {},추가 메모리 사용량: {}. 생성된 버퍼: {}
Использовать папку для...,폴더 사용...
Используется USB{},USB{} 사용 중
Итальянский,이탈리아어
Ищется control для ProgramId {},ProgramId {}에 대한 control 검색 중
Ищется exefs/romfs для ProgramId {},ProgramId {}에 대한 exefs/romfs 검색 중
Ищется exefs/romfs/logo для ProgramId {},ProgramId {}에 대한 exefs/romfs/logo 검색 중
Ищется {},{} 검색 중
Июль,7월
Июнь,6월
Канадский французский,캐나다 프랑스어
"Когда ваше устройство подключится, нажмите любую кнопку",기기가 연결되면 아무 버튼이나 누르세요
Код партии батареи    : {} ({}),배터리 로트 코드           : {} ({})
Кодировка,인코딩
Конец игры            : -,게임 종료     : -
Конец игры            : {},게임 종료     : {}
Контент уже на месте,콘텐츠가 이미 있습니다
Копирование IVFC слой {} в nca: {},IVFC 레이어 {}를 nca로 복사 중: {}
Копирование PFS0 в nca,PFS0를 nca로 복사 중
Копирование PFS0 хэш таблицы в nca,PFS0 해시 테이블을 nca로 복사 중
Копирование SDK {} в файл: {}...,SDK {}를 파일로 복사 중: {}...
Копировать,복사
Корейский,한국어
Корень не найден,루트를 찾을 수 없음
Корень сохранения не существует,저장 루트가 존재하지 않습니다
Корея,한국
Латиноамериканский испанский,라틴 아메리카 스페인어
Май,5월
Март,3월
Масштаб: По ширине,배율: 너비에 맞춤
Масштаб: По экрану,배율: 화면에 맞춤
Масштаб: Точка в точку,배율: 픽셀 퍼펙트
Масштаб: Увеличение x2,배율: 2배 확대
Место в  NAND         : {},NAND 공간            : {}
Место на SD карте     : {},SD 카드 공간  : {}
Место на приставке не занято,본체에 사용된 공간 없음
Мета контент отсутствует,메타 콘텐츠가 없습니다
Миссия провалена\n\nНажмите А для выхода,임무 실패\n\n종료하려면 A를 누르세요
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,임무 성공\n\n남은 이동 횟수: {}\n\n종료하려면 A를 누르세요
Модификация файла не удалась,파일 수정 실패
На выбранном устройстве нет достаточного свободного места для установки,선택한 장치에 설치할 공간이 부족합니다
На месте нет достаточно свободного места,사용 가능한 여유 공간이 부족합니다
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,(+)를 눌러 업데이트된 설정으로 덮어쓰기\n\n건너뛰려면 다른 버튼
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","(+)를 눌러 삭제, 다른 버튼을 눌러 건너뛰기...\n (-) 다시 묻지 않고 모두 삭제"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","계속하려면 A를 누르고, 종료하려면 다른 버튼을 누르세요"
"Нажмите B, чтобы вернуться",B를 눌러 돌아가기
Нажмите любую кнопку,아무 버튼이나 누르세요
Найден SDK: {},SDK 발견: {}
Найден {} зарегистрированный контент-файл,등록된 콘텐츠 파일 {}개 발견
Найден {} контент-файл,{}개의 콘텐츠 파일을 찾았습니다
Найден {} пользователь,{}명의 사용자를 찾았습니다
Найден {} потерянный контент-файл,{}개의 고아 콘텐츠 파일을 찾았습니다
Найден {} файл,{}개 파일 발견
Найден {} файл с ошибками,오류가 있는 파일 {}개 발견
Найден и удалён {} неиспользуемый тикет,{}개의 사용하지 않은 티켓을 찾아 삭제했습니다
Найдена {} запись об игре,{}개의 게임 항목을 찾았습니다
Найдена {} запись об ошибках,{}개의 오류 기록을 찾았습니다
Найдена {} установленная игра,설치된 게임 {}개 발견
Найдено {} записей об играх,{}개의 게임 기록을 찾았습니다
Найдено {} записей об ошибках,{}개의 오류 보고서를 찾았습니다
Найдено {} записи об играх,{}개의 게임 항목을 찾았습니다
({}/{}) Устанавливается {},({}/{}) 설치 중 {}
Найдено {} записи об ошибках,{}개의 오류 보고서를 찾았습니다
Найдено {} зарегистрированных контент-файла,등록된 콘텐츠 파일 {}개를 찾았습니다
Найдено {} зарегистрированных контент-файлов,등록된 콘텐츠 파일 {}개를 찾았습니다
Найдено {} контент-файла,{}개의 콘텐츠 파일을 찾았습니다
Найдено {} контент-файлов,{}개의 콘텐츠 파일을 찾았습니다
Найдено {} обновление,{} 업데이트 발견됨
Найдено {} обновлений,{}개의 업데이트를 찾았습니다
Найдено {} обновления,{}개의 업데이트를 찾았습니다
Найдено {} пользователей,{}명의 사용자를 찾았습니다
Найдено {} пользователя,{}명의 사용자를 찾았습니다
Найдено {} потерянных контент-файла,{}개의 손실된 콘텐츠 파일을 찾았습니다
Найдено {} потерянных контент-файлов,{}개의 고아 콘텐츠 파일을 찾았습니다
Найдено {} сохранение,{}개의 저장 파일을 찾았습니다
Найдено {} сохранение...,{}개의 저장 데이터를 찾았습니다...
Найдено {} сохранений,{}개의 세이브 파일을 찾았습니다
Найдено {} сохранений...,{}개의 세이브 파일을 찾았습니다...
Найдено {} сохранения,{}개의 저장 파일을 찾았습니다
Найдено {} сохранения...,{}개의 저장 데이터를 찾았습니다...
Найдено {} установленные игры,설치된 게임 {}개 발견
Найдено {} установленных игр,설치된 게임 {}개 발견
Найдено {} файла,{}개의 파일을 찾았습니다
Найдено {} файла с ошибками,오류가 있는 파일 {}개 발견
Найдено {} файлов,{}개의 파일을 찾았습니다
Найдено {} файлов с ошибками,오류가 있는 파일 {}개 발견
Найдено и удалено {} неиспользуемых тикета,{}개의 사용하지 않은 티켓을 찾아 제거했습니다
Найдено и удалено {} неиспользуемых тикетов,{}개의 사용하지 않은 티켓을 찾아 제거했습니다
Найдено существующее сохранение. Восстанавливаю бекап в него...,기존 저장 데이터를 찾았습니다. 백업을 복원하는 중...
Настройки,설정
Настройки DBI,DBI 설정
Настройки FB2,FB2 설정
Начало игры           : -,게임 시작     : -
Начало игры           : {},게임 시작     : {}
Начало создания Control.nca,Control.nca 생성 시작
Начало создания Program.nca,Program.nca 생성 시작
Начать установку,설치 시작
Не доступно,사용할 수 없음
Не известно,알 수 없음
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",생성된 덤프를 저장할 수 있는 USB 드라이브를 찾을 수 없습니다. ExFAT으로 포맷되어 있는지 확인하세요.
Не найдены требуемые тикеты,필요한 티켓을 찾을 수 없습니다
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. 유휴 시간 \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSP 생성 실패
Не удалось получить список,목록을 가져오지 못했습니다
Не удалось установить аватар\n{},아바타 설정 실패\n{}
Не установлен,설치되지 않음
Невозможно найти путь,경로를 찾을 수 없습니다
Невозможно открыть папку журналов ошибок,오류 로그 폴더를 열 수 없습니다
Невозможно переименовать '{}' в '{}':,'{}'을를 '{}'로 이름 변경할 수 없습니다:
Невозможно получить список LFS,LFS 목록을 가져올 수 없습니다
Невозможно получить список пользователей,사용자 목록을 가져올 수 없습니다
Невозможно получить статус связи с Nintendo Account,Nintendo Account 연결 상태를 가져올 수 없습니다
...готово,...완료
Невозможно получить число записей об ошибках,오류 레코드 수를 가져올 수 없습니다
Невозможно прочитать общие тикеты,공통 티켓을 읽을 수 없습니다
Невозможно прочитать персонализированные тикеты,개인화된 티켓을 읽을 수 없습니다
Невозможно разобрать content meta,콘텐츠 메타를 파싱할 수 없습니다
Невозможно разобрать content meta. Неожиданная ошибка,콘텐츠 메타를 파싱할 수 없습니다. 예기치 않은 오류
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,콘텐츠 메타를 파싱할 수 없습니다. 펌웨어가 오래되었습니다. HOS 업데이트 필요
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,nca 파싱 불가. 펌웨어가 오래됨. HOS 업데이트 필요
Невозможно разобрать индекс кеша,캐시 인덱스를 파싱할 수 없습니다
Невозможно распаковать '{}':,'{}'의 압축을 풀 수 없습니다:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,파일을 복사할 수 없습니다\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,저장 데이터를 마운트할 수 없습니다
Невозможно смонтировать устройство сохраниения,저장 장치를 마운트할 수 없습니다
Невозможно создать каталог,디렉토리를 생성할 수 없습니다
Невозможно создать каталог '{}':,'{}' 디렉터리를 생성할 수 없습니다:
Невозможно создать файл,파일을 생성할 수 없습니다
Невозможно создать файл '{}':,'{}' 파일을 생성할 수 없습니다:
Недопустимый идентификатор,잘못된 식별자
Неизвестная игра [{:016x}],알 수 없는 게임 [{:016x}]
: {:>4} сохранение,: {:>4} 저장
Неизвестно,알 수 없음
Неизвестный тайтл,알 수 없는 타이틀
Немецкий,독일어
Неправильное хранилище,잘못된 저장소
Неправильный родительский объект,잘못된 상위 객체
Нет,아니요
Нет VFS. Прекращение работы,VFS 없음. 종료 중
Нет exefs VFS. Прекращение работы,exefs VFS 없음. 종료 중
: {:>4} сохранений,: {:>4} 저장
Нет logo VFS. Прекращение работы,logo VFS 없음. 종료 중
Нет romfs VFS. Прекращение работы,romfs VFS 없음. 종료 중
Нет лого,로고 없음
Нечего устанавливать,설치할 항목 없음
Новое имя для '{}','{}'의 새 이름
Новый каталог,새 디렉토리
Новый размер сохранения в МБ,새 저장 크기 MB
Новый рейтинг (-1 для удаления),새 등급 (-1은 제거)
: {:>4} сохранения,: {:>4} 세이브
Номер страницы,페이지 번호
Ночь,밤
Нужен связанный аккаунт,연결된 계정 필요
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,추가 데이터 가져오기 오류
Обнаружены недопустимые символы,잘못된 문자가 감지되었습니다
Обновить DBI,DBI 업데이트
Обновить DBI из этого файла,이 파일에서 DBI 업데이트
Обновить TitleDB,TitleDB 업데이트
Обновление TitleDB,TitleDB 업데이트 중
Обновление базы данных...,데이터베이스 업데이트 중...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,버전 {} {}로 업데이트 중\n\n계속하려면 (+)를 누르세요\n취소하려면 다른 버튼을 누르세요
Обновление времени...,시간 업데이트 중...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,업데이트 완료\n\n아무 버튼이나 눌러\nDBI를 재시작하세요
Обновление фейковой записи {} ➡ [v{}],가짜 레코드 업데이트 중 {} ➡ [v{}]
Обновление. Пожалуйста подождите...,업데이트 중. 잠시 기다려 주세요...
Обновляется запись об игре...,게임 기록 업데이트 중...
Обрабатывается запись {:016X},레코드 {:016X} 처리 중
Обратный альбом (180°),반전 앨범 (180°)
Обратный портрет (270°),역방향 세로 (270°)
Общее время активной игры     : {} часов,총 활성 플레이 시간    : {} 시간
Общее время дампа {:d}:{:02d}:{:02d},총 덤프 시간 {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,총 플레이 시간       : {} 시간
Общее время игры      : -,총 플레이 시간  : -
Общее время игры      : {:d} часов {:02d} минут,총 플레이 시간  : {:d}시간 {:02d}분
Общее время установки: {:d}:{:02d}:{:02d},총 설치 시간: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},총 시간: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},총 사용 공간: N:{} + S:{} = {}
Общее число запусков  : -,총 실행 횟수 : -
Общие,일반
Общий размер установки: {},총 설치 크기: {}
Объединение списков,목록 병합
Объект {} не допустим,객체 {}는 허용되지 않습니다
Объект {} не может быть создан,객체 {}를 생성할 수 없습니다
Объект не открыт для редактирования,개체가 편집을 위해 열리지 않았습니다
Объект удалён,객체 삭제됨
Объект уже открыт для редактирования,개체가 이미 편집을 위해 열려 있습니다
Огибка получения адреса сокета: {} {},소켓 주소 가져오기 오류: {} {}
Ожидаемый размер: {},예상 크기: {}
Ожидается большой (>4GB) файл,큰 (>4GB) 파일이 예상됩니다
Ожидается запуск dbibackend на стороне ПК...,PC 측에서 dbibackend 시작 대기 중...
Ожидание: {} секунд,대기 중: {}초
Ожидание: {} секунда,대기 중: {}초
Ожидание: {} секунды,대기 중: {}초
Ориентация,방향
Ориентация...,방향...
Основной SDK не найден. Пробуем мультипрограмный вариант,메인 SDK를 찾을 수 없습니다. 멀티 프로그램 버전 시도 중
Оставить сохранения,저장 데이터 유지
Осталось ходов:    {:>3},남은 이동 횟수:    {:>3}
Остаток файла пропускается,파일의 나머지 부분은 건너뜁니다
Отключение связи с мобильным приложением...,모바일 앱 연결 해제 중...
Открываем папку прошивки...,펌웨어 폴더 열기...
Открыть,열기
Открыть вторую панель,두 번째 패널 열기
Открыть как 7Z,7Z로 열기
Открыть как RAR,RAR로 열기
Открыть как ZIP,ZIP으로 열기
Открыть как hex,hex로 열기
Открыть как текст,텍스트로 열기
Открыть контент по MTP,MTP를 통해 콘텐츠 열기
Открыть папку LFS,LFS 폴더 열기
Content meta не найден. Установка прервана,콘텐츠 메타를 찾을 수 없습니다. 설치가 중단되었습니다
Отослано {}/{} байт,{}/{} 바이트 전송됨
Отсутствуют ES сигпатчи!,ES 시그패치가 없습니다!
Очистка /atmosphere/contents,/atmosphere/contents 정리 중
Очистка кеша rightsId...,rightsId 캐시 지우는 중...
Очистка папки...,폴더 정리 중...
Очистка плейсхолдеров...,플레이스홀더 지우는 중...
Очистка системы от мусора,시스템 정크 정리
Очистка сохранений,저장 데이터 삭제 중
Очистка...,정리 중...
Ошибка FTP сервера,FTP 서버 오류
DBI Просмотр альбома,DBI 앨범 보기
Ошибка во время копирования файла,파일 복사 중 오류
Ошибка во время обновления тайтла,타이틀 업데이트 중 오류
Ошибка выделения сокета: {},소켓 할당 오류: {}
Ошибка завершения соединения: {},연결 종료 오류: {}
Ошибка загрузки картинки,이미지 로딩 오류
Ошибка загрузки файла из альбома: {},앨범에서 파일 로드 오류: {}
Ошибка закрытия сокета: {},소켓 닫기 오류: {}
Ошибка записи файла: {},파일 쓰기 오류: {}
Ошибка изменения размера файла,파일 크기 변경 오류
Ошибка инициализации {}: {},초기화 오류 {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD와 스틱 - 스크롤, L - 페이지 위, R - 페이지 아래"
Ошибка опроса сокета: {},소켓 폴링 오류: {}
Ошибка открытия каталога: {},디렉토리 열기 오류: {}
Ошибка открытия сокета: {},소켓 열기 오류: {}
Ошибка открытия файла,파일 열기 오류
Ошибка открытия файла '{}': {},파일 '{}' 열기 오류: {}
Ошибка открытия файла: {},파일 열기 오류: {}
Ошибка отсылки: {},전송 오류: {}
Ошибка переименования: {},이름 변경 오류: {}
Ошибка подключения: {},연결 오류: {}
Ошибка подмены SDK: {},SDK 교체 오류: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD 및 스틱 - 스크롤, L - 페이지 위, R - 페이지 아래, R3 - 텍스트/Hex"
Ошибка получения адреса узла: {},노드 주소 가져오기 오류: {}
Ошибка получения внеочередных данных: {},대역 외 데이터 검색 오류: {}
Ошибка получения имени сокета: {} {},소켓 이름 가져오기 오류: {} {}
Ошибка получения информаци о файле: {},파일 정보 가져오기 오류: {}
Ошибка получения размера файла: {},파일 크기 가져오기 오류: {}
Ошибка получения флагов сокета: {},소켓 플래그 가져오기 오류: {}
Ошибка получения хранилища {},저장소 {} 가져오기 오류
Ошибка получения: {},검색 오류: {}
Ошибка получения: {} {},가져오기 오류: {} {}
Ошибка посылки файла: {},파일 전송 오류: {}
Ошибка привязки сокета к порту {}: {},소켓을 포트 {}에 바인딩하는 중 오류 발생: {}
Ошибка привязки: {},바인딩 오류: {}
Ошибка принятия соединения: {} {},연결 수락 오류: {} {}
Ошибка приёма соединения: {},연결 수신 오류: {}
Ошибка проверси метки сокета: {},소켓 레이블 확인 오류: {}
Ошибка прослушивания: {},수신 오류: {}
Ошибка прослушки сокета: {},소켓 수신 오류: {}
Ошибка сжатия,압축 오류
Ошибка создания каталога: {},디렉토리 생성 오류: {}
Ошибка создания сокета: {},소켓 생성 오류: {}
Ошибка создания сохранения,저장 데이터 생성 오류
Ошибка удаления каталога: {},디렉토리 삭제 오류: {}
Ошибка удаления файла: {},파일 삭제 오류: {}
Ошибка установки флагов сокета: {},소켓 플래그 설정 오류: {}
Ошибка чтения записи об игре: {},게임 기록 읽기 오류: {}
Ошибка чтения каталога: {},디렉토리 읽기 오류: {}
Ошибка чтения файла: {},파일 읽기 오류: {}
Ошибок не найдено,오류를 찾을 수 없습니다
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),잘못된 DLC 번호 (0x001-0x7FF 범위 내에 있어야 합니다)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),잘못된 DLC 번호 (1-2047 범위 내에 있어야 합니다)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","잘못된 티켓 {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS 폴더를 찾을 수 없습니다
Папка обновления очищена,업데이트 폴더 삭제됨
Параметры FTP,FTP 설정
Параметры MTP,MTP 설정
Параметры установки,설치 옵션
Передача окончена,전송 완료
Переименование объекта,객체 이름 변경
Переименовать,이름 바꾸기
Перейти к первой странице,첫 페이지로 이동
Перейти к последней странице,마지막 페이지로 이동
Перейти к странице...,페이지로 이동...
Переместить,이동
Переместить в NAND,NAND로 이동
Переместить на SD карту,SD 카드로 이동
"Перемещение {} ({}, {}) в {}","{} ({}, {})을(를) {}(으)로 이동"
Перемещение {} записей,{} 항목 이동 중
Перемещение {} записи,{} 항목 이동 중
Перемещение {} игр,{}개의 게임 이동 중
Перемещение {} игры,{} 게임 이동 중
FTP сервер (нажмите B для остановки),FTP 서버 (중지하려면 B를 누르세요)
Перемещение контента,콘텐츠 이동 중
Перенос строк,줄 바꿈
Переоткрытие ФС сохранения: {},저장 FS 재열기: {}
Пишется новая запись о контенте...,새 콘텐츠 레코드 작성 중...
Пишется новый cnmt.nca...,새 cnmt.nca 작성 중...
Подготовка...,준비 중...
Подключаемся к {}...,{}에 연결 중...
Подключено к {}:{},{}:{}에 연결됨
Подмена SDK,SDK 교체
Подменить SDK,SDK 교체
Подсчитывается размер установки...,설치 크기 계산 중...
Подсчитывается размер установки...{}%,설치 크기 계산 중...{}%
Подсчитываются объекты в альбоме в NAND,NAND의 앨범 내 객체 계산 중
Подсчитываются объекты в альбоме на SD карте,SD 카드의 앨범에서 객체 계산 중
Подсчёт метаданных...,메타데이터 계산 중...
Подсчёт основного хэша,메인 해시 계산 중
Подсчёт хэша секции,섹션 해시 계산 중
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",USB Type-C 케이블로 콘솔을 PC에 연결하거나 B를 누르세요
"Пожалуйста, подождите...",잠시 기다려 주세요...
Поиск записей об ошибках,오류 로그 검색 중
Поиск неиспользуемых тикетов,사용하지 않은 티켓 검색 중
Поиск подготовленного системного обновления,준비된 시스템 업데이트 검색 중
Поиск потерянных тайтлов,손실된 타이틀 검색 중
Поиск потерянных файлов в NAND,NAND에서 손실된 파일 검색 중
Поиск потерянных файлов на SD,SD에서 손실된 파일 검색 중
Поиск сохранений удалённых пользователей...,삭제된 사용자의 저장 데이터 검색 중...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,{}개 항목 목록을 받았습니다
Получен список из {} записи,{} 항목 목록을 받았습니다
Получение версий установленных игр,설치된 게임 버전 가져오는 중
Получение информации из hac_versionlist...,hac_versionlist에서 정보 가져오는 중...
Получение информации из системы...,시스템 정보 가져오는 중...
Получение информации об играх...,게임 정보 가져오는 중...
Получение списка тикетов...,티켓 목록 가져오는 중...
Получение файла: {} МБ ({:.2f} МБ/сек),파일 수신 중: {} MB ({:.2f} MB/초)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),파일 수신 중: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/초)
Полученное время: {},수신 시간: {}
Полученный размер: {},수신된 크기: {}
"Получено: {}, ({:.2f} МБ/сек)","수신됨: {}, ({:.2f} MB/초)"
Пользователь {} не найден. Создание сохранения невозможно,사용자 {}를 찾을 수 없습니다. 저장 생성 불가능
Пользователь не найден,사용자를 찾을 수 없습니다
Попытаться разобрать,파싱 시도
Попытка исправить,복구 시도 중
Портрет (90°),세로 (90°)
Португальский,포르투갈어
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-처음, L+➡-끝, ZL-대소문자, ZR-입력, Y-공백, X-지우기, R3-언어"
После удаления игры не будут запускаться,삭제 후 게임이 실행되지 않습니다
Посылается файл: {},파일 전송 중: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),파일 전송 중: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/초)
Превышен размер командного буфера,명령 버퍼 크기 초과
LFS мод.: -,LFS 모드   : -
Предоставить по FTP,FTP로 제공
Прекращение прослушивания на {}:{},{}:{} 수신 중지 중
Прервано пользователем,사용자가 중단함
Привязка к {}:{},{}:{}에 바인딩
Принято соединение от {}:{},{}:{}에서 연결 수락됨
Проверить целостность,무결성 확인
Проверка magic...,매직 확인 중...
"Проверка {} ({}, {}), {}","확인 {} ({}, {}), {}"
Проверка картриджа...,카트리지 확인 중...
Проверка на наличие  {}...,{} 확인 중...
Проверка обновлений,업데이트 확인 중
Проверка обновлений игр,게임 업데이트 확인 중
Проверка сохранений,저장 데이터 확인 중
Проверка целостности ({}),무결성 검사 ({})
Проверяется: {},확인 중: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS 모드   : 존재함, 크기: 설정에서 계산 비활성화됨"
Проверяются бекапы...,백업 확인 중...
Проверяются сохранения,저장 데이터 확인 중
Программа {}. Control не найдена,애플리케이션 {}. Control을 찾을 수 없습니다
Программа {}. Exefs не найдена,프로그램 {}. Exefs를 찾을 수 없습니다
Программа {}. Romfs не найдена,애플리케이션 {}. Romfs를 찾을 수 없습니다
Произошла неизвестная ошибка,알 수 없는 오류가 발생했습니다
Произошла ошибка:,오류가 발생했습니다:
Произошла ошибка: {},오류가 발생했습니다: {}
LFS папка игры,LFS 게임 폴더
Пропускается: {}          \r,건너뛰는 중: {}          \r
Прослушивание на {}:{},{}:{} 에서 수신 대기 중
Просмотр альбома по HTTP,HTTP를 통해 앨범 보기
MTP Респондер (нажмите B для остановки),MTP 응답기 (중지하려면 B를 누르세요)
Просмотреть игры,게임 보기
Просто запуск,그냥 실행
Разбор,파싱
Раздел secure не найден,secure 섹션을 찾을 수 없습니다
"Размер  : {}, {} файл","크기  : {}, {} 파일"
"Размер  : {}, {} файла","크기  : {}, {} 파일"
"Размер  : {}, {} файлов","크기  : {}, {}개 파일"
Размер посылаемого файла   : {},전송 중인 파일 크기: {}
Размер сохранений     : {},저장 데이터 크기 : {}
Размер: {},크기: {}
Разрешено,허용됨
Распаковать в подкаталог,하위 디렉토리로 압축 해제
Распаковать сюда,여기에 압축 풀기
Распаковка файла,파일 압축 해제 중
Растущие цветы:     {},자라는 꽃:     {}
Nintendo Account задан и связан,Nintendo 계정이 설정되고 연결되었습니다
Регистрация контента {}...,콘텐츠 등록 중 {}...
Регистрация файла {}...,파일 {} 등록 중...
Регистры котроллера MAX17050,MAX17050 컨트롤러 레지스터
Редактирование возрастного рейтинга...,연령 등급 편집 중...
Редактирование запретов,제한 편집
Рендеринг FB2,FB2 렌더링
"Nintendo Account задан, но не связан",Nintendo Account가 설정되었지만 연결되지 않음
Сброс требуемой версии,필수 버전 재설정
Сбросить требуемую версию,필요한 버전 재설정
Сведения,정보
Сведения...,정보...
Свободное место в хранилище: {},저장 공간 여유: {}
Свободное место: {},여유 공간: {}
Сгенерировать и установить,생성 및 설치
Nintendo Account не задан,Nintendo Account가 설정되지 않음
Сдампить на SD карту,SD 카드에 덤프
Сдампить на внешний USB,외부 USB로 덤프
Сдампить текущую прошивку,현재 펌웨어 덤프
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),덤프됨: {}/{} ({}%) ({:.2f} MB/초)
Сделать бекап,백업 만들기
"Сделать бекап, если новее",최신인 경우 백업
Северная Америка,북아메리카
Сентябрь,9월
Сепия,세피아
Сервер запущен,서버 시작됨
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,서버가 DBI 업데이트를 제안합니다\n\n(+)를 눌러 확인\n다른 버튼을 눌러 취소
Сессии,세션
Сессия закрыта,세션 종료됨
Сессия открыта,세션 열림
Синхронизация времени по NTP,NTP 시간 동기화
Системные приложения,시스템 애플리케이션
Системный по умолчанию,시스템 기본값
Сканирование директорий...,디렉토리 스캔 중...
Сканирование игр...,게임 스캔 중...
Скачано {}/{},다운로드됨 {}/{}
Скачивание файла не удалось,파일 다운로드 실패
Скорость передачи: {:.2f} МБ/сек,전송 속도: {:.2f} MB/초
Собираются сведения...,정보 수집 중...
Соединение сброшено,연결 재설정됨
Создание DLC анлокера,DLC 언락커 생성 중
Создание NSP,NSP 생성 중
Создание sdmc:/versions.txt,sdmc:/versions.txt 생성 중
Создание дампа ({}),덤프 생성 중 ({})
Создание дампа: {},덤프 생성 중: {}
Создание единого репака,통합 리팩 생성
Создание записи об игре...,게임 기록 생성 중...
Создание новой записи об игре...,새 게임 항목 생성 중...
Создание плейсхолдера: {}...,플레이스홀더 생성 중: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","리팩 생성 중 Id: {:016X}, 버전: {}, 유형: {}"
Создание строк... {}%,문자열 생성 중... {}%
Создание таблицы имён,이름 테이블 생성 중
Создание тела файла,파일 본문 생성 중
Создание точки доступа...,액세스 포인트 생성 중...
Создание хэш таблицы,해시 테이블 생성 중
Создание ярлыка,바로가기 생성 중
Создано новое сохранение. Восстанавливаю бекап в него...,새 저장 파일이 생성되었습니다. 백업을 복원하는 중...
Создать sdmc:/versions.txt,sdmc:/versions.txt 생성
Создать единый репак,단일 리팩 생성
Создать новое сохранение...,새 저장 파일 만들기...
Создать новый каталог...,새 디렉토리 만들기...
