original,translation
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Le jeu nécessite un SDK plus récent ({}) que le firmware actuel ({})
Игра использует titleId от дополнения,Le jeu utilise le titleId du DLC
Игра использует titleId от обновления,Le jeu utilise le titleId de la mise à jour
Извлечь в LFS,Extraire vers LFS
Изменение размера сохранения на {} [{}]...,Redimensionnement de la sauvegarde vers {} [{}]...
Изменить версию DLC (десятичную),Modifier la version du DLC (décimal)
Изменить номер DLC (десятичный),Modifier le numéro DLC (décimal)
Изменить номер DLC (шестнадцатеричный),Modifier le numéro DLC (hexadécimal)
Изменён размер SaveFS,Taille de SaveFS modifiée
Импорт исправленного тикета...,Importation du ticket corrigé...
Импорт тикета...,Importation du ticket...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Le nom du répertoire\n'{}'\ncontient des caractères non valides.\nIl ne peut pas être créé.\n\nAppuyez sur A - annuler, B - ignorer, X - renommer"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Le nom de fichier\n'{}'\ncontient des caractères non valides.\nIl ne peut pas être créé.\n\nAppuyez sur A - annuler, B - ignorer, X - renommer"
Инсталлируется romfs.bin,Installation de romfs.bin
Информация о зарядке батареи,Informations sur la charge de la batterie
Информация о контенте,Informations sur le contenu
Информация о контенте ({}),Informations sur le contenu ({})
Информация о прошивке,Informations sur le firmware
Информация о системе,Informations système
Информация о сохранении,Informations de sauvegarde
Информация о сохранении...,Informations de sauvegarde...
Информация о тикете,Informations sur le ticket
Информация о тикете...,Informations sur le ticket...
Информация об NSP,Informations NSP
Информация об атмосфере,Informations sur Atmosphere
Информация об игровой активности,Informations sur l'activité de jeu
Информация об источние питания,Informations sur la source d'alimentation
Информация об оборудовании,Informations matérielles
Информация...,Information...
Испанский,Espagnol
Использовано дополнительной памяти: {}. Создано буферов: {},Mémoire supplémentaire utilisée : {}. Tampons créés : {}
Использовать папку для...,Utiliser le dossier pour...
Используется USB{},Utilisation de l'USB{}
Итальянский,Italien
Ищется control для ProgramId {},Recherche du control pour ProgramId {}
Ищется exefs/romfs для ProgramId {},Recherche d'exefs/romfs pour ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Recherche de exefs/romfs/logo pour ProgramId {}
Ищется {},Recherche de {}
Июль,Juillet
Июнь,Juin
Канадский французский,Français canadien
"Когда ваше устройство подключится, нажмите любую кнопку",Appuyez sur n'importe quel bouton lorsque votre appareil se connecte
Код партии батареи    : {} ({}),Code de lot batterie     : {} ({})
Кодировка,Encodage
Конец игры            : -,Fin du jeu             : -
Конец игры            : {},Fin du jeu             : {}
Контент уже на месте,Le contenu est déjà en place
Копирование IVFC слой {} в nca: {},Copie de la couche IVFC {} vers nca : {}
Копирование PFS0 в nca,Copie de PFS0 vers nca
Копирование PFS0 хэш таблицы в nca,Copie de la table de hachage PFS0 vers nca
Копирование SDK {} в файл: {}...,Copie du SDK {} vers le fichier : {}...
Копировать,Copier
Корейский,Coréen
Корень не найден,Racine introuvable
Корень сохранения не существует,La racine de sauvegarde n'existe pas
Корея,Corée
Латиноамериканский испанский,Espagnol d'Amérique latine
Май,Mai
Март,Mars
Масштаб: По ширине,Échelle : Ajuster à la largeur
Масштаб: По экрану,Échelle : Adapter à l'écran
Масштаб: Точка в точку,Échelle : Pixel parfait
Масштаб: Увеличение x2,Échelle : Agrandissement x2
Место в  NAND         : {},Espace dans NAND     : {}
Место на SD карте     : {},Espace sur carte SD    : {}
Место на приставке не занято,Aucun espace occupé sur la console
Мета контент отсутствует,Contenu méta manquant
Миссия провалена\n\nНажмите А для выхода,Mission échouée\n\nAppuyez sur A pour quitter
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Mission réussie\n\nCoups restants : {}\n\nAppuyez sur A pour quitter
Модификация файла не удалась,Échec de la modification du fichier
На выбранном устройстве нет достаточного свободного места для установки,Il n'y a pas assez d'espace libre sur l'appareil sélectionné pour l'installation
На месте нет достаточно свободного места,Espace libre insuffisant
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Appuyez sur (+) pour écraser la configuration avec la mise à jour\n\nN'importe quel autre bouton pour ignorer
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Appuyez sur (+) pour supprimer, tout autre bouton pour ignorer...\n (-) Tout supprimer sans redemander"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Appuyez sur A pour continuer, un autre bouton pour quitter"
"Нажмите B, чтобы вернуться",Appuyez sur B pour revenir
Нажмите любую кнопку,Appuyez sur n'importe quel bouton
Найден SDK: {},SDK trouvé : {}
Найден {} зарегистрированный контент-файл,Trouvé {} fichier de contenu enregistré
Найден {} контент-файл,Fichier de contenu {} trouvé
Найден {} пользователь,Trouvé {} utilisateur
Найден {} потерянный контент-файл,{} fichier de contenu orphelin trouvé
Найден {} файл,{} fichier trouvé
Найден {} файл с ошибками,{} fichier avec erreurs trouvé
Найден и удалён {} неиспользуемый тикет,Trouvé et supprimé {} ticket inutilisé
Найдена {} запись об игре,Trouvé {} entrée de jeu
Найдена {} запись об ошибках,{} enregistrement d'erreur trouvé
Найдена {} установленная игра,Trouvé {} jeu installé
Найдено {} записей об играх,{} enregistrements de jeux trouvés
Найдено {} записей об ошибках,Trouvé {} rapports d'erreurs
Найдено {} записи об играх,{} entrées de jeux trouvées
({}/{}) Устанавливается {},({}/{}) Installation de {}
Найдено {} записи об ошибках,Trouvé {} rapports d'erreurs
Найдено {} зарегистрированных контент-файла,Trouvé {} fichiers de contenu enregistrés
Найдено {} зарегистрированных контент-файлов,{} fichiers de contenu enregistrés trouvés
Найдено {} контент-файла,Trouvé {} fichiers de contenu
Найдено {} контент-файлов,{} fichiers de contenu trouvés
Найдено {} обновление,{} mise à jour trouvée
Найдено {} обновлений,{} mises à jour trouvées
Найдено {} обновления,Trouvé {} mises à jour
Найдено {} пользователей,{} utilisateurs trouvés
Найдено {} пользователя,{} utilisateur trouvé
Найдено {} потерянных контент-файла,{} fichiers de contenu perdus trouvés
Найдено {} потерянных контент-файлов,{} fichiers de contenu orphelins trouvés
Найдено {} сохранение,Trouvé {} sauvegarde
Найдено {} сохранение...,Sauvegarde {} trouvée...
Найдено {} сохранений,{} sauvegardes trouvées
Найдено {} сохранений...,Trouvé {} sauvegardes...
Найдено {} сохранения,Trouvé {} sauvegardes
Найдено {} сохранения...,Trouvé {} sauvegardes...
Найдено {} установленные игры,{} jeux installés trouvés
Найдено {} установленных игр,{} jeux installés trouvés
Найдено {} файла,{} fichier trouvé
Найдено {} файла с ошибками,{} fichiers avec erreurs trouvés
Найдено {} файлов,{} fichiers trouvés
Найдено {} файлов с ошибками,{} fichiers avec erreurs trouvés
Найдено и удалено {} неиспользуемых тикета,{} tickets inutilisés trouvés et supprimés
Найдено и удалено {} неиспользуемых тикетов,{} tickets inutilisés trouvés et supprimés
Найдено существующее сохранение. Восстанавливаю бекап в него...,Sauvegarde existante trouvée. Restauration de la sauvegarde...
Настройки,Paramètres
Настройки DBI,Paramètres DBI
Настройки FB2,Paramètres FB2
Начало игры           : -,Début du jeu           : -
Начало игры           : {},Début du jeu           : {}
Начало создания Control.nca,Début de la création de Control.nca
Начало создания Program.nca,Début de la création de Program.nca
Начать установку,Démarrer l'installation
Не доступно,Non disponible
Не известно,Inconnu
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Aucun disque USB trouvé pouvant contenir le dump résultant. Assurez-vous qu'il est formaté en ExFAT.
Не найдены требуемые тикеты,Tickets requis introuvables
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Temps d'inactivité \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Échec de la création du NSP
Не удалось получить список,Échec de la récupération de la liste
Не удалось установить аватар\n{},Échec de la définition de l'avatar\n{}
Не установлен,Non installé
Невозможно найти путь,Impossible de trouver le chemin
Невозможно открыть папку журналов ошибок,Impossible d'ouvrir le dossier des journaux d'erreurs
Невозможно переименовать '{}' в '{}':,Impossible de renommer '{}' en '{}':
Невозможно получить список LFS,Impossible d'obtenir la liste LFS
Невозможно получить список пользователей,Impossible de récupérer la liste des utilisateurs
Невозможно получить статус связи с Nintendo Account,Impossible d'obtenir l'état de liaison du compte Nintendo
...готово,...terminé
Невозможно получить число записей об ошибках,Impossible d'obtenir le nombre d'enregistrements d'erreurs
Невозможно прочитать общие тикеты,Impossible de lire les tickets communs
Невозможно прочитать персонализированные тикеты,Impossible de lire les tickets personnalisés
Невозможно разобрать content meta,Impossible d'analyser content meta
Невозможно разобрать content meta. Неожиданная ошибка,Impossible d'analyser le content meta. Erreur inattendue
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossible d'analyser le content meta. FIRMWARE OBSOLÈTE. Mise à jour HOS requise
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossible d'analyser nca. FIRMWARE OBSOLÈTE. Mise à jour HOS requise
Невозможно разобрать индекс кеша,Impossible d'analyser l'index du cache
Невозможно распаковать '{}':,Impossible de décompresser '{}' :
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Impossible de copier le fichier\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Impossible de monter la sauvegarde
Невозможно смонтировать устройство сохраниения,Impossible de monter le périphérique de sauvegarde
Невозможно создать каталог,Impossible de créer le répertoire
Невозможно создать каталог '{}':,Impossible de créer le répertoire '{}' :
Невозможно создать файл,Impossible de créer le fichier
Невозможно создать файл '{}':,Impossible de créer le fichier '{}':
Недопустимый идентификатор,Identifiant invalide
Неизвестная игра [{:016x}],Jeu inconnu [{:016x}]
: {:>4} сохранение,: {:>4} sauvegarde
Неизвестно,Inconnu
Неизвестный тайтл,Titre inconnu
Немецкий,Allemand
Неправильное хранилище,Stockage invalide
Неправильный родительский объект,Objet parent invalide
Нет,Non
Нет VFS. Прекращение работы,Pas de VFS. Arrêt
Нет exefs VFS. Прекращение работы,Pas de exefs VFS. Arrêt
: {:>4} сохранений,: {:>4} sauvegardes
Нет logo VFS. Прекращение работы,Pas de logo VFS. Arrêt
Нет romfs VFS. Прекращение работы,Pas de romfs VFS. Arrêt
Нет лого,Pas de logo
Нечего устанавливать,Rien à installer
Новое имя для '{}',Nouveau nom pour '{}'
Новый каталог,Nouveau répertoire
Новый размер сохранения в МБ,Nouvelle taille de sauvegarde en Mo
Новый рейтинг (-1 для удаления),Nouvelle note (-1 pour supprimer)
: {:>4} сохранения,: {:>4} sauvegardes
Номер страницы,Numéro de page
Ночь,Nuit
Нужен связанный аккаунт,Compte lié requis
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERREUR LORS DE L'OBTENTION DES DONNÉES SUPPLÉMENTAIRES
Обнаружены недопустимые символы,Caractères non valides détectés
Обновить DBI,Mettre à jour DBI
Обновить DBI из этого файла,Mettre à jour DBI depuis ce fichier
Обновить TitleDB,Mettre à jour TitleDB
Обновление TitleDB,Mise à jour de TitleDB
Обновление базы данных...,Mise à jour de la base de données...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Mise à jour vers la version {} {}\n\nAppuyez sur (+) pour continuer\nN'importe quel autre bouton pour annuler
Обновление времени...,Mise à jour de l'heure...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Mise à jour terminée\n\nAppuyez sur n'importe quel bouton\npour redémarrer DBI
Обновление фейковой записи {} ➡ [v{}],Mise à jour de l'enregistrement factice {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Mise à jour. Veuillez patienter...
Обновляется запись об игре...,Mise à jour de l'enregistrement du jeu...
Обрабатывается запись {:016X},Traitement de l'enregistrement {:016X}
Обратный альбом (180°),Album inversé (180°)
Обратный портрет (270°),Portrait inversé (270°)
Общее время активной игры     : {} часов,Temps de jeu actif total         : {} heures
Общее время дампа {:d}:{:02d}:{:02d},Temps total de dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Temps de jeu total               : {} heures
Общее время игры      : -,Temps de jeu total     : -
Общее время игры      : {:d} часов {:02d} минут,Temps de jeu total     : {:d} heures {:02d} minutes
Общее время установки: {:d}:{:02d}:{:02d},Temps d'installation total : {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Temps total : {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Espace total occupé : N:{} + S:{} = {}
Общее число запусков  : -,Nombre total de lancements : -
Общие,Général
Общий размер установки: {},Taille totale d'installation : {}
Объединение списков,Fusionner les listes
Объект {} не допустим,L'objet {} n'est pas autorisé
Объект {} не может быть создан,L'objet {} ne peut pas être créé
Объект не открыт для редактирования,L'objet n'est pas ouvert pour modification
Объект удалён,Objet supprimé
Объект уже открыт для редактирования,L'objet est déjà ouvert pour modification
Огибка получения адреса сокета: {} {},Erreur lors de l'obtention de l'adresse du socket : {} {}
Ожидаемый размер: {},Taille attendue : {}
Ожидается большой (>4GB) файл,Fichier volumineux (>4GB) attendu
Ожидается запуск dbibackend на стороне ПК...,En attente du démarrage de dbibackend côté PC...
Ожидание: {} секунд,Attente : {} secondes
Ожидание: {} секунда,Attente : {} seconde
Ожидание: {} секунды,Attente : {} secondes
Ориентация,Orientation
Ориентация...,Orientation...
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principal introuvable. Essai de la variante multiprogramme
Оставить сохранения,Conserver les sauvegardes
Осталось ходов:    {:>3},Coups restants :    {:>3}
Остаток файла пропускается,Le reste du fichier est ignoré
Отключение связи с мобильным приложением...,Déconnexion de l'application mobile...
Открываем папку прошивки...,Ouverture du dossier firmware...
Открыть,Ouvrir
Открыть вторую панель,Ouvrir le second panneau
Открыть как 7Z,Ouvrir en tant que 7Z
Открыть как RAR,Ouvrir en tant que RAR
Открыть как ZIP,Ouvrir comme ZIP
Открыть как hex,Ouvrir en hex
Открыть как текст,Ouvrir comme texte
Открыть контент по MTP,Ouvrir le contenu via MTP
Открыть папку LFS,Ouvrir le dossier LFS
Content meta не найден. Установка прервана,Méta de contenu introuvable. Installation interrompue
Отослано {}/{} байт,{}/{} octets envoyés
Отсутствуют ES сигпатчи!,Les sigpatches ES sont manquants !
Очистка /atmosphere/contents,Nettoyage de /atmosphere/contents
Очистка кеша rightsId...,Effacement du cache rightsId...
Очистка папки...,Nettoyage du dossier...
Очистка плейсхолдеров...,Effacement des espaces réservés...
Очистка системы от мусора,Nettoyage du système des fichiers inutiles
Очистка сохранений,Suppression des sauvegardes
Очистка...,Nettoyage...
Ошибка FTP сервера,Erreur du serveur FTP
DBI Просмотр альбома,DBI Affichage de l'album
Ошибка во время копирования файла,Erreur lors de la copie du fichier
Ошибка во время обновления тайтла,Erreur lors de la mise à jour du titre
Ошибка выделения сокета: {},Erreur d'allocation de socket : {}
Ошибка завершения соединения: {},Erreur de fin de connexion : {}
Ошибка загрузки картинки,Erreur de chargement de l'image
Ошибка загрузки файла из альбома: {},Erreur lors du chargement du fichier depuis l'album : {}
Ошибка закрытия сокета: {},Erreur de fermeture du socket : {}
Ошибка записи файла: {},Erreur d'écriture du fichier : {}
Ошибка изменения размера файла,Erreur lors du redimensionnement du fichier
Ошибка инициализации {}: {},Erreur d'initialisation {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD et sticks - défilement, L - page haut, R - page bas"
Ошибка опроса сокета: {},Erreur de sondage du socket : {}
Ошибка открытия каталога: {},Erreur lors de l'ouverture du répertoire : {}
Ошибка открытия сокета: {},Erreur d'ouverture du socket : {}
Ошибка открытия файла,Erreur lors de l'ouverture du fichier
Ошибка открытия файла '{}': {},Erreur lors de l'ouverture du fichier '{}': {}
Ошибка открытия файла: {},Erreur lors de l'ouverture du fichier : {}
Ошибка отсылки: {},Erreur d'envoi : {}
Ошибка переименования: {},Erreur de renommage : {}
Ошибка подключения: {},Erreur de connexion : {}
Ошибка подмены SDK: {},Erreur de remplacement du SDK : {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD et sticks - défilement, L - page haut, R - page bas, R3 - Texte/Hex"
Ошибка получения адреса узла: {},Erreur lors de l'obtention de l'adresse du nœud : {}
Ошибка получения внеочередных данных: {},Erreur lors de la récupération des données hors bande: {}
Ошибка получения имени сокета: {} {},Erreur lors de l'obtention du nom du socket : {} {}
Ошибка получения информаци о файле: {},Erreur lors de l'obtention des informations du fichier : {}
Ошибка получения размера файла: {},Erreur lors de l'obtention de la taille du fichier : {}
Ошибка получения флагов сокета: {},Erreur lors de l'obtention des drapeaux du socket : {}
Ошибка получения хранилища {},Erreur lors de la récupération du stockage {}
Ошибка получения: {},Erreur de récupération : {}
Ошибка получения: {} {},Erreur de récupération : {} {}
Ошибка посылки файла: {},Erreur d'envoi de fichier : {}
Ошибка привязки сокета к порту {}: {},Erreur de liaison du socket au port {}: {}
Ошибка привязки: {},Erreur de liaison : {}
Ошибка принятия соединения: {} {},Erreur d'acceptation de connexion : {} {}
Ошибка приёма соединения: {},Erreur de réception de connexion : {}
Ошибка проверси метки сокета: {},Erreur de vérification de l'étiquette de socket : {}
Ошибка прослушивания: {},Erreur d'écoute : {}
Ошибка прослушки сокета: {},Erreur d'écoute du socket : {}
Ошибка сжатия,Erreur de compression
Ошибка создания каталога: {},Erreur lors de la création du répertoire : {}
Ошибка создания сокета: {},Erreur de création du socket : {}
Ошибка создания сохранения,Erreur lors de la création de la sauvegarde
Ошибка удаления каталога: {},Erreur lors de la suppression du répertoire : {}
Ошибка удаления файла: {},Erreur de suppression du fichier : {}
Ошибка установки флагов сокета: {},Erreur lors de la définition des drapeaux de socket : {}
Ошибка чтения записи об игре: {},Erreur de lecture de l'enregistrement du jeu : {}
Ошибка чтения каталога: {},Erreur de lecture du répertoire : {}
Ошибка чтения файла: {},Erreur de lecture du fichier : {}
Ошибок не найдено,Aucune erreur trouvée
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Numéro de DLC invalide (Doit être dans la plage 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Numéro de DLC invalide (Doit être dans la plage 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket invalide {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Dossier LFS introuvable
Папка обновления очищена,Dossier de mise à jour vidé
Параметры FTP,Paramètres FTP
Параметры MTP,Paramètres MTP
Параметры установки,Options d'installation
Передача окончена,Transfert terminé
Переименование объекта,Renommage de l'objet
Переименовать,Renommer
Перейти к первой странице,Aller à la première page
Перейти к последней странице,Aller à la dernière page
Перейти к странице...,Aller à la page...
Переместить,Déplacer
Переместить в NAND,Déplacer vers NAND
Переместить на SD карту,Déplacer vers carte SD
"Перемещение {} ({}, {}) в {}","Déplacement de {} ({}, {}) vers {}"
Перемещение {} записей,Déplacement de {} entrées
Перемещение {} записи,Déplacement de {} entrée
Перемещение {} игр,Déplacement de {} jeux
Перемещение {} игры,Déplacement de {} jeu
FTP сервер (нажмите B для остановки),Serveur FTP (appuyez sur B pour arrêter)
Перемещение контента,Déplacement du contenu
Перенос строк,Saut de ligne
Переоткрытие ФС сохранения: {},Réouverture du FS de sauvegarde: {}
Пишется новая запись о контенте...,Écriture d'un nouveau enregistrement de contenu...
Пишется новый cnmt.nca...,Écriture du nouveau cnmt.nca...
Подготовка...,Préparation...
Подключаемся к {}...,Connexion à {}...
Подключено к {}:{},Connecté à {}:{}
Подмена SDK,Remplacement du SDK
Подменить SDK,Remplacer le SDK
Подсчитывается размер установки...,Calcul de la taille d'installation...
Подсчитывается размер установки...{}%,Calcul de la taille d'installation...{}%
Подсчитываются объекты в альбоме в NAND,Comptage des objets dans l'album dans la NAND
Подсчитываются объекты в альбоме на SD карте,Comptage des objets dans l'album sur la carte SD
Подсчёт метаданных...,Comptage des métadonnées...
Подсчёт основного хэша,Calcul du hachage principal
Подсчёт хэша секции,Calcul du hash de section
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Veuillez connecter votre console au PC avec un câble USB Type-C ou appuyez sur B
"Пожалуйста, подождите...",Veuillez patienter...
Поиск записей об ошибках,Recherche de journaux d'erreurs
Поиск неиспользуемых тикетов,Recherche de tickets inutilisés
Поиск подготовленного системного обновления,Recherche de mise à jour système préparée
Поиск потерянных тайтлов,Recherche de titres perdus
Поиск потерянных файлов в NAND,Recherche de fichiers perdus dans la NAND
Поиск потерянных файлов на SD,Recherche de fichiers perdus sur SD
Поиск сохранений удалённых пользователей...,Recherche des sauvegardes d'utilisateurs supprimés...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Liste de {} entrées reçue
Получен список из {} записи,Liste reçue de {} entrées
Получение версий установленных игр,Récupération des versions des jeux installés
Получение информации из hac_versionlist...,Récupération des informations depuis hac_versionlist...
Получение информации из системы...,Récupération des informations système...
Получение информации об играх...,Récupération des informations de jeu...
Получение списка тикетов...,Récupération de la liste des tickets...
Получение файла: {} МБ ({:.2f} МБ/сек),Réception du fichier : {} Mo ({:.2f} Mo/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Réception du fichier : {}/\x1b[36;1m{}\x1b[37;1m Mo (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m Mo/sec)
Полученное время: {},Heure reçue : {}
Полученный размер: {},Taille reçue : {}
"Получено: {}, ({:.2f} МБ/сек)","Reçu : {}, ({:.2f} Mo/s)"
Пользователь {} не найден. Создание сохранения невозможно,Utilisateur {} introuvable. Création de sauvegarde impossible
Пользователь не найден,Utilisateur introuvable
Попытаться разобрать,Essayer d'analyser
Попытка исправить,Tentative de réparation
Портрет (90°),Portrait (90°)
Португальский,Portugais
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Début, L+➡-Fin, ZL-Casse, ZR-Entrée, Y-Espace, X-Retour, R3-Langue"
После удаления игры не будут запускаться,Les jeux ne se lanceront pas après suppression
Посылается файл: {},Envoi du fichier : {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Envoi du fichier : {}/\x1b[36;1m{}\x1b[37;1m Mo (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m Mo/s)
Превышен размер командного буфера,Taille du tampon de commande dépassée
LFS мод.: -,Mode LFS : -
Предоставить по FTP,Fournir par FTP
Прекращение прослушивания на {}:{},Arrêt de l'écoute sur {}:{}
Прервано пользователем,Annulé par l'utilisateur
Привязка к {}:{},Liaison à {}:{}
Принято соединение от {}:{},Connexion acceptée depuis {}:{}
Проверить целостность,Vérifier l'intégrité
Проверка magic...,Vérification du magic...
"Проверка {} ({}, {}), {}","Vérification {} ({}, {}), {}"
Проверка картриджа...,Vérification de la cartouche...
Проверка на наличие  {}...,Vérification de {}...
Проверка обновлений,Vérification des mises à jour
Проверка обновлений игр,Vérification des mises à jour de jeux
Проверка сохранений,Vérification des sauvegardes
Проверка целостности ({}),Vérification d'intégrité ({})
Проверяется: {},Vérification : {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS  : Présent, Taille : calcul désactivé dans les paramètres"
Проверяются бекапы...,Vérification des sauvegardes...
Проверяются сохранения,Vérification des sauvegardes
Программа {}. Control не найдена,Application {}. Control introuvable
Программа {}. Exefs не найдена,Programme {}. Exefs introuvable
Программа {}. Romfs не найдена,Application {}. Romfs introuvable
Произошла неизвестная ошибка,Une erreur inconnue s'est produite
Произошла ошибка:,Une erreur s'est produite :
Произошла ошибка: {},Une erreur s'est produite : {}
LFS папка игры,Dossier LFS du jeu
Пропускается: {}          \r,Ignoré : {}          \r
Прослушивание на {}:{},Écoute sur {}:{}
Просмотр альбома по HTTP,Voir l'album via HTTP
MTP Респондер (нажмите B для остановки),Répondeur MTP (appuyez sur B pour arrêter)
Просмотреть игры,Voir les jeux
Просто запуск,Lancer simplement
Разбор,Analyse
Раздел secure не найден,Section secure introuvable
"Размер  : {}, {} файл","Taille  : {}, {} fichier"
"Размер  : {}, {} файла","Taille  : {}, {} fichier"
"Размер  : {}, {} файлов","Taille  : {}, {} fichiers"
Размер посылаемого файла   : {},Taille du fichier envoyé : {}
Размер сохранений     : {},Taille des sauvegardes : {}
Размер: {},Taille : {}
Разрешено,Autorisé
Распаковать в подкаталог,Extraire dans un sous-répertoire
Распаковать сюда,Extraire ici
Распаковка файла,Décompression du fichier
Растущие цветы:     {},Fleurs en croissance :     {}
Nintendo Account задан и связан,Compte Nintendo défini et lié
Регистрация контента {}...,Enregistrement du contenu {}...
Регистрация файла {}...,Enregistrement du fichier {}...
Регистры котроллера MAX17050,Registres du contrôleur MAX17050
Редактирование возрастного рейтинга...,Modification de la classification d'âge...
Редактирование запретов,Modifier les restrictions
Рендеринг FB2,Rendu FB2
"Nintendo Account задан, но не связан","Compte Nintendo défini, mais non lié"
Сброс требуемой версии,Réinitialiser la version requise
Сбросить требуемую версию,Réinitialiser la version requise
Сведения,Informations
Сведения...,Informations...
Свободное место в хранилище: {},Espace de stockage libre : {}
Свободное место: {},Espace libre : {}
Сгенерировать и установить,Générer et installer
Nintendo Account не задан,Compte Nintendo non défini
Сдампить на SD карту,Dumper sur carte SD
Сдампить на внешний USB,Dumper vers USB externe
Сдампить текущую прошивку,Dumper le firmware actuel
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dumpé : {}/{} ({}%) ({:.2f} Mo/sec)
Сделать бекап,Créer une sauvegarde
"Сделать бекап, если новее",Sauvegarder si plus récent
Северная Америка,Amérique du Nord
Сентябрь,Septembre
Сепия,Sépia
Сервер запущен,Serveur démarré
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Le serveur propose d'effectuer une mise à jour de DBI\n\nAppuyez sur (+) pour confirmer\nN'importe quel autre bouton pour annuler
Сессии,Sessions
Сессия закрыта,Session fermée
Сессия открыта,Session ouverte
Синхронизация времени по NTP,Synchronisation de l'heure par NTP
Системные приложения,Applications système
Системный по умолчанию,Par défaut du système
Сканирование директорий...,Analyse des répertoires...
Сканирование игр...,Analyse des jeux...
Скачано {}/{},Téléchargé {}/{}
Скачивание файла не удалось,Échec du téléchargement du fichier
Скорость передачи: {:.2f} МБ/сек,Vitesse de transfert : {:.2f} Mo/sec
Собираются сведения...,Collecte d'informations...
Соединение сброшено,Connexion réinitialisée
Создание DLC анлокера,Création du déverrouilleur de DLC
Создание NSP,Création de NSP
Создание sdmc:/versions.txt,Création de sdmc:/versions.txt
Создание дампа ({}),Création du dump ({})
Создание дампа: {},Création du dump : {}
Создание единого репака,Création d'un repack unifié
Создание записи об игре...,Création de l'enregistrement du jeu...
Создание новой записи об игре...,Création d'une nouvelle entrée de jeu...
Создание плейсхолдера: {}...,Création de l'espace réservé : {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Création du repack Id: {:016X}, Version: {}, Type: {}"
Создание строк... {}%,Création des chaînes... {}%
Создание таблицы имён,Création de la table des noms
Создание тела файла,Création du corps du fichier
Создание точки доступа...,Création du point d'accès...
Создание хэш таблицы,Création de la table de hachage
Создание ярлыка,Création du raccourci
