original,translation
Найден {} потерянный контент-файл,Found {} orphaned content file
Найден {} файл,Found {} file
Найден {} файл с ошибками,Found {} file with errors
Найден и удалён {} неиспользуемый тикет,Found and deleted {} unused ticket
Найдена {} запись об игре,Found {} game entry
Найдена {} запись об ошибках,Found {} error record
Найдена {} установленная игра,Found {} installed game
Найдено {} записей об играх,Found {} game records
Найдено {} записей об ошибках,Found {} error reports
Найдено {} записи об играх,Found {} game entries
({}/{}) Устанавливается {},({}/{}) Installing {}
Найдено {} записи об ошибках,Found {} error reports
Найдено {} зарегистрированных контент-файла,Found {} registered content files
Найдено {} зарегистрированных контент-файлов,Found {} registered content files
Найдено {} контент-файла,Found {} content files
Найдено {} контент-файлов,{} content files found
Найдено {} обновление,{} update found
Найдено {} обновлений,Found {} updates
Найдено {} обновления,Found {} updates
Найдено {} пользователей,Found {} users
Найдено {} пользователя,Found {} user
Найдено {} потерянных контент-файла,Found {} lost content files
Найдено {} потерянных контент-файлов,Found {} orphaned content files
Найдено {} сохранение,Found {} save
Найдено {} сохранение...,Found {} save...
Найдено {} сохранений,Found {} saves
Найдено {} сохранений...,Found {} saves...
Найдено {} сохранения,Found {} saves
Найдено {} сохранения...,Found {} saves...
Найдено {} установленные игры,Found {} installed games
Найдено {} установленных игр,Found {} installed games
Найдено {} файла,{} file found
Найдено {} файла с ошибками,Found {} files with errors
Найдено {} файлов,{} files found
Найдено {} файлов с ошибками,Found {} files with errors
Найдено и удалено {} неиспользуемых тикета,Found and removed {} unused tickets
Найдено и удалено {} неиспользуемых тикетов,Found and removed {} unused tickets
Найдено существующее сохранение. Восстанавливаю бекап в него...,Found existing save. Restoring backup into it...
Настройки,Settings
Настройки DBI,DBI Settings
Настройки FB2,FB2 Settings
Начало игры           : -,Game start      : -
Начало игры           : {},Game start      : {}
Начало создания Control.nca,Starting Control.nca creation
Начало создания Program.nca,Starting Program.nca creation
Начать установку,Start installation
Не доступно,Not available
Не известно,Unknown
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",No USB drive found that could fit the resulting dump. Make sure it is formatted as ExFAT.
Не найдены требуемые тикеты,Required tickets not found
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Idle time \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Failed to create NSP
Не удалось получить список,Failed to retrieve list
Не удалось установить аватар\n{},Failed to set avatar\n{}
Не установлен,Not installed
Невозможно найти путь,Unable to find path
Невозможно открыть папку журналов ошибок,Unable to open error log folder
Невозможно переименовать '{}' в '{}':,Cannot rename '{}' to '{}':
Невозможно получить список LFS,Unable to get LFS list
Невозможно получить список пользователей,Unable to retrieve user list
Невозможно получить статус связи с Nintendo Account,Unable to get Nintendo Account link status
...готово,...done
Невозможно получить число записей об ошибках,Unable to get error record count
Невозможно прочитать общие тикеты,Unable to read common tickets
Невозможно прочитать персонализированные тикеты,Unable to read personalised tickets
Невозможно разобрать content meta,Unable to parse content meta
Невозможно разобрать content meta. Неожиданная ошибка,Unable to parse content meta. Unexpected error
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Unable to parse content meta. OUTDATED FIRMWARE. HOS update required
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Unable to parse nca. OUTDATED FIRMWARE. HOS update required
Невозможно разобрать индекс кеша,Unable to parse cache index
Невозможно распаковать '{}':,Cannot unpack '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Cannot copy file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Unable to mount save
Невозможно смонтировать устройство сохраниения,Unable to mount save device
Невозможно создать каталог,Cannot create directory
Невозможно создать каталог '{}':,Cannot create directory '{}':
Невозможно создать файл,Cannot create file
Невозможно создать файл '{}':,Cannot create file '{}':
Недопустимый идентификатор,Invalid identifier
Неизвестная игра [{:016x}],Unknown game [{:016x}]
: {:>4} сохранение,: {:>4} save
Неизвестно,Unknown
Неизвестный тайтл,Unknown title
Немецкий,German
Неправильное хранилище,Invalid storage
Неправильный родительский объект,Invalid parent object
Нет,No
Нет VFS. Прекращение работы,No VFS. Terminating
Нет exefs VFS. Прекращение работы,No exefs VFS. Terminating
: {:>4} сохранений,: {:>4} saves
Нет logo VFS. Прекращение работы,No logo VFS. Terminating
Нет romfs VFS. Прекращение работы,No romfs VFS. Terminating
Нет лого,No logo
Нечего устанавливать,Nothing to install
Новое имя для '{}',New name for '{}'
Новый каталог,New directory
Новый размер сохранения в МБ,New save size in MB
Новый рейтинг (-1 для удаления),New rating (-1 to remove)
: {:>4} сохранения,: {:>4} saves
Номер страницы,Page number
Ночь,Night
Нужен связанный аккаунт,Linked account required
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERROR GETTING EXTRA DATA
Обнаружены недопустимые символы,Invalid characters detected
Обновить DBI,Update DBI
Обновить DBI из этого файла,Update DBI from this file
Обновить TitleDB,Update TitleDB
Обновление TitleDB,Updating TitleDB
Обновление базы данных...,Updating database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Updating version to {} {}\n\nPress (+) to continue\nAny other button to cancel
Обновление времени...,Updating time...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update completed\n\nPress any button\nto restart DBI
Обновление фейковой записи {} ➡ [v{}],Updating fake record {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Updating. Please wait...
Обновляется запись об игре...,Updating game record...
Обрабатывается запись {:016X},Processing record {:016X}
Обратный альбом (180°),Reverse album (180°)
Обратный портрет (270°),Reverse Portrait (270°)
Общее время активной игры     : {} часов,Total active play time        : {} hours
Общее время дампа {:d}:{:02d}:{:02d},Total dump time {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Total playtime                : {} hours
Общее время игры      : -,Total play time : -
Общее время игры      : {:d} часов {:02d} минут,Total play time : {:d} hours {:02d} minutes
Общее время установки: {:d}:{:02d}:{:02d},Total installation time: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Total time: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Total space used: N:{} + S:{} = {}
Общее число запусков  : -,Total number of launches : -
Общие,General
Общий размер установки: {},Total installation size: {}
Объединение списков,Merge lists
Объект {} не допустим,Object {} is not allowed
Объект {} не может быть создан,Object {} cannot be created
Объект не открыт для редактирования,Object is not open for editing
Объект удалён,Object deleted
Объект уже открыт для редактирования,Object is already open for editing
Огибка получения адреса сокета: {} {},Error getting socket address: {} {}
Ожидаемый размер: {},Expected size: {}
Ожидается большой (>4GB) файл,Large (>4GB) file expected
Ожидается запуск dbibackend на стороне ПК...,Waiting for dbibackend to start on PC side...
Ожидание: {} секунд,Waiting: {} seconds
Ожидание: {} секунда,Waiting: {} second
Ожидание: {} секунды,Waiting: {} seconds
Ориентация,Orientation
Ориентация...,Orientation...
Основной SDK не найден. Пробуем мультипрограмный вариант,Main SDK not found. Trying multi-programme variant
Оставить сохранения,Keep save data
Осталось ходов:    {:>3},Moves left:    {:>3}
Остаток файла пропускается,Remainder of file is skipped
Отключение связи с мобильным приложением...,Disconnecting from mobile app...
Открываем папку прошивки...,Opening firmware folder...
Открыть,Open
Открыть вторую панель,Open second panel
Открыть как 7Z,Open as 7Z
Открыть как RAR,Open as RAR
Открыть как ZIP,Open as ZIP
Открыть как hex,Open as hex
Открыть как текст,Open as text
Открыть контент по MTP,Open content via MTP
Открыть папку LFS,Open LFS folder
Content meta не найден. Установка прервана,Content meta not found. Installation aborted
Отослано {}/{} байт,Sent {}/{} bytes
Отсутствуют ES сигпатчи!,ES sigpatches are missing!
Очистка /atmosphere/contents,Cleaning /atmosphere/contents
Очистка кеша rightsId...,Clearing rightsId cache...
Очистка папки...,Cleaning folder...
Очистка плейсхолдеров...,Clearing placeholders...
Очистка системы от мусора,Cleaning system from rubbish
Очистка сохранений,Clearing save data
Очистка...,Cleaning...
Ошибка FTP сервера,FTP server error
DBI Просмотр альбома,DBI Album View
Ошибка во время копирования файла,Error whilst copying file
Ошибка во время обновления тайтла,Error during title update
Ошибка выделения сокета: {},Socket allocation error: {}
Ошибка завершения соединения: {},Connection termination error: {}
Ошибка загрузки картинки,Image loading error
Ошибка загрузки файла из альбома: {},Error loading file from album: {}
Ошибка закрытия сокета: {},Socket close error: {}
Ошибка записи файла: {},File write error: {}
Ошибка изменения размера файла,Error resizing file
Ошибка инициализации {}: {},Initialisation error {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD and sticks - scroll, L - page up, R - page down"
Ошибка опроса сокета: {},Socket poll error: {}
Ошибка открытия каталога: {},Error opening directory: {}
Ошибка открытия сокета: {},Socket open error: {}
Ошибка открытия файла,Error opening file
Ошибка открытия файла '{}': {},Error opening file '{}': {}
Ошибка открытия файла: {},Error opening file: {}
Ошибка отсылки: {},Send error: {}
Ошибка переименования: {},Rename error: {}
Ошибка подключения: {},Connection error: {}
Ошибка подмены SDK: {},SDK replacement error: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD and sticks - scroll, L - page up, R - page down, R3 - Text/Hex"
Ошибка получения адреса узла: {},Error getting node address: {}
Ошибка получения внеочередных данных: {},Error retrieving out-of-band data: {}
Ошибка получения имени сокета: {} {},Error getting socket name: {} {}
Ошибка получения информаци о файле: {},Error getting file information: {}
Ошибка получения размера файла: {},Error getting file size: {}
Ошибка получения флагов сокета: {},Error getting socket flags: {}
Ошибка получения хранилища {},Error retrieving storage {}
Ошибка получения: {},Retrieval error: {}
Ошибка получения: {} {},Retrieval error: {} {}
Ошибка посылки файла: {},File send error: {}
Ошибка привязки сокета к порту {}: {},Error binding socket to port {}: {}
Ошибка привязки: {},Binding error: {}
Ошибка принятия соединения: {} {},Connection accept error: {} {}
Ошибка приёма соединения: {},Connection receive error: {}
Ошибка проверси метки сокета: {},Socket label verification error: {}
Ошибка прослушивания: {},Listen error: {}
Ошибка прослушки сокета: {},Socket listening error: {}
Ошибка сжатия,Compression error
Ошибка создания каталога: {},Error creating directory: {}
Ошибка создания сокета: {},Socket creation error: {}
Ошибка создания сохранения,Error creating save
Ошибка удаления каталога: {},Error deleting directory: {}
Ошибка удаления файла: {},File deletion error: {}
Ошибка установки флагов сокета: {},Error setting socket flags: {}
Ошибка чтения записи об игре: {},Error reading game record: {}
Ошибка чтения каталога: {},Directory read error: {}
Ошибка чтения файла: {},File read error: {}
Ошибок не найдено,No errors found
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Invalid DLC number (Must be in range 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Invalid DLC number (Must be in range 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Invalid ticket {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS folder not found
Папка обновления очищена,Update folder cleared
Параметры FTP,FTP Settings
Параметры MTP,MTP Settings
Параметры установки,Installation options
Передача окончена,Transfer complete
Переименование объекта,Renaming object
Переименовать,Rename
Перейти к первой странице,Go to first page
Перейти к последней странице,Go to last page
Перейти к странице...,Go to page...
Переместить,Move
Переместить в NAND,Move to NAND
Переместить на SD карту,Move to SD card
"Перемещение {} ({}, {}) в {}","Moving {} ({}, {}) to {}"
Перемещение {} записей,Moving {} entries
Перемещение {} записи,Moving {} entry
Перемещение {} игр,Moving {} games
Перемещение {} игры,Moving {} game
FTP сервер (нажмите B для остановки),FTP server (press B to stop)
Перемещение контента,Moving content
Перенос строк,Line break
Переоткрытие ФС сохранения: {},Reopening save FS: {}
Пишется новая запись о контенте...,Writing new content record...
Пишется новый cnmt.nca...,Writing new cnmt.nca...
Подготовка...,Preparing...
Подключаемся к {}...,Connecting to {}...
Подключено к {}:{},Connected to {}:{}
Подмена SDK,SDK Replacement
Подменить SDK,Replace SDK
Подсчитывается размер установки...,Calculating installation size...
Подсчитывается размер установки...{}%,Calculating install size...{}%
Подсчитываются объекты в альбоме в NAND,Counting objects in album in NAND
Подсчитываются объекты в альбоме на SD карте,Counting objects in album on SD card
Подсчёт метаданных...,Counting metadata...
Подсчёт основного хэша,Calculating main hash
Подсчёт хэша секции,Calculating section hash
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Please connect your console to the PC with a USB Type-C cable or press B
"Пожалуйста, подождите...",Please wait...
Поиск записей об ошибках,Searching for error logs
Поиск неиспользуемых тикетов,Searching for unused tickets
Поиск подготовленного системного обновления,Searching for prepared system update
Поиск потерянных тайтлов,Searching for lost titles
Поиск потерянных файлов в NAND,Searching for lost files in NAND
Поиск потерянных файлов на SD,Searching for lost files on SD
Поиск сохранений удалённых пользователей...,Searching for deleted users' save data...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Received list of {} entries
Получен список из {} записи,Received list of {} entries
Получение версий установленных игр,Getting installed game versions
Получение информации из hac_versionlist...,Retrieving information from hac_versionlist...
Получение информации из системы...,Retrieving system information...
Получение информации об играх...,Retrieving game information...
Получение списка тикетов...,Retrieving ticket list...
Получение файла: {} МБ ({:.2f} МБ/сек),Receiving file: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Receiving file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sec)
Полученное время: {},Received time: {}
Полученный размер: {},Received size: {}
"Получено: {}, ({:.2f} МБ/сек)","Received: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,User {} not found. Save creation impossible
Пользователь не найден,User not found
Попытаться разобрать,Try to parse
Попытка исправить,Attempting to repair
Портрет (90°),Portrait (90°)
Португальский,Portuguese
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Home, L+➡-End, ZL-Case, ZR-Enter, Y-Space, X-Backspace, R3-Language"
После удаления игры не будут запускаться,Games will not launch after deletion
Посылается файл: {},Sending file: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Sending file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Command buffer size exceeded
LFS мод.: -,LFS mode : -
Предоставить по FTP,Provide via FTP
Прекращение прослушивания на {}:{},Stopping listening on {}:{}
Прервано пользователем,Aborted by user
Привязка к {}:{},Binding to {}:{}
Принято соединение от {}:{},Accepted connection from {}:{}
Проверить целостность,Verify integrity
Проверка magic...,Checking magic...
"Проверка {} ({}, {}), {}","Verification {} ({}, {}), {}"
Проверка картриджа...,Checking cartridge...
Проверка на наличие  {}...,Checking for {}...
Проверка обновлений,Checking for updates
Проверка обновлений игр,Checking for game updates
Проверка сохранений,Checking save data
Проверка целостности ({}),Integrity check ({})
Проверяется: {},Checking: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS mod  : Present, Size: calculation disabled in settings"
Проверяются бекапы...,Checking backups...
Проверяются сохранения,Checking saves
Программа {}. Control не найдена,Application {}. Control not found
Программа {}. Exefs не найдена,Programme {}. Exefs not found
Программа {}. Romfs не найдена,Application {}. Romfs not found
Произошла неизвестная ошибка,An unknown error occurred
Произошла ошибка:,An error occurred:
Произошла ошибка: {},An error occurred: {}
LFS папка игры,LFS game folder
Пропускается: {}          \r,Skipping: {}          \r
Прослушивание на {}:{},Listening on {}:{}
Просмотр альбома по HTTP,View album via HTTP
MTP Респондер (нажмите B для остановки),MTP Responder (press B to stop)
Просмотреть игры,View games
Просто запуск,Just launch
Разбор,Parsing
Раздел secure не найден,Secure section not found
"Размер  : {}, {} файл","Size  : {}, {} file"
"Размер  : {}, {} файла","Size  : {}, {} file"
"Размер  : {}, {} файлов","Size  : {}, {} files"
Размер посылаемого файла   : {},Size of file being sent: {}
Размер сохранений     : {},Save data size  : {}
Размер: {},Size: {}
Разрешено,Allowed
Распаковать в подкаталог,Extract to subdirectory
Распаковать сюда,Extract here
Распаковка файла,Unpacking file
Растущие цветы:     {},Growing flowers:     {}
Nintendo Account задан и связан,Nintendo Account set and linked
Регистрация контента {}...,Registering content {}...
Регистрация файла {}...,Registering file {}...
Регистры котроллера MAX17050,MAX17050 controller registers
Редактирование возрастного рейтинга...,Editing age rating...
Редактирование запретов,Edit restrictions
Рендеринг FB2,Rendering FB2
"Nintendo Account задан, но не связан","Nintendo Account set, but not linked"
Сброс требуемой версии,Reset required version
Сбросить требуемую версию,Reset required version
Сведения,Information
Сведения...,Information...
Свободное место в хранилище: {},Free storage space: {}
Свободное место: {},Free space: {}
Сгенерировать и установить,Generate and install
Nintendo Account не задан,Nintendo Account not set
Сдампить на SD карту,Dump to SD card
Сдампить на внешний USB,Dump to external USB
Сдампить текущую прошивку,Dump current firmware
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dumped: {}/{} ({}%) ({:.2f} MB/sec)
Сделать бекап,Create backup
"Сделать бекап, если новее",Backup if newer
Северная Америка,North America
Сентябрь,September
Сепия,Sepia
Сервер запущен,Server started
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,The server offers to perform a DBI update\n\nPress (+) to confirm\nAny other button to cancel
Сессии,Sessions
Сессия закрыта,Session closed
Сессия открыта,Session opened
Синхронизация времени по NTP,NTP time synchronisation
Системные приложения,System applications
Системный по умолчанию,System default
Сканирование директорий...,Scanning directories...
Сканирование игр...,Scanning games...
Скачано {}/{},Downloaded {}/{}
Скачивание файла не удалось,File download failed
Скорость передачи: {:.2f} МБ/сек,Transfer rate: {:.2f} MB/sec
Собираются сведения...,Gathering information...
Соединение сброшено,Connection reset
Создание DLC анлокера,Creating DLC unlocker
Создание NSP,Creating NSP
Создание sdmc:/versions.txt,Creating sdmc:/versions.txt
Создание дампа ({}),Creating dump ({})
Создание дампа: {},Creating dump: {}
Создание единого репака,Creating a unified repack
Создание записи об игре...,Creating game record...
Создание новой записи об игре...,Creating new game entry...
Создание плейсхолдера: {}...,Creating placeholder: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creating repack Id: {:016X}, Version: {}, Type: {}"
Создание строк... {}%,Creating strings... {}%
Создание таблицы имён,Creating name table
Создание тела файла,Creating file body
Создание точки доступа...,Creating access point...
Создание хэш таблицы,Creating hash table
Создание ярлыка,Creating shortcut
Создано новое сохранение. Восстанавливаю бекап в него...,New save created. Restoring backup to it...
Создать sdmc:/versions.txt,Create sdmc:/versions.txt
Создать единый репак,Create single repack
Создать новое сохранение...,Create new save...
Создать новый каталог...,Create new directory...
Создать новый файл...,Create new file...
Создать ярлык,Create shortcut
Создать ярлык для hbmenu,Create shortcut for hbmenu
Создать ярлык на рабочий стол для DBI...,Create desktop shortcut for DBI...
Создать ярлык с аргументами...,Create shortcut with arguments...
Создаётся обновлённая запись об игре...,Creating updated game record...
Сохранение для {} уже существует,Save data for {} already exists
Сохранения,Save Data
Сохранения будут удалены!,Save data will be deleted!
Сохранения удалённых игр ({}),Saves of deleted games ({})
Сохранения установленных игр ({}),Saves of installed games ({})
Сохранёные в системе параметры котроллера батареи,Battery controller parameters saved in system
Существующая запись об игре не найдена,Existing game record not found
Существующее сохранение не найдено и новое не может быть создано,Existing save not found and new one cannot be created
SDK {} уже был экспортирован: {},SDK {} has already been exported: {}
Тайтл не установлен,Title not installed
Тайтл установлен,Title installed
Тайтлы с ошибками:,Titles with errors:
Текущее время: {},Current time: {}
SDK на подмену не найдены,No SDK found for replacement
Тема,Theme
Тикет исправлен,Ticket fixed
Тикеты,Tickets
Тикеты не найдены,No tickets found
864,864
881,881
"больше шансов, что оно заработает». Их",works out in the end.«
быстро проникли в планы шадоков и,through it and mocked him. They
"всякий раз, когда растение расцветает", 
"выражениях: «Чем больше неудач, тем","losses, the higher the chance it all"
"вычислили, что у них есть по крайней","Their tactics stall, yet they trust"
заработает… И они торопятся поскорее,"it. So they rush through 999,999"
"и дает транзистор, они мчатся, чтобы", 
"и не кончилось успехом». Или, в других",pledge of greatness.« Or: »The more
"мере один шанс из миллиона, что она",the one-in-a-million shot to fix
миллионная заработает».,I. I. Bullshitter.
"ничего, что бы непрерывно продолжалось",disaster that is not a temporary
"но окружили его со всех сторон, и",every single chip he found.»
"опытов, чтобы быть уверенными, что", 
осуществить 999999 первых неудачных,fatal mistakes to reach victory.»
"очень умные благодаря своим шляпам,",The cunning neighbours saw right
"планету гиби искать транзисторы. Гиби,", 
постоянно кончаясь неудачами.,yielding steady negative growth.
принципов шадокской логики: «Нет,The logic is simple: »There is no
"ракета еще несовершенна, но они", 
"растений, произрастающих на огородах.",So a swamp volunteer was sent to
решили позабавиться. Они позволили,"let him into a storehouse, then"
собрать урожай прежде шадока., 
"терпят неудачу потому, что не хватает",«The Supreme Strategist declared
транзисторов в системах безопасности.,missiles fall due to missing chips
"шадоку забраться в один из их огородов,",surrounded him to confiscate
«У шадоков ситуация удовлетворительна.,«Everything goes to plan for orcs
"Испытания ракет продолжаются,","in the bogs. Zeroing out continues,"
Но у гиби транзисторы собирают с,in guidance systems and toilets.
Решено послать одного из шадоков на,neighbours for spare parts.
original,original
"SSID: {}, Пароль: {}","SSID: {}, Password: {}"
Тип оборудования        : {},Equipment type    : {}
TempC0               : {:04x},TempC0                  : {:04x}
Уровень заряда батареи         : {},Battery charge level       : {}
URL для проверки обновлений,URL for update check
Установка с картриджа,Install from cartridge
Установка через DBIbackend,Install via DBIbackend
Форсировать UTF-8,Force UTF-8
Хэш версии              : {},Version hash      : {}
Читать дату файлов,Read file date
Экзосфера очищает CAL0      : {},Exosphere clears CAL0 : {}
Экран                 : ({:08X}) {},Screen                   : ({:08X}) {}
Язык                    : {},Language          : {}
"Интервал автобекапа сейвов, дни","Save auto-backup interval, days"
Конфигурация зарядки            : {},Charging configuration       : {}
Режим Hi-Z включён              : {},Hi-Z mode enabled            : {}
Зарядка батареи включена        : {},Battery charging enabled     : {}
Маршрут электропитания          : {},Power supply route           : {}
Напряжение источника            : {} mV,Source voltage               : {} mV
Ток источника                   : {} mA,Source current               : {} mA
Быстрая зарядка разрешена       : {},Fast charging allowed        : {}
Целевая прошивка            : {}.{}.{},Target firmware       : {}.{}.{}
Поддерживаемая версия HOS   : {},Supported HOS version : {}
Предел входного тока (буст)     : {} mA,Input current limit (boost)  : {} mA
Предел тока быстрой зарядки     : {} mA,Fast charging current limit  : {} mA
Напряжение батареи              : {} mV,Battery voltage              : {} mV
Контроллер источника получен    : {},Source controller obtained   : {}
OTG Запрошен                    : {},OTG Requested                : {}
Производитель    : {:s} ({:02X}),Manufacturer       : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID             : {:s} ({:s})
Имя продукта     : {:s},Product name       : {:s}
Ревизия продукта : {:s},Product revision   : {:s}
Серийный номер   : {:s},Serial number      : {:s}
Ёмкость с завода   : {} mAh,Factory capacity    : {} mAh
Автоповтор кнопок при удержании,Button auto-repeat when held
Версия атмосферы            : {}.{}.{},Atmosphere version    : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},Firmware version  : {}.{}.{}-{}.{}
Возраст батареи                : {}%,Battery age                : {}%
Время гашения экрана в секундах,Screen dimming time in seconds
Выключать экран,Turn off screen
Выход на рабочий стол,Exit to Home
Дата первого игрового события : {},First gameplay event date     : {}
Добавлять суффикс к имени файла,Add suffix to filename
Достаточное питание            : {},Sufficient power           : {}
Есть исправление RCM бага   : {},Has RCM bug fix       : {}
Журналирование действий,Action logging
Закладки на SD,SD Bookmarks
Запись в CAL0 разрешена     : {},CAL0 write allowed    : {}
Запускать точку доступа,Start access point
Запустить FTP сервер,Start FTP server
Запустить HTTP сервер,Start HTTP server
Заряд батареи                  : {}%,Battery charge             : {}%
Заряд батареи (сырое значение) : {}%,Battery charge (raw value) : {}%
Зарядка батареи                : {},Battery charge             : {}
Инструменты,Tools
Использовать 5 GHz,Use 5 GHz
Использовать MSG_WAITALL в recv,Use MSG_WAITALL in recv
Использовать для неё TitleID,Use TitleID for it
Использовать разгон,Use overclocking
Использовать скрытый SSID,Use hidden SSID
Источник питания                : {},Power source                 : {}
Курсор на обеих панелях,Cursor on both panels
%% заряд-разряд    : {},%% charge-discharge : {}
Никнейм консоли         : {},Console nickname  : {}
Общее число игровых сессий    : {},Total number of play sessions : {}
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Bluetooth MAC address    : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
CDIR в листинге,CDIR in listing
Configuration Id1     : {},Configuration Id1        : {}
DeviceId                : {0:} ({0:016X}),DeviceId          : {0:} ({0:016X})
Папка для бекапа сохранений,Save data backup folder
Папка для дампа игр,Game dump folder
Папка журналов,Log folder
DramId                  : {} ({}),DramId            : {} ({})
Пароль,Password
Перевернуть джойконы,Flip Joy-Cons
Перевернуть экран,Rotate screen
Emummc включён              : {},Emummc enabled        : {}
Переносить слова,Wrap words
Платформа               : {},Platform          : {}
FullCap              : {:04x} ({} mAh),FullCap                 : {:04x} ({} mAh)
Подсвечивать файлы обновлений,Highlight update files
FullCapNom           : {:04x} ({} mAh),FullCapNom              : {:04x} ({} mAh)
Показываемая версия     : {},Displayed version : {}
Показываемое название   : {},Display name      : {}
Показывать 'Обновить отсюда',Show 'Update from here'
Показывать объединённый NSP,Show merged NSP
Показывать папку 'Mods&Cheats',Show 'Mods&Cheats' folder
Показывать прогрев кеша,Show cache warming
Показывать размер LFS (долго),Show LFS size (slow)
Показывать секунды,Show seconds
Показывать часы в статусе,Show clock in status
Поколение ключа             : {},Key generation        : {}
Git commit hash             : {:016X},Git commit hash       : {:016X}
Полная ёмкость     : {} mAh,Full capacity       : {} mAh
IavgEmpty            : {:04x},IavgEmpty               : {:04x}
Пользовательские хранилища,User storages
Предел входного тока            : {} mA,Input current limit          : {} mA
Предназначение          : {},Purpose           : {}
Проверять хэш при установке,Verify hash on install
Просмотр SD карты,Browse SD card
Просмотр USB носителей,Browse USB drives
Просмотр раздела SYSTEM,Browse SYSTEM partition
Просмотр раздела USER,Browse USER partition
Просмотр сети,Browse network
Просмотр сохранений,View saves
Просмотр тикетов,View tickets
Просмотр установленных игр,View installed games
Регион                  : {},Region            : {}
Режим HiZ зарядки       : {},HiZ charging mode : {}
Режим киоска            : {},Kiosk mode        : {}
Родительский PIN        : {},Parental PIN      : {}
Серийный # прочитанный  : {},Serial # read     : {}
Серийный # угаданный    : {},Serial # guessed  : {}
Серийный номер        : {},Serial number            : {}
Силовая роль                    : {},Power role                   : {}
QrTable00            : {:04x},QrTable00               : {:04x}
Смещать курсор после выделения,Move cursor after selection
QrTable10            : {:04x},QrTable10               : {:04x}
Сожжено предохранителей : {},Fuses burnt       : {}
Создавать LFS папку,Create LFS folder
QrTable20            : {:04x},QrTable20               : {:04x}
QrTable30            : {:04x},QrTable30               : {:04x}
RCOMP0               : {:04x},RCOMP0                  : {:04x}
Сохранения только в RO режиме,Saves in RO mode only
RTC запущены (приблизительно) : {},RTC started (approximately)   : {}
Текущая ёмкость                 : {}%,Current capacity             : {}%
Текущая ёмкость    : {} mAh,Current capacity    : {} mAh
Текущее напряжение : {} mV,Current voltage     : {} mV
Текущий заряд      : {}%,Current charge      : {}%
Текущий ток        : {} mA,Current draw        : {} mA
