original,translation
Импорт исправленного тикета...,Importando ticket corregido...
Импорт тикета...,Importando ticket...
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","El nombre del directorio\n'{}'\ncontiene caracteres no válidos.\nNo se puede crear.\n\nPresione A - cancelar, B - omitir, X - renombrar"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","El nombre de archivo\n'{}'\ncontiene caracteres no válidos.\nNo se puede crear.\n\nPresiona A - cancelar, B - omitir, X - renombrar"
Инсталлируется romfs.bin,Instalando romfs.bin
Информация о зарядке батареи,Información de carga de la batería
Информация о контенте,Información del contenido
Информация о контенте ({}),Información del contenido ({})
Информация о прошивке,Información del firmware
Информация о системе,Información del sistema
Информация о сохранении,Información de guardado
Информация о сохранении...,Información de guardado...
Информация о тикете,Información del ticket
Информация о тикете...,Información del ticket...
Информация об NSP,Información de NSP
Информация об атмосфере,Información de Atmosphere
Информация об игровой активности,Información de actividad de juego
Информация об источние питания,Información de la fuente de alimentación
Информация об оборудовании,Información del hardware
Информация...,Información...
Испанский,Español
Использовано дополнительной памяти: {}. Создано буферов: {},Memoria adicional utilizada: {}. Búferes creados: {}
Использовать папку для...,Usar carpeta para...
Используется USB{},Usando USB{}
Итальянский,Italiano
Ищется control для ProgramId {},Buscando control para ProgramId {}
Ищется exefs/romfs для ProgramId {},Buscando exefs/romfs para ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Buscando exefs/romfs/logo para ProgramId {}
Ищется {},Buscando {}
Июль,Julio
Июнь,Junio
Канадский французский,Francés canadiense
"Когда ваше устройство подключится, нажмите любую кнопку",Presiona cualquier botón cuando tu dispositivo se conecte
Код партии батареи    : {} ({}),Código de lote batería           : {} ({})
Кодировка,Codificación
Конец игры            : -,Fin del juego             : -
Конец игры            : {},Fin del juego             : {}
Контент уже на месте,El contenido ya está en su lugar
Копирование IVFC слой {} в nca: {},Copiando capa IVFC {} a nca: {}
Копирование PFS0 в nca,Copiando PFS0 a nca
Копирование PFS0 хэш таблицы в nca,Copiando tabla hash PFS0 a nca
Копирование SDK {} в файл: {}...,Copiando SDK {} al archivo: {}...
Копировать,Copiar
Корейский,Coreano
Корень не найден,Raíz no encontrada
Корень сохранения не существует,La raíz de guardado no existe
Корея,Corea
Латиноамериканский испанский,Español latinoamericano
Май,Mayo
Март,Marzo
Масштаб: По ширине,Escala: Ajustar al ancho
Масштаб: По экрану,Escala: Ajustar a pantalla
Масштаб: Точка в точку,Escala: Píxel perfecto
Масштаб: Увеличение x2,Escala: Ampliación x2
Место в  NAND         : {},Espacio en NAND      : {}
Место на SD карте     : {},Espacio en tarjeta SD     : {}
Место на приставке не занято,No se ocupa espacio en la consola
Мета контент отсутствует,Falta el contenido meta
Миссия провалена\n\nНажмите А для выхода,Misión fallida\n\nPresiona A para salir
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Misión exitosa\n\nMovimientos restantes: {}\n\nPresiona A para salir
Модификация файла не удалась,Error al modificar el archivo
На выбранном устройстве нет достаточного свободного места для установки,No hay suficiente espacio libre en el dispositivo seleccionado para la instalación
На месте нет достаточно свободного места,No hay suficiente espacio libre disponible
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Presiona (+) para sobrescribir la configuración con la actualizada\n\nCualquier otro botón para omitir
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Presiona (+) para eliminar, cualquier otro botón para omitir...\n (-) Eliminar todo sin preguntar más"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Presiona A para continuar, otro botón para salir"
"Нажмите B, чтобы вернуться",Presiona B para volver
Нажмите любую кнопку,Presiona cualquier botón
Найден SDK: {},SDK encontrado: {}
Найден {} зарегистрированный контент-файл,Se encontró {} archivo de contenido registrado
Найден {} контент-файл,Se encontró {} archivo de contenido
Найден {} пользователь,Se encontró {} usuario
Найден {} потерянный контент-файл,Se encontró {} archivo de contenido huérfano
Найден {} файл,Se encontró {} archivo
Найден {} файл с ошибками,Se encontró {} archivo con errores
Найден и удалён {} неиспользуемый тикет,Encontrado y eliminado {} ticket no utilizado
Найдена {} запись об игре,Se encontró {} entrada de juego
Найдена {} запись об ошибках,Se encontró {} registro de error
Найдена {} установленная игра,Se encontró {} juego instalado
Найдено {} записей об играх,Se encontraron {} registros de juegos
Найдено {} записей об ошибках,Se encontraron {} informes de errores
Найдено {} записи об играх,Se encontraron {} entradas de juegos
({}/{}) Устанавливается {},({}/{}) Instalando {}
Найдено {} записи об ошибках,Se encontraron {} informes de errores
Найдено {} зарегистрированных контент-файла,Se encontraron {} archivos de contenido registrados
Найдено {} зарегистрированных контент-файлов,Se encontraron {} archivos de contenido registrados
Найдено {} контент-файла,Se encontraron {} archivos de contenido
Найдено {} контент-файлов,{} archivos de contenido encontrados
Найдено {} обновление,{} actualización encontrada
Найдено {} обновлений,Se encontraron {} actualizaciones
Найдено {} обновления,Se encontraron {} actualizaciones
Найдено {} пользователей,Se encontraron {} usuarios
Найдено {} пользователя,Se encontró {} usuario
Найдено {} потерянных контент-файла,Se encontraron {} archivos de contenido perdidos
Найдено {} потерянных контент-файлов,Se encontraron {} archivos de contenido huérfanos
Найдено {} сохранение,Se encontró {} guardado
Найдено {} сохранение...,Se encontró {} guardado...
Найдено {} сохранений,Se encontraron {} guardados
Найдено {} сохранений...,Se encontraron {} guardados...
Найдено {} сохранения,Se encontraron {} guardados
Найдено {} сохранения...,Se encontraron {} guardados...
Найдено {} установленные игры,Se encontraron {} juegos instalados
Найдено {} установленных игр,Se encontraron {} juegos instalados
Найдено {} файла,{} archivo encontrado
Найдено {} файла с ошибками,Se encontraron {} archivos con errores
Найдено {} файлов,{} archivos encontrados
Найдено {} файлов с ошибками,Se encontraron {} archivos con errores
Найдено и удалено {} неиспользуемых тикета,Se encontraron y eliminaron {} tickets sin usar
Найдено и удалено {} неиспользуемых тикетов,Se encontraron y eliminaron {} tickets sin usar
Найдено существующее сохранение. Восстанавливаю бекап в него...,Guardado existente encontrado. Restaurando copia de seguridad...
Настройки,Ajustes
Настройки DBI,Configuración de DBI
Настройки FB2,Configuración de FB2
Начало игры           : -,Inicio del juego          : -
Начало игры           : {},Inicio del juego          : {}
Начало создания Control.nca,Iniciando creación de Control.nca
Начало создания Program.nca,Iniciando creación de Program.nca
Начать установку,Iniciar instalación
Не доступно,No disponible
Не известно,Desconocido
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",No se encontró ninguna unidad USB que pueda contener el volcado resultante. Asegúrate de que esté formateada en ExFAT.
Не найдены требуемые тикеты,No se encontraron los tickets requeridos
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tiempo inactivo \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,No se pudo crear NSP
Не удалось получить список,No se pudo obtener la lista
Не удалось установить аватар\n{},No se pudo establecer el avatar\n{}
Не установлен,No instalado
Невозможно найти путь,No se puede encontrar la ruta
Невозможно открыть папку журналов ошибок,No se puede abrir la carpeta de registros de errores
Невозможно переименовать '{}' в '{}':,No se puede renombrar '{}' a '{}':
Невозможно получить список LFS,No se puede obtener la lista de LFS
Невозможно получить список пользователей,No se puede obtener la lista de usuarios
Невозможно получить статус связи с Nintendo Account,No se puede obtener el estado de vinculación de Nintendo Account
...готово,...hecho
Невозможно получить число записей об ошибках,No se puede obtener el número de registros de errores
Невозможно прочитать общие тикеты,No se pueden leer los tickets comunes
Невозможно прочитать персонализированные тикеты,No se pueden leer los tickets personalizados
Невозможно разобрать content meta,No se puede analizar content meta
Невозможно разобрать content meta. Неожиданная ошибка,No se puede analizar el content meta. Error inesperado
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,No se puede analizar el content meta. FIRMWARE DESACTUALIZADO. Se requiere actualización de HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,No se puede analizar nca. FIRMWARE DESACTUALIZADO. Se requiere actualización de HOS
Невозможно разобрать индекс кеша,No se puede analizar el índice de caché
Невозможно распаковать '{}':,No se puede desempaquetar '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,No se puede copiar el archivo\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,No se puede montar el guardado
Невозможно смонтировать устройство сохраниения,No se puede montar el dispositivo de guardado
Невозможно создать каталог,No se puede crear el directorio
Невозможно создать каталог '{}':,No se puede crear el directorio '{}':
Невозможно создать файл,No se puede crear el archivo
Невозможно создать файл '{}':,No se puede crear el archivo '{}':
Недопустимый идентификатор,Identificador no válido
Неизвестная игра [{:016x}],Juego desconocido [{:016x}]
: {:>4} сохранение,: {:>4} guardado
Неизвестно,Desconocido
Неизвестный тайтл,Título desconocido
Немецкий,Alemán
Неправильное хранилище,Almacenamiento no válido
Неправильный родительский объект,Objeto padre no válido
Нет,No
Нет VFS. Прекращение работы,No hay VFS. Terminando
Нет exefs VFS. Прекращение работы,No hay exefs VFS. Terminando
: {:>4} сохранений,: {:>4} guardados
Нет logo VFS. Прекращение работы,No hay logo VFS. Terminando
Нет romfs VFS. Прекращение работы,No hay romfs VFS. Terminando
Нет лого,Sin logo
Нечего устанавливать,Nada que instalar
Новое имя для '{}',Nuevo nombre para '{}'
Новый каталог,Nuevo directorio
Новый размер сохранения в МБ,Nuevo tamaño de guardado en MB
Новый рейтинг (-1 для удаления),Nueva clasificación (-1 para eliminar)
: {:>4} сохранения,: {:>4} guardados
Номер страницы,Número de página
Ночь,Noche
Нужен связанный аккаунт,Se requiere cuenta vinculada
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERROR AL OBTENER DATOS EXTRA
Обнаружены недопустимые символы,Caracteres no válidos detectados
Обновить DBI,Actualizar DBI
Обновить DBI из этого файла,Actualizar DBI desde este archivo
Обновить TitleDB,Actualizar TitleDB
Обновление TitleDB,Actualizando TitleDB
Обновление базы данных...,Actualizando base de datos...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Actualizando versión a {} {}\n\nPresiona (+) para continuar\nCualquier otro botón para cancelar
Обновление времени...,Actualizando hora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Actualización completada\n\nPresione cualquier botón\npara reiniciar DBI
Обновление фейковой записи {} ➡ [v{}],Actualizando registro falso {} ➡ [v{}]
Обновление. Пожалуйста подождите...,"Actualizando. Por favor, espere..."
Обновляется запись об игре...,Actualizando registro del juego...
Обрабатывается запись {:016X},Procesando registro {:016X}
Обратный альбом (180°),Álbum invertido (180°)
Обратный портрет (270°),Retrato inverso (270°)
Общее время активной игры     : {} часов,Tiempo total de juego activo     : {} horas
Общее время дампа {:d}:{:02d}:{:02d},Tiempo total de volcado {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tiempo total de juego            : {} horas
Общее время игры      : -,Tiempo total de juego     : -
Общее время игры      : {:d} часов {:02d} минут,Tiempo total de juego     : {:d} horas {:02d} minutos
Общее время установки: {:d}:{:02d}:{:02d},Tiempo total de instalación: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tiempo total: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Espacio total ocupado: N:{} + S:{} = {}
Общее число запусков  : -,Número total de lanzamientos : -
Общие,General
Общий размер установки: {},Tamaño total de instalación: {}
Объединение списков,Combinar listas
Объект {} не допустим,El objeto {} no está permitido
Объект {} не может быть создан,El objeto {} no se puede crear
Объект не открыт для редактирования,El objeto no está abierto para edición
Объект удалён,Objeto eliminado
Объект уже открыт для редактирования,El objeto ya está abierto para edición
Огибка получения адреса сокета: {} {},Error al obtener la dirección del socket: {} {}
Ожидаемый размер: {},Tamaño esperado: {}
Ожидается большой (>4GB) файл,Se espera un archivo grande (>4GB)
Ожидается запуск dbibackend на стороне ПК...,Esperando que dbibackend se inicie en la PC...
Ожидание: {} секунд,Esperando: {} segundos
Ожидание: {} секунда,Esperando: {} segundo
Ожидание: {} секунды,Esperando: {} segundos
Ориентация,Orientación
Ориентация...,Orientación...
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principal no encontrado. Intentando variante multiprograma
Оставить сохранения,Conservar datos de guardado
Осталось ходов:    {:>3},Movimientos restantes:    {:>3}
Остаток файла пропускается,Se omite el resto del archivo
Отключение связи с мобильным приложением...,Desconectando de la aplicación móvil...
Открываем папку прошивки...,Abriendo carpeta de firmware...
Открыть,Abrir
Открыть вторую панель,Abrir segundo panel
Открыть как 7Z,Abrir como 7Z
Открыть как RAR,Abrir como RAR
Открыть как ZIP,Abrir como ZIP
Открыть как hex,Abrir como hex
Открыть как текст,Abrir como texto
Открыть контент по MTP,Abrir contenido por MTP
Открыть папку LFS,Abrir carpeta LFS
Content meta не найден. Установка прервана,Meta de contenido no encontrado. Instalación cancelada
Отослано {}/{} байт,Enviados {}/{} bytes
Отсутствуют ES сигпатчи!,¡Faltan los sigpatches de ES!
Очистка /atmosphere/contents,Limpiando /atmosphere/contents
Очистка кеша rightsId...,Limpiando caché de rightsId...
Очистка папки...,Limpiando carpeta...
Очистка плейсхолдеров...,Limpiando marcadores de posición...
Очистка системы от мусора,Limpieza del sistema de basura
Очистка сохранений,Borrando datos de guardado
Очистка...,Limpiando...
Ошибка FTP сервера,Error del servidor FTP
DBI Просмотр альбома,DBI Vista de álbum
Ошибка во время копирования файла,Error al copiar el archivo
Ошибка во время обновления тайтла,Error durante la actualización del título
Ошибка выделения сокета: {},Error de asignación de socket: {}
Ошибка завершения соединения: {},Error al finalizar la conexión: {}
Ошибка загрузки картинки,Error al cargar la imagen
Ошибка загрузки файла из альбома: {},Error al cargar el archivo del álbum: {}
Ошибка закрытия сокета: {},Error al cerrar el socket: {}
Ошибка записи файла: {},Error al escribir el archivo: {}
Ошибка изменения размера файла,Error al cambiar el tamaño del archivo
Ошибка инициализации {}: {},Error de inicialización {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD y sticks - desplazar, L - página arriba, R - página abajo"
Ошибка опроса сокета: {},Error de sondeo de socket: {}
Ошибка открытия каталога: {},Error al abrir el directorio: {}
Ошибка открытия сокета: {},Error al abrir el socket: {}
Ошибка открытия файла,Error al abrir el archivo
Ошибка открытия файла '{}': {},Error al abrir el archivo '{}': {}
Ошибка открытия файла: {},Error al abrir el archivo: {}
Ошибка отсылки: {},Error de envío: {}
Ошибка переименования: {},Error al renombrar: {}
Ошибка подключения: {},Error de conexión: {}
Ошибка подмены SDK: {},Error de reemplazo de SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD y sticks - desplazar, L - pág. arriba, R - pág. abajo, R3 - Texto/Hex"
Ошибка получения адреса узла: {},Error al obtener la dirección del nodo: {}
Ошибка получения внеочередных данных: {},Error al obtener datos fuera de banda: {}
Ошибка получения имени сокета: {} {},Error al obtener el nombre del socket: {} {}
Ошибка получения информаци о файле: {},Error al obtener información del archivo: {}
Ошибка получения размера файла: {},Error al obtener el tamaño del archivo: {}
Ошибка получения флагов сокета: {},Error al obtener las banderas del socket: {}
Ошибка получения хранилища {},Error al obtener el almacenamiento {}
Ошибка получения: {},Error de obtención: {}
Ошибка получения: {} {},Error al obtener: {} {}
Ошибка посылки файла: {},Error al enviar archivo: {}
Ошибка привязки сокета к порту {}: {},Error al vincular el socket al puerto {}: {}
Ошибка привязки: {},Error de enlace: {}
Ошибка принятия соединения: {} {},Error al aceptar la conexión: {} {}
Ошибка приёма соединения: {},Error al recibir la conexión: {}
Ошибка проверси метки сокета: {},Error de verificación de etiqueta de socket: {}
Ошибка прослушивания: {},Error de escucha: {}
Ошибка прослушки сокета: {},Error de escucha del socket: {}
Ошибка сжатия,Error de compresión
Ошибка создания каталога: {},Error al crear el directorio: {}
Ошибка создания сокета: {},Error al crear el socket: {}
Ошибка создания сохранения,Error al crear la partida guardada
Ошибка удаления каталога: {},Error al eliminar el directorio: {}
Ошибка удаления файла: {},Error al eliminar el archivo: {}
Ошибка установки флагов сокета: {},Error al establecer las banderas del socket: {}
Ошибка чтения записи об игре: {},Error al leer el registro del juego: {}
Ошибка чтения каталога: {},Error al leer el directorio: {}
Ошибка чтения файла: {},Error al leer el archivo: {}
Ошибок не найдено,No se encontraron errores
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Número de DLC inválido (Debe estar en el rango 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Número de DLC no válido (Debe estar en el rango 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket inválido {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Carpeta LFS no encontrada
Папка обновления очищена,Carpeta de actualización borrada
Параметры FTP,Configuración de FTP
Параметры MTP,Configuración de MTP
Параметры установки,Opciones de instalación
Передача окончена,Transferencia completada
Переименование объекта,Renombrando objeto
Переименовать,Renombrar
Перейти к первой странице,Ir a la primera página
Перейти к последней странице,Ir a la última página
Перейти к странице...,Ir a la página...
Переместить,Mover
Переместить в NAND,Mover a NAND
Переместить на SD карту,Mover a tarjeta SD
"Перемещение {} ({}, {}) в {}","Moviendo {} ({}, {}) a {}"
Перемещение {} записей,Moviendo {} entradas
Перемещение {} записи,Moviendo {} entrada
Перемещение {} игр,Moviendo {} juegos
Перемещение {} игры,Moviendo {} juego
FTP сервер (нажмите B для остановки),Servidor FTP (presiona B para detener)
Перемещение контента,Moviendo contenido
Перенос строк,Salto de línea
Переоткрытие ФС сохранения: {},Reabriendo FS de guardado: {}
Пишется новая запись о контенте...,Escribiendo nuevo registro de contenido...
Пишется новый cnmt.nca...,Escribiendo nuevo cnmt.nca...
Подготовка...,Preparando...
Подключаемся к {}...,Conectando a {}...
Подключено к {}:{},Conectado a {}:{}
Подмена SDK,Reemplazo de SDK
Подменить SDK,Reemplazar SDK
Подсчитывается размер установки...,Calculando tamaño de instalación...
Подсчитывается размер установки...{}%,Calculando tamaño de instalación...{}%
Подсчитываются объекты в альбоме в NAND,Contando objetos en el álbum en NAND
Подсчитываются объекты в альбоме на SD карте,Contando objetos en el álbum de la tarjeta SD
Подсчёт метаданных...,Contando metadatos...
Подсчёт основного хэша,Calculando hash principal
Подсчёт хэша секции,Calculando hash de sección
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B","Por favor, conecta tu consola a la PC con un cable USB Type-C o presiona B"
"Пожалуйста, подождите...","Por favor, espere..."
Поиск записей об ошибках,Buscando registros de errores
Поиск неиспользуемых тикетов,Buscando tickets sin usar
Поиск подготовленного системного обновления,Buscando actualización del sistema preparada
Поиск потерянных тайтлов,Buscando títulos perdidos
Поиск потерянных файлов в NAND,Buscando archivos perdidos en NAND
Поиск потерянных файлов на SD,Buscando archivos perdidos en SD
Поиск сохранений удалённых пользователей...,Buscando datos de guardado de usuarios eliminados...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Lista de {} entradas recibida
Получен список из {} записи,Lista recibida de {} entradas
Получение версий установленных игр,Obteniendo versiones de juegos instalados
Получение информации из hac_versionlist...,Obteniendo información de hac_versionlist...
Получение информации из системы...,Obteniendo información del sistema...
Получение информации об играх...,Obteniendo información de juegos...
Получение списка тикетов...,Obteniendo lista de tickets...
Получение файла: {} МБ ({:.2f} МБ/сек),Recibiendo archivo: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Recibiendo archivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/seg)
Полученное время: {},Tiempo recibido: {}
Полученный размер: {},Tamaño recibido: {}
"Получено: {}, ({:.2f} МБ/сек)","Recibido: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Usuario {} no encontrado. Creación de guardado imposible
Пользователь не найден,Usuario no encontrado
Попытаться разобрать,Intentar analizar
Попытка исправить,Intentando reparar
Портрет (90°),Vertical (90°)
Португальский,Portugués
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Inicio, L+➡-Fin, ZL-Mayús, ZR-Intro, Y-Espacio, X-Retroceso, R3-Idioma"
После удаления игры не будут запускаться,Los juegos no se iniciarán después de eliminarlos
Посылается файл: {},Enviando archivo: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Enviando archivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Tamaño del búfer de comandos excedido
LFS мод.: -,Modo LFS : -
Предоставить по FTP,Proporcionar por FTP
Прекращение прослушивания на {}:{},Deteniendo escucha en {}:{}
Прервано пользователем,Cancelado por el usuario
Привязка к {}:{},Vinculando a {}:{}
Принято соединение от {}:{},Conexión aceptada desde {}:{}
Проверить целостность,Verificar integridad
Проверка magic...,Comprobando magic...
"Проверка {} ({}, {}), {}","Verificación {} ({}, {}), {}"
Проверка картриджа...,Verificando cartucho...
Проверка на наличие  {}...,Comprobando {}...
Проверка обновлений,Comprobando actualizaciones
Проверка обновлений игр,Verificando actualizaciones de juegos
Проверка сохранений,Comprobando datos de guardado
Проверка целостности ({}),Verificación de integridad ({})
Проверяется: {},Comprobando: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS  : Presente, Tamaño: cálculo desactivado en configuración"
Проверяются бекапы...,Verificando copias de seguridad...
Проверяются сохранения,Verificando partidas guardadas
Программа {}. Control не найдена,Aplicación {}. Control no encontrado
Программа {}. Exefs не найдена,Programa {}. Exefs no encontrado
Программа {}. Romfs не найдена,Aplicación {}. Romfs no encontrado
Произошла неизвестная ошибка,Ocurrió un error desconocido
Произошла ошибка:,Ocurrió un error:
Произошла ошибка: {},Ocurrió un error: {}
LFS папка игры,Carpeta LFS del juego
Пропускается: {}          \r,Omitiendo: {}          \r
Прослушивание на {}:{},Escuchando en {}:{}
Просмотр альбома по HTTP,Ver álbum por HTTP
MTP Респондер (нажмите B для остановки),Respondedor MTP (presiona B para detener)
Просмотреть игры,Ver juegos
Просто запуск,Solo iniciar
Разбор,Análisis
Раздел secure не найден,Sección secure no encontrada
"Размер  : {}, {} файл","Tamaño  : {}, {} archivo"
"Размер  : {}, {} файла","Tamaño  : {}, {} archivo"
"Размер  : {}, {} файлов","Tamaño  : {}, {} archivos"
Размер посылаемого файла   : {},Tamaño del archivo enviado: {}
Размер сохранений     : {},Tamaño de datos guardados : {}
Размер: {},Tamaño: {}
Разрешено,Permitido
Распаковать в подкаталог,Extraer a subdirectorio
Распаковать сюда,Extraer aquí
Распаковка файла,Desempaquetando archivo
Растущие цветы:     {},Flores creciendo:     {}
Nintendo Account задан и связан,Cuenta de Nintendo establecida y vinculada
Регистрация контента {}...,Registrando contenido {}...
Регистрация файла {}...,Registrando archivo {}...
Регистры котроллера MAX17050,Registros del controlador MAX17050
Редактирование возрастного рейтинга...,Editando clasificación por edad...
Редактирование запретов,Editar restricciones
Рендеринг FB2,Renderizando FB2
"Nintendo Account задан, но не связан","Cuenta de Nintendo establecida, pero no vinculada"
Сброс требуемой версии,Restablecer versión requerida
Сбросить требуемую версию,Restablecer versión requerida
Сведения,Información
Сведения...,Información...
Свободное место в хранилище: {},Espacio libre en almacenamiento: {}
Свободное место: {},Espacio libre: {}
Сгенерировать и установить,Generar e instalar
Nintendo Account не задан,Cuenta de Nintendo no establecida
Сдампить на SD карту,Volcar a tarjeta SD
Сдампить на внешний USB,Volcar a USB externo
Сдампить текущую прошивку,Volcar firmware actual
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Volcado: {}/{} ({}%) ({:.2f} MB/seg)
Сделать бекап,Crear respaldo
"Сделать бекап, если новее",Hacer respaldo si es más reciente
Северная Америка,Norteamérica
Сентябрь,Septiembre
Сепия,Sepia
Сервер запущен,Servidor iniciado
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,El servidor ofrece realizar una actualización de DBI\n\nPresiona (+) para confirmar\nCualquier otro botón para cancelar
Сессии,Sesiones
Сессия закрыта,Sesión cerrada
Сессия открыта,Sesión abierta
Синхронизация времени по NTP,Sincronización de hora por NTP
Системные приложения,Aplicaciones del sistema
Системный по умолчанию,Predeterminado del sistema
Сканирование директорий...,Escaneando directorios...
Сканирование игр...,Escaneando juegos...
Скачано {}/{},Descargado {}/{}
Скачивание файла не удалось,Error al descargar el archivo
Скорость передачи: {:.2f} МБ/сек,Velocidad de transferencia: {:.2f} MB/seg
Собираются сведения...,Recopilando información...
Соединение сброшено,Conexión restablecida
Создание DLC анлокера,Creando desbloqueador de DLC
Создание NSP,Creando NSP
Создание sdmc:/versions.txt,Creando sdmc:/versions.txt
Создание дампа ({}),Creando volcado ({})
Создание дампа: {},Creando volcado: {}
Создание единого репака,Creando un repack unificado
Создание записи об игре...,Creando registro de juego...
Создание новой записи об игре...,Creando nueva entrada de juego...
Создание плейсхолдера: {}...,Creando marcador: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creando repack Id: {:016X}, Versión: {}, Tipo: {}"
Создание строк... {}%,Creando cadenas... {}%
Создание таблицы имён,Creando tabla de nombres
Создание тела файла,Creando cuerpo del archivo
Создание точки доступа...,Creando punto de acceso...
Создание хэш таблицы,Creando tabla hash
Создание ярлыка,Creando acceso directo
Создано новое сохранение. Восстанавливаю бекап в него...,Nuevo guardado creado. Restaurando copia de seguridad...
Создать sdmc:/versions.txt,Crear sdmc:/versions.txt
Создать единый репак,Crear repaquetado único
Создать новое сохранение...,Crear nueva partida guardada...
Создать новый каталог...,Crear nuevo directorio...
Создать новый файл...,Crear nuevo archivo...
Создать ярлык,Crear acceso directo
Создать ярлык для hbmenu,Crear acceso directo para hbmenu
Создать ярлык на рабочий стол для DBI...,Crear acceso directo en el escritorio para DBI...
Создать ярлык с аргументами...,Crear acceso directo con argumentos...
Создаётся обновлённая запись об игре...,Creando registro de juego actualizado...
Сохранение для {} уже существует,Los datos de guardado para {} ya existen
Сохранения,Datos guardados
Сохранения будут удалены!,¡Los datos de guardado serán eliminados!
Сохранения удалённых игр ({}),Guardados de juegos eliminados ({})
Сохранения установленных игр ({}),Partidas guardadas de juegos instalados ({})
Сохранёные в системе параметры котроллера батареи,Parámetros del controlador de batería guardados en el sistema
Существующая запись об игре не найдена,No se encontró el registro del juego existente
Существующее сохранение не найдено и новое не может быть создано,No se encontró la partida guardada existente y no se puede crear una nueva
SDK {} уже был экспортирован: {},SDK {} ya fue exportado: {}
Тайтл не установлен,Título no instalado
Тайтл установлен,Título instalado
Тайтлы с ошибками:,Títulos con errores:
Текущее время: {},Hora actual: {}
SDK на подмену не найдены,No se encontraron SDK para reemplazar
Тема,Tema
Тикет исправлен,Ticket corregido
Тикеты,Tickets
Тикеты не найдены,No se encontraron tickets
864,864
881,881
"больше шансов, что оно заработает». Их","más posibilidades de que funcione"". Sus"
быстро проникли в планы шадоков и,los jardines. Desde los pantanos fue
"всякий раз, когда растение расцветает",rápidamente descifraron el plan secreto
"выражениях: «Чем больше неудач, тем","expresiones: ""Cuantos más fracasos, más"
