original,translation
Информация о сохранении...,セーブデータ情報...
Информация о тикете,チケット情報
Информация о тикете...,チケット情報...
Информация об NSP,NSP情報
Информация об атмосфере,Atmosphereの情報
Информация об игровой активности,ゲームアクティビティ情報
Информация об источние питания,電源情報
Информация об оборудовании,ハードウェア情報
Информация...,情報...
Испанский,スペイン語
Использовано дополнительной памяти: {}. Создано буферов: {},追加メモリ使用量: {}。作成されたバッファ: {}
Использовать папку для...,フォルダを使用...
Используется USB{},USB{}を使用中
Итальянский,イタリア語
Ищется control для ProgramId {},ProgramId {} の control を検索中
Ищется exefs/romfs для ProgramId {},ProgramId {} の exefs/romfs を検索中
Ищется exefs/romfs/logo для ProgramId {},ProgramId {} の exefs/romfs/logo を検索中
Ищется {},{}を検索中
Июль,7月
Июнь,6月
Канадский французский,カナダフランス語
"Когда ваше устройство подключится, нажмите любую кнопку",デバイスが接続されたら、いずれかのボタンを押してください
Код партии батареи    : {} ({}),バッテリーロットコード          : {} ({})
Кодировка,エンコーディング
Конец игры            : -,ゲーム終了      : -
Конец игры            : {},ゲーム終了      : {}
Контент уже на месте,コンテンツは既に存在します
Копирование IVFC слой {} в nca: {},IVFC レイヤー {} を nca にコピー中: {}
Копирование PFS0 в nca,PFS0をncaにコピー中
Копирование PFS0 хэш таблицы в nca,PFS0ハッシュテーブルをncaにコピー中
Копирование SDK {} в файл: {}...,SDK {} をファイルにコピー中: {}...
Копировать,コピー
Корейский,韓国語
Корень не найден,ルートが見つかりません
Корень сохранения не существует,セーブルートが存在しません
Корея,韓国
Латиноамериканский испанский,ラテンアメリカスペイン語
Май,5月
Март,3月
Масштаб: По ширине,スケール: 幅に合わせる
Масштаб: По экрану,スケール: 画面に合わせる
Масштаб: Точка в точку,スケール: ピクセルパーフェクト
Масштаб: Увеличение x2,スケール: 2倍拡大
Место в  NAND         : {},NAND の空き容量      : {}
Место на SD карте     : {},SDカードの空き容量 : {}
Место на приставке не занято,本体の容量は使用されていません
Мета контент отсутствует,メタコンテンツがありません
Миссия провалена\n\nНажмите А для выхода,ミッション失敗\n\nAボタンで終了
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,ミッション成功\n\n残り手数: {}\n\nAボタンで終了
Модификация файла не удалась,ファイルの変更に失敗しました
На выбранном устройстве нет достаточного свободного места для установки,選択したデバイスにインストールするための十分な空き容量がありません
На месте нет достаточно свободного места,空き容量が不足しています
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,(+)を押して設定を更新されたもので上書き\n\n他のボタンでスキップ
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая",(+)を押すと削除、他のボタンでスキップ...\n (-)すべて削除、今後確認しない
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти",Aボタンで続行、他のボタンで終了
"Нажмите B, чтобы вернуться",Bボタンで戻る
Нажмите любую кнопку,いずれかのボタンを押してください
Найден SDK: {},SDK が見つかりました: {}
Найден {} зарегистрированный контент-файл,{}個の登録済みコンテンツファイルが見つかりました
Найден {} контент-файл,{}個のコンテンツファイルが見つかりました
Найден {} пользователь,{}人のユーザーが見つかりました
Найден {} потерянный контент-файл,{}個の孤立したコンテンツファイルが見つかりました
Найден {} файл,{}ファイルが見つかりました
Найден {} файл с ошибками,{}個のエラーファイルが見つかりました
Найден и удалён {} неиспользуемый тикет,{}個の未使用チケットが見つかり削除されました
Найдена {} запись об игре,{}件のゲームエントリが見つかりました
Найдена {} запись об ошибках,{}件のエラー記録が見つかりました
Найдена {} установленная игра,{}個のインストール済みゲームが見つかりました
Найдено {} записей об играх,{}件のゲーム記録が見つかりました
Найдено {} записей об ошибках,{}件のエラーレポートが見つかりました
Найдено {} записи об играх,{}件のゲームエントリが見つかりました
({}/{}) Устанавливается {},({}/{}) インストール中 {}
Найдено {} записи об ошибках,{}件のエラーレポートが見つかりました
Найдено {} зарегистрированных контент-файла,{}個の登録済みコンテンツファイルが見つかりました
Найдено {} зарегистрированных контент-файлов,{}個の登録済みコンテンツファイルが見つかりました
Найдено {} контент-файла,{}個のコンテンツファイルが見つかりました
Найдено {} контент-файлов,{}個のコンテンツファイルが見つかりました
Найдено {} обновление,{}個のアップデートが見つかりました
Найдено {} обновлений,{}個のアップデートが見つかりました
Найдено {} обновления,{}個のアップデートが見つかりました
Найдено {} пользователей,{}人のユーザーが見つかりました
Найдено {} пользователя,{}人のユーザーが見つかりました
Найдено {} потерянных контент-файла,{}個の失われたコンテンツファイルが見つかりました
Найдено {} потерянных контент-файлов,{}個の孤立したコンテンツファイルが見つかりました
Найдено {} сохранение,{}個のセーブデータが見つかりました
Найдено {} сохранение...,{}個のセーブデータが見つかりました...
Найдено {} сохранений,{}個のセーブデータが見つかりました
Найдено {} сохранений...,{}個のセーブデータが見つかりました...
Найдено {} сохранения,{}個のセーブデータが見つかりました
Найдено {} сохранения...,{}個のセーブデータが見つかりました...
Найдено {} установленные игры,{}個のインストール済みゲームが見つかりました
Найдено {} установленных игр,{}個のインストール済みゲームが見つかりました
Найдено {} файла,{}個のファイルが見つかりました
Найдено {} файла с ошибками,エラーのあるファイルが{}個見つかりました
Найдено {} файлов,{}個のファイルが見つかりました
Найдено {} файлов с ошибками,{}個のエラーファイルが見つかりました
Найдено и удалено {} неиспользуемых тикета,{}個の未使用チケットが見つかり削除されました
Найдено и удалено {} неиспользуемых тикетов,{}個の未使用チケットが見つかり、削除されました
Найдено существующее сохранение. Восстанавливаю бекап в него...,既存のセーブデータが見つかりました。バックアップを復元しています...
Настройки,設定
Настройки DBI,DBI設定
Настройки FB2,FB2設定
Начало игры           : -,ゲーム開始      : -
Начало игры           : {},ゲーム開始      : {}
Начало создания Control.nca,Control.ncaの作成を開始
Начало создания Program.nca,Program.nca作成開始
Начать установку,インストールを開始
Не доступно,利用不可
Не известно,不明
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",作成されたダンプを格納できるUSBドライブが見つかりません。ExFATでフォーマットされていることを確認してください。
Не найдены требуемые тикеты,必要なチケットが見つかりません
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. アイドル時間 \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSPの作成に失敗しました
Не удалось получить список,リストの取得に失敗しました
Не удалось установить аватар\n{},アバターの設定に失敗しました\n{}
Не установлен,インストールされていません
Невозможно найти путь,パスが見つかりません
Невозможно открыть папку журналов ошибок,エラーログフォルダを開けません
Невозможно переименовать '{}' в '{}':,'{}'を'{}'に名前変更できません:
Невозможно получить список LFS,LFSリストを取得できません
Невозможно получить список пользователей,ユーザーリストを取得できません
Невозможно получить статус связи с Nintendo Account,Nintendo Accountの連携状態を取得できません
...готово,...完了
Невозможно получить число записей об ошибках,エラーレコード数を取得できません
Невозможно прочитать общие тикеты,共通チケットを読み取れません
Невозможно прочитать персонализированные тикеты,パーソナライズされたチケットを読み取れません
Невозможно разобрать content meta,コンテンツメタを解析できません
Невозможно разобрать content meta. Неожиданная ошибка,コンテンツメタを解析できません。予期しないエラー
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,コンテンツメタを解析できません。ファームウェアが古すぎます。HOSの更新が必要です
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,ncaを解析できません。ファームウェアが古すぎます。HOSアップデートが必要です
Невозможно разобрать индекс кеша,キャッシュインデックスを解析できません
Невозможно распаковать '{}':,'{}'を展開できません:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,ファイルをコピーできません\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,セーブデータをマウントできません
Невозможно смонтировать устройство сохраниения,セーブデバイスをマウントできません
Невозможно создать каталог,ディレクトリを作成できません
Невозможно создать каталог '{}':,ディレクトリ '{}' を作成できません:
Невозможно создать файл,ファイルを作成できません
Невозможно создать файл '{}':,ファイル '{}' を作成できません:
Недопустимый идентификатор,無効な識別子
Неизвестная игра [{:016x}],不明なゲーム [{:016x}]
: {:>4} сохранение,: {:>4} セーブ
Неизвестно,不明
Неизвестный тайтл,不明なタイトル
Немецкий,ドイツ語
Неправильное хранилище,無効なストレージ
Неправильный родительский объект,無効な親オブジェクト
Нет,いいえ
Нет VFS. Прекращение работы,VFSがありません。終了します
Нет exefs VFS. Прекращение работы,exefs VFSがありません。終了します
: {:>4} сохранений,: {:>4} セーブ
Нет logo VFS. Прекращение работы,logo VFSがありません。終了します
Нет romfs VFS. Прекращение работы,romfs VFSがありません。終了します
Нет лого,ロゴなし
Нечего устанавливать,インストールするものがありません
Новое имя для '{}','{}'の新しい名前
Новый каталог,新しいディレクトリ
Новый размер сохранения в МБ,新しいセーブサイズ MB
Новый рейтинг (-1 для удаления),新しい評価 (-1で削除)
: {:>4} сохранения,: {:>4} セーブデータ
Номер страницы,ページ番号
Ночь,夜
Нужен связанный аккаунт,連携アカウントが必要です
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,エクストラデータの取得エラー
Обнаружены недопустимые символы,無効な文字が検出されました
Обновить DBI,DBIを更新
Обновить DBI из этого файла,このファイルからDBIを更新
Обновить TitleDB,TitleDBを更新
Обновление TitleDB,TitleDBを更新中
Обновление базы данных...,データベースを更新中...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,バージョン {} {} へ更新中\n\n(+)を押して続行\n他のボタンでキャンセル
Обновление времени...,時刻を更新中...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,アップデート完了\n\nいずれかのボタンを押して\nDBIを再起動してください
Обновление фейковой записи {} ➡ [v{}],偽レコードを更新中 {} ➡ [v{}]
Обновление. Пожалуйста подождите...,更新中。お待ちください...
Обновляется запись об игре...,ゲーム記録を更新中...
Обрабатывается запись {:016X},レコード {:016X} を処理中
Обратный альбом (180°),反転アルバム (180°)
Обратный портрет (270°),逆ポートレート (270°)
Общее время активной игры     : {} часов,総アクティブプレイ時間    : {} 時間
Общее время дампа {:d}:{:02d}:{:02d},ダンプ総時間 {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,総プレイ時間         : {} 時間
Общее время игры      : -,総プレイ時間     : -
Общее время игры      : {:d} часов {:02d} минут,総プレイ時間     : {:d}時間{:02d}分
Общее время установки: {:d}:{:02d}:{:02d},合計インストール時間: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},合計時間: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},合計使用容量: N:{} + S:{} = {}
Общее число запусков  : -,起動回数の合計 : -
Общие,一般
Общий размер установки: {},インストール合計サイズ: {}
Объединение списков,リストを結合
Объект {} не допустим,オブジェクト {} は許可されていません
Объект {} не может быть создан,オブジェクト {} を作成できません
Объект не открыт для редактирования,オブジェクトは編集用に開かれていません
Объект удалён,オブジェクトを削除しました
Объект уже открыт для редактирования,オブジェクトは既に編集用に開かれています
Огибка получения адреса сокета: {} {},ソケットアドレスの取得エラー: {} {}
Ожидаемый размер: {},予想サイズ: {}
Ожидается большой (>4GB) файл,大きなファイル(>4GB)が予想されます
Ожидается запуск dbibackend на стороне ПК...,PC側でdbibackendの起動を待っています...
Ожидание: {} секунд,待機中: {}秒
Ожидание: {} секунда,待機中: {}秒
Ожидание: {} секунды,待機中: {} 秒
Ориентация,向き
Ориентация...,向き...
Основной SDK не найден. Пробуем мультипрограмный вариант,メインSDKが見つかりません。マルチプログラム版を試行中
Оставить сохранения,セーブデータを残す
Осталось ходов:    {:>3},残り手数:    {:>3}
Остаток файла пропускается,ファイルの残りはスキップされます
Отключение связи с мобильным приложением...,モバイルアプリとの接続を切断中...
Открываем папку прошивки...,ファームウェアフォルダを開いています...
Открыть,開く
Открыть вторую панель,2つ目のパネルを開く
Открыть как 7Z,7Zとして開く
Открыть как RAR,RARとして開く
Открыть как ZIP,ZIPとして開く
Открыть как hex,hexで開く
Открыть как текст,テキストとして開く
Открыть контент по MTP,MTP経由でコンテンツを開く
Открыть папку LFS,LFSフォルダを開く
Content meta не найден. Установка прервана,コンテンツメタが見つかりません。インストールを中止しました
Отослано {}/{} байт,{}/{} バイト送信済み
Отсутствуют ES сигпатчи!,ESシグパッチがありません!
Очистка /atmosphere/contents,/atmosphere/contents をクリーニング中
Очистка кеша rightsId...,rightsIdキャッシュをクリア中...
Очистка папки...,フォルダをクリーニング中...
Очистка плейсхолдеров...,プレースホルダーをクリア中...
Очистка системы от мусора,システムのゴミをクリーニング
Очистка сохранений,セーブデータを削除中
Очистка...,クリーニング中...
Ошибка FTP сервера,FTPサーバーエラー
DBI Просмотр альбома,DBI アルバム表示
Ошибка во время копирования файла,ファイルのコピー中にエラーが発生しました
Ошибка во время обновления тайтла,タイトル更新中にエラーが発生しました
Ошибка выделения сокета: {},ソケット割り当てエラー: {}
Ошибка завершения соединения: {},接続終了エラー: {}
Ошибка загрузки картинки,画像の読み込みエラー
Ошибка загрузки файла из альбома: {},アルバムからファイルの読み込みエラー: {}
Ошибка закрытия сокета: {},ソケットクローズエラー: {}
Ошибка записи файла: {},ファイル書き込みエラー: {}
Ошибка изменения размера файла,ファイルサイズの変更エラー
Ошибка инициализации {}: {},初期化エラー {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз",十字キーとスティック - スクロール、L - ページアップ、R - ページダウン
Ошибка опроса сокета: {},ソケットポーリングエラー: {}
Ошибка открытия каталога: {},ディレクトリを開くエラー: {}
Ошибка открытия сокета: {},ソケットオープンエラー: {}
Ошибка открытия файла,ファイルを開くエラー
Ошибка открытия файла '{}': {},ファイル '{}' を開く際にエラーが発生しました: {}
Ошибка открытия файла: {},ファイルを開く際のエラー: {}
Ошибка отсылки: {},送信エラー: {}
Ошибка переименования: {},名前変更エラー: {}
Ошибка подключения: {},接続エラー: {}
Ошибка подмены SDK: {},SDK置換エラー: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex",十字キーとスティック - スクロール、L - ページアップ、R - ページダウン、R3 - テキスト/Hex
Ошибка получения адреса узла: {},ノードアドレスの取得エラー: {}
Ошибка получения внеочередных данных: {},帯域外データの取得エラー: {}
Ошибка получения имени сокета: {} {},ソケット名の取得エラー: {} {}
Ошибка получения информаци о файле: {},ファイル情報の取得エラー: {}
Ошибка получения размера файла: {},ファイルサイズの取得エラー: {}
Ошибка получения флагов сокета: {},ソケットフラグの取得エラー: {}
Ошибка получения хранилища {},ストレージ {} の取得エラー
Ошибка получения: {},取得エラー: {}
Ошибка получения: {} {},取得エラー: {} {}
Ошибка посылки файла: {},ファイル送信エラー: {}
Ошибка привязки сокета к порту {}: {},ソケットをポート {} にバインド中にエラーが発生しました: {}
Ошибка привязки: {},バインディングエラー: {}
Ошибка принятия соединения: {} {},接続受け入れエラー: {} {}
Ошибка приёма соединения: {},接続受信エラー: {}
Ошибка проверси метки сокета: {},ソケットラベル検証エラー: {}
Ошибка прослушивания: {},リッスンエラー: {}
Ошибка прослушки сокета: {},ソケットリスニングエラー: {}
Ошибка сжатия,圧縮エラー
Ошибка создания каталога: {},ディレクトリの作成エラー: {}
Ошибка создания сокета: {},ソケット作成エラー: {}
Ошибка создания сохранения,セーブデータの作成エラー
Ошибка удаления каталога: {},ディレクトリの削除エラー: {}
Ошибка удаления файла: {},ファイル削除エラー: {}
Ошибка установки флагов сокета: {},ソケットフラグの設定エラー: {}
Ошибка чтения записи об игре: {},ゲーム記録の読み取りエラー: {}
Ошибка чтения каталога: {},ディレクトリ読み取りエラー: {}
Ошибка чтения файла: {},ファイル読み取りエラー: {}
Ошибок не найдено,エラーは見つかりませんでした
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),無効なDLC番号 (0x001-0x7FFの範囲内である必要があります)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),DLC番号が無効です(1-2047の範囲内である必要があります)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","無効なチケット {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFSフォルダが見つかりません
Папка обновления очищена,更新フォルダをクリアしました
Параметры FTP,FTP設定
Параметры MTP,MTP設定
Параметры установки,インストールオプション
Передача окончена,転送完了
Переименование объекта,オブジェクトの名前変更
Переименовать,名前を変更
Перейти к первой странице,最初のページに移動
Перейти к последней странице,最後のページへ
Перейти к странице...,ページに移動...
Переместить,移動
Переместить в NAND,NANDに移動
Переместить на SD карту,SDカードに移動
"Перемещение {} ({}, {}) в {}","{} ({}, {}) を {} に移動中"
Перемещение {} записей,{}個のエントリを移動中
Перемещение {} записи,{}エントリを移動中
Перемещение {} игр,{}個のゲームを移動中
Перемещение {} игры,{}ゲームを移動中
FTP сервер (нажмите B для остановки),FTPサーバー (停止するにはBを押す)
Перемещение контента,コンテンツを移動中
Перенос строк,改行
Переоткрытие ФС сохранения: {},セーブFSの再オープン: {}
Пишется новая запись о контенте...,新しいコンテンツレコードを書き込んでいます...
Пишется новый cnmt.nca...,新しいcnmt.ncaを書き込んでいます...
Подготовка...,準備中...
Подключаемся к {}...,{}に接続中...
Подключено к {}:{},{}:{} に接続しました
Подмена SDK,SDK置換
Подменить SDK,SDKを置き換える
Подсчитывается размер установки...,インストールサイズを計算中...
Подсчитывается размер установки...{}%,インストールサイズを計算中...{}%
Подсчитываются объекты в альбоме в NAND,NAND内のアルバムのオブジェクトをカウント中
Подсчитываются объекты в альбоме на SD карте,SDカードのアルバム内のオブジェクトをカウント中
Подсчёт метаданных...,メタデータをカウント中...
Подсчёт основного хэша,メインハッシュを計算中
Подсчёт хэша секции,セクションハッシュを計算中
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",USB Type-CケーブルでコンソールをPCに接続するか、Bを押してください
"Пожалуйста, подождите...",お待ちください...
Поиск записей об ошибках,エラーログを検索中
Поиск неиспользуемых тикетов,未使用チケットを検索中
Поиск подготовленного системного обновления,準備されたシステムアップデートを検索中
Поиск потерянных тайтлов,失われたタイトルを検索中
Поиск потерянных файлов в NAND,NAND内の失われたファイルを検索中
Поиск потерянных файлов на SD,SD上の失われたファイルを検索中
Поиск сохранений удалённых пользователей...,削除されたユーザーのセーブデータを検索中...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,{}件のエントリのリストを受信しました
Получен список из {} записи,{}件のリストを受信しました
Получение версий установленных игр,インストール済みゲームのバージョンを取得中
Получение информации из hac_versionlist...,hac_versionlistから情報を取得しています...
Получение информации из системы...,システム情報を取得中...
Получение информации об играх...,ゲーム情報を取得中...
Получение списка тикетов...,チケットリストを取得中...
Получение файла: {} МБ ({:.2f} МБ/сек),ファイル受信中: {} MB ({:.2f} MB/秒)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),ファイル受信中: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/秒)
Полученное время: {},受信時刻: {}
Полученный размер: {},受信サイズ: {}
"Получено: {}, ({:.2f} МБ/сек)","受信: {}, ({:.2f} MB/秒)"
Пользователь {} не найден. Создание сохранения невозможно,ユーザー {} が見つかりません。セーブデータの作成は不可能です
Пользователь не найден,ユーザーが見つかりません
Попытаться разобрать,解析を試みる
Попытка исправить,修復を試みています
Портрет (90°),縦向き (90°)
Португальский,ポルトガル語
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-先頭, L+➡-末尾, ZL-大小文字, ZR-入力, Y-スペース, X-削除, R3-言語"
После удаления игры не будут запускаться,削除後、ゲームは起動しません
Посылается файл: {},ファイルを送信中: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),ファイル送信中: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/秒)
Превышен размер командного буфера,コマンドバッファサイズを超過しました
LFS мод.: -,LFSモード   : -
Предоставить по FTP,FTPで提供
Прекращение прослушивания на {}:{},{}:{} でのリッスンを停止しています
Прервано пользователем,ユーザーによって中止されました
Привязка к {}:{},{}:{}にバインド中
Принято соединение от {}:{},{}:{} からの接続を受け入れました
Проверить целостность,整合性を確認
Проверка magic...,magicを確認中...
"Проверка {} ({}, {}), {}","検証 {} ({}, {}), {}"
Проверка картриджа...,カートリッジを確認中...
Проверка на наличие  {}...,{}を確認中...
Проверка обновлений,アップデートを確認中
Проверка обновлений игр,ゲームの更新を確認中
Проверка сохранений,セーブデータを確認中
Проверка целостности ({}),整合性チェック ({})
Проверяется: {},確認中: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках",LFSモッド   : 存在、サイズ: 設定で計算が無効
Проверяются бекапы...,バックアップを確認中...
Проверяются сохранения,セーブデータを確認中
Программа {}. Control не найдена,アプリケーション {}。Controlが見つかりません
Программа {}. Exefs не найдена,プログラム {}。Exefs が見つかりません
Программа {}. Romfs не найдена,アプリケーション {}。Romfs が見つかりません
Произошла неизвестная ошибка,不明なエラーが発生しました
Произошла ошибка:,エラーが発生しました:
Произошла ошибка: {},エラーが発生しました: {}
LFS папка игры,LFSゲームフォルダ
Пропускается: {}          \r,スキップ中: {}          \r
Прослушивание на {}:{},{}:{} でリッスン中
Просмотр альбома по HTTP,HTTPでアルバムを表示
MTP Респондер (нажмите B для остановки),MTPレスポンダー (停止するにはBを押してください)
Просмотреть игры,ゲームを表示
Просто запуск,起動するだけ
Разбор,解析
Раздел secure не найден,secureセクションが見つかりません
"Размер  : {}, {} файл","サイズ  : {}, {} ファイル"
"Размер  : {}, {} файла","サイズ  : {}, {} ファイル"
"Размер  : {}, {} файлов",サイズ  : {}、{}ファイル
Размер посылаемого файла   : {},送信ファイルのサイズ: {}
Размер сохранений     : {},セーブデータサイズ  : {}
Размер: {},サイズ: {}
Разрешено,許可
Распаковать в подкаталог,サブディレクトリに展開
Распаковать сюда,ここに展開
Распаковка файла,ファイルを展開中
Растущие цветы:     {},育成中の花:     {}
Nintendo Account задан и связан,ニンテンドーアカウントが設定され、リンクされました
Регистрация контента {}...,コンテンツを登録中 {}...
Регистрация файла {}...,ファイル {} を登録中...
Регистры котроллера MAX17050,MAX17050コントローラーレジスタ
Редактирование возрастного рейтинга...,年齢区分を編集中...
Редактирование запретов,制限の編集
Рендеринг FB2,FB2レンダリング
"Nintendo Account задан, но не связан",Nintendo Accountが設定されていますが、リンクされていません
Сброс требуемой версии,必要なバージョンをリセット
Сбросить требуемую версию,必要なバージョンをリセット
Сведения,情報
Сведения...,情報...
Свободное место в хранилище: {},ストレージの空き容量: {}
Свободное место: {},空き容量: {}
Сгенерировать и установить,生成してインストール
Nintendo Account не задан,Nintendo Accountが設定されていません
Сдампить на SD карту,SDカードにダンプ
Сдампить на внешний USB,外部USBにダンプ
Сдампить текущую прошивку,現在のファームウェアをダンプ
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),ダンプ済み: {}/{} ({}%) ({:.2f} MB/秒)
Сделать бекап,バックアップを作成
"Сделать бекап, если новее",新しい場合はバックアップ
Северная Америка,北アメリカ
Сентябрь,9月
Сепия,セピア
Сервер запущен,サーバーが起動しました
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,サーバーがDBIのアップデートを提案しています\n\n(+)を押して確認\n他のボタンでキャンセル
Сессии,セッション
Сессия закрыта,セッションが閉じられました
Сессия открыта,セッションが開かれました
Синхронизация времени по NTP,NTP時刻同期
Системные приложения,システムアプリケーション
Системный по умолчанию,システムデフォルト
Сканирование директорий...,ディレクトリをスキャン中...
Сканирование игр...,ゲームをスキャン中...
Скачано {}/{},ダウンロード済み {}/{}
Скачивание файла не удалось,ファイルのダウンロードに失敗しました
Скорость передачи: {:.2f} МБ/сек,転送速度: {:.2f} MB/秒
Собираются сведения...,情報を収集しています...
Соединение сброшено,接続がリセットされました
Создание DLC анлокера,DLCアンロッカーを作成中
Создание NSP,NSPを作成中
Создание sdmc:/versions.txt,sdmc:/versions.txt を作成中
Создание дампа ({}),ダンプ作成中 ({})
Создание дампа: {},ダンプ作成中: {}
Создание единого репака,統合リパックの作成
Создание записи об игре...,ゲーム記録を作成中...
Создание новой записи об игре...,新しいゲームエントリを作成中...
Создание плейсхолдера: {}...,プレースホルダーを作成中: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","リパック作成中 Id: {:016X}, バージョン: {}, タイプ: {}"
Создание строк... {}%,文字列を作成中... {}%
Создание таблицы имён,名前テーブルを作成中
Создание тела файла,ファイル本体を作成中
Создание точки доступа...,アクセスポイントを作成中...
Создание хэш таблицы,ハッシュテーブルを作成中
Создание ярлыка,ショートカットを作成中
Создано новое сохранение. Восстанавливаю бекап в него...,新しいセーブが作成されました。バックアップを復元しています...
Создать sdmc:/versions.txt,sdmc:/versions.txt を作成
Создать единый репак,単一リパックを作成
Создать новое сохранение...,新しいセーブデータを作成...
Создать новый каталог...,新しいディレクトリを作成...
Создать новый файл...,新しいファイルを作成...
Создать ярлык,ショートカットを作成
Создать ярлык для hbmenu,hbmenuのショートカットを作成
Создать ярлык на рабочий стол для DBI...,DBIのデスクトップショートカットを作成...
Создать ярлык с аргументами...,引数付きショートカットを作成...
Создаётся обновлённая запись об игре...,更新されたゲーム記録を作成中...
Сохранение для {} уже существует,{}のセーブデータは既に存在します
Сохранения,セーブデータ
Сохранения будут удалены!,セーブデータが削除されます!
Сохранения удалённых игр ({}),削除されたゲームのセーブデータ ({})
Сохранения установленных игр ({}),インストール済みゲームのセーブデータ ({})
Сохранёные в системе параметры котроллера батареи,システムに保存されたバッテリーコントローラーパラメータ
Существующая запись об игре не найдена,既存のゲーム記録が見つかりません
Существующее сохранение не найдено и новое не может быть создано,既存のセーブデータが見つからず、新規作成もできません
SDK {} уже был экспортирован: {},SDK {} は既にエクスポートされています: {}
Тайтл не установлен,タイトルがインストールされていません
Тайтл установлен,タイトルがインストールされました
Тайтлы с ошибками:,エラーのあるタイトル:
Текущее время: {},現在時刻: {}
SDK на подмену не найдены,置き換え用のSDKが見つかりません
Тема,テーマ
Тикет исправлен,チケット修正済み
Тикеты,チケット
Тикеты не найдены,チケットが見つかりません
864,864
881,881
"больше шансов, что оно заработает». Их",ャンスですべてがうまくいく…そして彼らは急いで最初の
быстро проникли в планы шадоков и,​
"всякий раз, когда растение расцветает",​
"выражениях: «Чем больше неудач, тем","表現: ""失敗が多ければ多いほど"
"вычислили, что у них есть по крайней",後に勝利が訪れるように。» I. I. ピズドボロフ
заработает… И они торопятся поскорее,任戦略家は、ロケットが落ちるのは誘導システムにもトイ
"и дает транзистор, они мчатся, чтобы",​
"и не кончилось успехом». Или, в других",可能性が高まる』ということだ。彼らの戦術は空回りして
"мере один шанс из миллиона, что она",著『突破のリズム』。地下壕、国営出版社'鏡の国'。主
миллионная заработает».,らしい。沼地から志願者が部品を求めて隣人たちのもとへ
"ничего, что бы непрерывно продолжалось",牲が大きければ大きいほど、最終的にすべてがうまくいく
"но окружили его со всех сторон, и",​
"опытов, чтобы быть уверенными, что",ちは庭に置いてある機器から直接チップを取り出している
осуществить 999999 первых неудачных,レにもチップが足りないからだと発表した。そして隣人た
"очень умные благодаря своим шляпам,",​
"планету гиби искать транзисторы. Гиби,",​
постоянно кончаясь неудачами.,をもたらしている。その秘密はすべて、彼らの深遠な論理
принципов шадокской логики: «Нет,シャドック論理の原則:«いいえ
