original,translation
На месте нет достаточно свободного места,可用空间不足
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,按 (+) 用更新的配置覆盖\n\n按任意其他按钮跳过
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","按 (+) 删除,按其他按钮跳过...\n (-) 全部删除,不再询问"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","按A继续,按其他按钮退出"
"Нажмите B, чтобы вернуться",按B返回
Нажмите любую кнопку,按任意按钮
Найден SDK: {},找到SDK: {}
Найден {} зарегистрированный контент-файл,找到 {} 个已注册内容文件
Найден {} контент-файл,找到 {} 个内容文件
Найден {} пользователь,找到 {} 个用户
Найден {} потерянный контент-файл,找到 {} 个孤立的内容文件
Найден {} файл,找到 {} 个文件
Найден {} файл с ошибками,发现{}个错误文件
Найден и удалён {} неиспользуемый тикет,找到并删除了 {} 个未使用的票据
Найдена {} запись об игре,找到 {} 条游戏记录
Найдена {} запись об ошибках,找到 {} 条错误记录
Найдена {} установленная игра,找到 {} 个已安装游戏
Найдено {} записей об играх,找到 {} 条游戏记录
Найдено {} записей об ошибках,找到 {} 个错误报告
Найдено {} записи об играх,找到 {} 个游戏条目
({}/{}) Устанавливается {},({}/{}) 正在安装 {}
Найдено {} записи об ошибках,找到 {} 个错误报告
Найдено {} зарегистрированных контент-файла,找到 {} 个已注册的内容文件
Найдено {} зарегистрированных контент-файлов,找到 {} 个已注册的内容文件
Найдено {} контент-файла,找到 {} 个内容文件
Найдено {} контент-файлов,找到 {} 个内容文件
Найдено {} обновление,找到 {} 个更新
Найдено {} обновлений,找到 {} 个更新
Найдено {} обновления,找到 {} 个更新
Найдено {} пользователей,找到 {} 个用户
Найдено {} пользователя,找到 {} 个用户
Найдено {} потерянных контент-файла,找到 {} 个丢失的内容文件
Найдено {} потерянных контент-файлов,找到 {} 个孤立的内容文件
Найдено {} сохранение,找到 {} 个存档
Найдено {} сохранение...,找到 {} 个存档...
Найдено {} сохранений,找到 {} 个存档
Найдено {} сохранений...,找到 {} 个存档...
Найдено {} сохранения,找到 {} 个存档
Найдено {} сохранения...,找到 {} 个存档...
Найдено {} установленные игры,找到 {} 个已安装游戏
Найдено {} установленных игр,找到 {} 个已安装游戏
Найдено {} файла,找到 {} 个文件
Найдено {} файла с ошибками,发现{}个有错误的文件
Найдено {} файлов,找到 {} 个文件
Найдено {} файлов с ошибками,发现 {} 个错误文件
Найдено и удалено {} неиспользуемых тикета,找到并删除了 {} 个未使用的票据
Найдено и удалено {} неиспользуемых тикетов,找到并删除了 {} 个未使用的票据
Найдено существующее сохранение. Восстанавливаю бекап в него...,找到现有存档。正在恢复备份...
Настройки,设置
Настройки DBI,DBI设置
Настройки FB2,FB2设置
Начало игры           : -,游戏开始  : -
Начало игры           : {},游戏开始  : {}
Начало создания Control.nca,开始创建 Control.nca
Начало создания Program.nca,开始创建Program.nca
Начать установку,开始安装
Не доступно,不可用
Не известно,未知
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",未找到可容纳生成转储的USB磁盘。请确保其格式化为ExFAT。
Не найдены требуемые тикеты,未找到所需票据
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. 空闲时间 \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,创建NSP失败
Не удалось получить список,无法获取列表
Не удалось установить аватар\n{},设置头像失败\n{}
Не установлен,未安装
Невозможно найти путь,无法找到路径
Невозможно открыть папку журналов ошибок,无法打开错误日志文件夹
Невозможно переименовать '{}' в '{}':,无法将'{}'重命名为'{}':
Невозможно получить список LFS,无法获取LFS列表
Невозможно получить список пользователей,无法获取用户列表
Невозможно получить статус связи с Nintendo Account,无法获取Nintendo Account关联状态
...готово,...完成
Невозможно получить число записей об ошибках,无法获取错误记录数
Невозможно прочитать общие тикеты,无法读取通用票据
Невозможно прочитать персонализированные тикеты,无法读取个性化票据
Невозможно разобрать content meta,无法解析内容元数据
Невозможно разобрать content meta. Неожиданная ошибка,无法解析内容元数据。意外错误
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,无法解析内容元数据。固件过旧。需要更新HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,无法解析nca。固件过旧。需要更新HOS
Невозможно разобрать индекс кеша,无法解析缓存索引
Невозможно распаковать '{}':,无法解压'{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,无法复制文件\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,无法挂载存档
Невозможно смонтировать устройство сохраниения,无法挂载存档设备
Невозможно создать каталог,无法创建目录
Невозможно создать каталог '{}':,无法创建目录'{}':
Невозможно создать файл,无法创建文件
Невозможно создать файл '{}':,无法创建文件'{}':
Недопустимый идентификатор,无效标识符
Неизвестная игра [{:016x}],未知游戏 [{:016x}]
: {:>4} сохранение,: {:>4} 存档
Неизвестно,未知
Неизвестный тайтл,未知标题
Немецкий,德语
Неправильное хранилище,无效存储
Неправильный родительский объект,无效的父对象
Нет,否
Нет VFS. Прекращение работы,无VFS。正在终止
Нет exefs VFS. Прекращение работы,没有 exefs VFS。正在终止
: {:>4} сохранений,: {:>4} 存档
Нет logo VFS. Прекращение работы,无 logo VFS。正在终止
Нет romfs VFS. Прекращение работы,没有romfs VFS。正在终止
Нет лого,无徽标
Нечего устанавливать,无可安装内容
Новое имя для '{}','{}'的新名称
Новый каталог,新目录
Новый размер сохранения в МБ,新存档大小 MB
Новый рейтинг (-1 для удаления),新评级(-1 删除)
: {:>4} сохранения,: {:>4} 存档
Номер страницы,页码
Ночь,夜晚
Нужен связанный аккаунт,需要关联账户
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,获取额外数据错误
Обнаружены недопустимые символы,检测到无效字符
Обновить DBI,更新DBI
Обновить DBI из этого файла,从此文件更新DBI
Обновить TitleDB,更新TitleDB
Обновление TitleDB,正在更新TitleDB
Обновление базы данных...,正在更新数据库...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,更新版本至 {} {}\n\n按 (+) 继续\n按其他按钮取消
Обновление времени...,正在更新时间...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,更新完成\n\n按任意按钮\n重启 DBI
Обновление фейковой записи {} ➡ [v{}],更新虚假记录 {} ➡ [v{}]
Обновление. Пожалуйста подождите...,更新中。请稍候...
Обновляется запись об игре...,正在更新游戏记录...
Обрабатывается запись {:016X},正在处理记录 {:016X}
Обратный альбом (180°),反向相册 (180°)
Обратный портрет (270°),反向纵向 (270°)
Общее время активной игры     : {} часов,总活跃游戏时间     : {} 小时
Общее время дампа {:d}:{:02d}:{:02d},总转储时间 {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,总游戏时间       : {} 小时
Общее время игры      : -,总游戏时间 : -
Общее время игры      : {:d} часов {:02d} минут,总游戏时间 : {:d}小时{:02d}分钟
Общее время установки: {:d}:{:02d}:{:02d},总安装时间：{:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},总时间：{:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},总占用空间：N:{} + S:{} = {}
Общее число запусков  : -,总启动次数 : -
Общие,常规
Общий размер установки: {},安装总大小: {}
Объединение списков,合并列表
Объект {} не допустим,对象 {} 不允许
Объект {} не может быть создан,无法创建对象 {}
Объект не открыт для редактирования,对象未打开以进行编辑
Объект удалён,对象已删除
Объект уже открыт для редактирования,对象已打开进行编辑
Огибка получения адреса сокета: {} {},获取套接字地址错误: {} {}
Ожидаемый размер: {},预期大小: {}
Ожидается большой (>4GB) файл,预计大文件(>4GB)
Ожидается запуск dbibackend на стороне ПК...,等待PC端启动dbibackend...
Ожидание: {} секунд,等待: {}秒
Ожидание: {} секунда,等待: {}秒
Ожидание: {} секунды,等待: {} 秒
Ориентация,方向
Ориентация...,方向...
Основной SDK не найден. Пробуем мультипрограмный вариант,未找到主SDK。尝试多程序变体
Оставить сохранения,保留存档
Осталось ходов:    {:>3},剩余步数:    {:>3}
Остаток файла пропускается,跳过文件的其余部分
Отключение связи с мобильным приложением...,正在断开与移动应用的连接...
Открываем папку прошивки...,正在打开固件文件夹...
Открыть,打开
Открыть вторую панель,打开第二个面板
Открыть как 7Z,作为7Z打开
Открыть как RAR,作为RAR打开
Открыть как ZIP,作为ZIP打开
Открыть как hex,以hex格式打开
Открыть как текст,以文本方式打开
Открыть контент по MTP,通过MTP打开内容
Открыть папку LFS,打开LFS文件夹
Content meta не найден. Установка прервана,未找到内容元数据。安装已中止
Отослано {}/{} байт,已发送 {}/{} 字节
Отсутствуют ES сигпатчи!,缺少ES签名补丁!
Очистка /atmosphere/contents,清理 /atmosphere/contents
Очистка кеша rightsId...,正在清除 rightsId 缓存...
Очистка папки...,正在清理文件夹...
Очистка плейсхолдеров...,正在清除占位符...
Очистка системы от мусора,清理系统垃圾
Очистка сохранений,清除存档数据
Очистка...,清理中...
Ошибка FTP сервера,FTP服务器错误
DBI Просмотр альбома,DBI 相册查看
Ошибка во время копирования файла,复制文件时出错
Ошибка во время обновления тайтла,更新标题时出错
Ошибка выделения сокета: {},套接字分配错误: {}
Ошибка завершения соединения: {},连接终止错误: {}
Ошибка загрузки картинки,图片加载错误
Ошибка загрузки файла из альбома: {},从相册加载文件时出错: {}
Ошибка закрытия сокета: {},套接字关闭错误: {}
Ошибка записи файла: {},文件写入错误: {}
Ошибка изменения размера файла,调整文件大小错误
Ошибка инициализации {}: {},初始化错误 {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз",方向键和摇杆 - 滚动，L - 上一页，R - 下一页
Ошибка опроса сокета: {},套接字轮询错误: {}
Ошибка открытия каталога: {},打开目录错误: {}
Ошибка открытия сокета: {},套接字打开错误: {}
Ошибка открытия файла,打开文件错误
Ошибка открытия файла '{}': {},打开文件 '{}' 时出错: {}
Ошибка открытия файла: {},打开文件时出错: {}
Ошибка отсылки: {},发送错误: {}
Ошибка переименования: {},重命名错误: {}
Ошибка подключения: {},连接错误: {}
Ошибка подмены SDK: {},SDK替换错误: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex",DPAD和摇杆 - 滚动，L - 上一页，R - 下一页，R3 - 文本/Hex
Ошибка получения адреса узла: {},获取节点地址时出错: {}
Ошибка получения внеочередных данных: {},获取带外数据时出错: {}
Ошибка получения имени сокета: {} {},获取套接字名称错误: {} {}
Ошибка получения информаци о файле: {},获取文件信息时出错: {}
Ошибка получения размера файла: {},获取文件大小时出错: {}
Ошибка получения флагов сокета: {},获取套接字标志时出错: {}
Ошибка получения хранилища {},获取存储 {} 时出错
Ошибка получения: {},获取错误: {}
Ошибка получения: {} {},获取错误: {} {}
Ошибка посылки файла: {},文件发送错误: {}
Ошибка привязки сокета к порту {}: {},绑定套接字到端口 {} 时出错: {}
Ошибка привязки: {},绑定错误: {}
Ошибка принятия соединения: {} {},接受连接错误: {} {}
Ошибка приёма соединения: {},接收连接错误: {}
Ошибка проверси метки сокета: {},套接字标签验证错误: {}
Ошибка прослушивания: {},监听错误: {}
Ошибка прослушки сокета: {},套接字监听错误: {}
Ошибка сжатия,压缩错误
Ошибка создания каталога: {},创建目录错误: {}
Ошибка создания сокета: {},套接字创建错误: {}
Ошибка создания сохранения,创建存档时出错
Ошибка удаления каталога: {},删除目录错误: {}
Ошибка удаления файла: {},文件删除错误: {}
Ошибка установки флагов сокета: {},设置套接字标志错误: {}
Ошибка чтения записи об игре: {},读取游戏记录时出错: {}
Ошибка чтения каталога: {},读取目录错误: {}
Ошибка чтения файла: {},文件读取错误: {}
Ошибок не найдено,未发现错误
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),无效的DLC编号 (必须在0x001-0x7FF范围内)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),DLC编号错误(必须在1-2047范围内)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","无效票据 {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,未找到LFS文件夹
Папка обновления очищена,更新文件夹已清空
Параметры FTP,FTP设置
Параметры MTP,MTP设置
Параметры установки,安装选项
Передача окончена,传输完成
Переименование объекта,重命名对象
Переименовать,重命名
Перейти к первой странице,转到第一页
Перейти к последней странице,转到最后一页
Перейти к странице...,转到页面...
Переместить,移动
Переместить в NAND,移动到NAND
Переместить на SD карту,移动到SD卡
"Перемещение {} ({}, {}) в {}","正在移动 {} ({}, {}) 到 {}"
Перемещение {} записей,正在移动 {} 个条目
Перемещение {} записи,正在移动 {} 条目
Перемещение {} игр,正在移动 {} 个游戏
Перемещение {} игры,正在移动 {} 游戏
FTP сервер (нажмите B для остановки),FTP服务器 (按B停止)
Перемещение контента,正在移动内容
Перенос строк,换行
Переоткрытие ФС сохранения: {},重新打开存档文件系统: {}
Пишется новая запись о контенте...,正在写入新内容记录...
Пишется новый cnmt.nca...,正在写入新的cnmt.nca...
Подготовка...,准备中...
Подключаемся к {}...,正在连接到 {}...
Подключено к {}:{},已连接到 {}:{}
Подмена SDK,SDK替换
Подменить SDK,替换SDK
Подсчитывается размер установки...,正在计算安装大小...
Подсчитывается размер установки...{}%,正在计算安装大小...{}%
Подсчитываются объекты в альбоме в NAND,正在统计NAND中相册内的对象
Подсчитываются объекты в альбоме на SD карте,正在统计SD卡相册中的对象
Подсчёт метаданных...,正在计算元数据...
Подсчёт основного хэша,正在计算主哈希
Подсчёт хэша секции,正在计算分区哈希
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",请使用USB Type-C线缆将主机连接到电脑，或按B键
"Пожалуйста, подождите...",请稍候...
Поиск записей об ошибках,正在搜索错误日志
Поиск неиспользуемых тикетов,搜索未使用的票证
Поиск подготовленного системного обновления,搜索已准备的系统更新
Поиск потерянных тайтлов,搜索丢失的标题
Поиск потерянных файлов в NAND,正在NAND中搜索丢失的文件
Поиск потерянных файлов на SD,正在搜索SD卡上丢失的文件
Поиск сохранений удалённых пользователей...,正在搜索已删除用户的存档数据...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,已接收包含 {} 条记录的列表
Получен список из {} записи,已接收 {} 条记录列表
Получение версий установленных игр,正在获取已安装游戏版本
Получение информации из hac_versionlist...,正在从 hac_versionlist 获取信息...
Получение информации из системы...,正在获取系统信息...
Получение информации об играх...,正在获取游戏信息...
Получение списка тикетов...,正在获取票据列表...
Получение файла: {} МБ ({:.2f} МБ/сек),正在接收文件：{} MB ({:.2f} MB/秒)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),正在接收文件：{}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/秒)
Полученное время: {},接收时间: {}
Полученный размер: {},接收大小: {}
"Получено: {}, ({:.2f} МБ/сек)",已接收：{}，({:.2f} MB/秒)
Пользователь {} не найден. Создание сохранения невозможно,未找到用户 {}。无法创建存档
Пользователь не найден,未找到用户
Попытаться разобрать,尝试解析
Попытка исправить,尝试修复
Портрет (90°),竖屏 (90°)
Португальский,葡萄牙语
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-开头, L+➡-结尾, ZL-大小写, ZR-输入, Y-空格, X-退格, R3-语言"
После удаления игры не будут запускаться,删除后游戏将无法启动
Посылается файл: {},正在发送文件: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),正在发送文件：{}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/秒)
Превышен размер командного буфера,命令缓冲区大小超限
LFS мод.: -,LFS模式    : -
Предоставить по FTP,通过FTP提供
Прекращение прослушивания на {}:{},停止监听 {}:{}
Прервано пользователем,用户中止
Привязка к {}:{},绑定到 {}:{}
Принято соединение от {}:{},已接受来自 {}:{} 的连接
Проверить целостность,验证完整性
Проверка magic...,正在检查magic...
"Проверка {} ({}, {}), {}","验证 {} ({}, {}), {}"
Проверка картриджа...,正在检查卡带...
Проверка на наличие  {}...,正在检查 {}...
Проверка обновлений,检查更新
Проверка обновлений игр,正在检查游戏更新
Проверка сохранений,正在检查存档数据
Проверка целостности ({}),完整性检查 ({})
Проверяется: {},正在检查: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS模组    : 存在,大小: 已在设置中禁用计算"
Проверяются бекапы...,正在检查备份...
Проверяются сохранения,正在检查存档
Программа {}. Control не найдена,应用程序 {}。未找到 Control
Программа {}. Exefs не найдена,程序 {}。未找到 Exefs
Программа {}. Romfs не найдена,应用程序 {}。未找到 Romfs
Произошла неизвестная ошибка,发生未知错误
Произошла ошибка:,发生错误:
Произошла ошибка: {},发生错误: {}
LFS папка игры,LFS游戏文件夹
Пропускается: {}          \r,跳过: {}          \r
Прослушивание на {}:{},正在监听 {}:{}
Просмотр альбома по HTTP,通过HTTP查看相册
MTP Респондер (нажмите B для остановки),MTP响应器(按B停止)
Просмотреть игры,查看游戏
Просто запуск,直接启动
Разбор,解析
Раздел secure не найден,未找到secure分区
"Размер  : {}, {} файл","大小  : {}, {} 文件"
"Размер  : {}, {} файла",大小  : {}，{} 文件
"Размер  : {}, {} файлов",大小  : {}，{}个文件
Размер посылаемого файла   : {},发送文件大小: {}
Размер сохранений     : {},存档大小  : {}
Размер: {},大小: {}
Разрешено,允许
Распаковать в подкаталог,解压到子目录
Распаковать сюда,解压到此处
Распаковка файла,正在解压文件
Растущие цветы:     {},生长中的花朵:     {}
Nintendo Account задан и связан,任天堂账户已设置并关联
Регистрация контента {}...,正在注册内容 {}...
Регистрация файла {}...,正在注册文件 {}...
Регистры котроллера MAX17050,MAX17050控制器寄存器
Редактирование возрастного рейтинга...,正在编辑年龄分级...
Редактирование запретов,编辑限制
Рендеринг FB2,渲染FB2
"Nintendo Account задан, но не связан",已设置任天堂账号，但未关联
Сброс требуемой версии,重置所需版本
Сбросить требуемую версию,重置所需版本
Сведения,信息
Сведения...,信息...
Свободное место в хранилище: {},存储空间剩余: {}
Свободное место: {},可用空间: {}
Сгенерировать и установить,生成并安装
Nintendo Account не задан,未设置Nintendo Account
Сдампить на SD карту,转储到SD卡
Сдампить на внешний USB,转储到外部USB
Сдампить текущую прошивку,转储当前固件
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),已转储：{}/{} ({}%) ({:.2f} MB/秒)
Сделать бекап,创建备份
"Сделать бекап, если новее",如果较新则备份
Северная Америка,北美洲
Сентябрь,九月
Сепия,棕褐色
Сервер запущен,服务器已启动
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,服务器提供执行DBI更新\n\n按(+)确认\n按任意其他按钮取消
Сессии,会话
Сессия закрыта,会话已关闭
Сессия открыта,会话已打开
Синхронизация времени по NTP,NTP时间同步
Системные приложения,系统应用程序
Системный по умолчанию,系统默认
Сканирование директорий...,正在扫描目录...
Сканирование игр...,正在扫描游戏...
Скачано {}/{},已下载 {}/{}
Скачивание файла не удалось,文件下载失败
Скорость передачи: {:.2f} МБ/сек,传输速度：{:.2f} MB/秒
Собираются сведения...,正在收集信息...
Соединение сброшено,连接已重置
Создание DLC анлокера,正在创建DLC解锁器
Создание NSP,创建NSP
Создание sdmc:/versions.txt,正在创建 sdmc:/versions.txt
Создание дампа ({}),正在创建转储 ({})
Создание дампа: {},创建转储: {}
Создание единого репака,创建统一重新打包
Создание записи об игре...,正在创建游戏记录...
Создание новой записи об игре...,正在创建新游戏条目...
Создание плейсхолдера: {}...,正在创建占位符: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","正在创建重新打包 Id: {:016X}, 版本: {}, 类型: {}"
Создание строк... {}%,正在创建字符串... {}%
Создание таблицы имён,正在创建名称表
Создание тела файла,正在创建文件主体
Создание точки доступа...,正在创建接入点...
Создание хэш таблицы,正在创建哈希表
Создание ярлыка,正在创建快捷方式
Создано новое сохранение. Восстанавливаю бекап в него...,已创建新存档。正在恢复备份...
Создать sdmc:/versions.txt,创建 sdmc:/versions.txt
Создать единый репак,创建单个重新打包
Создать новое сохранение...,创建新存档...
Создать новый каталог...,创建新目录...
Создать новый файл...,创建新文件...
Создать ярлык,创建快捷方式
Создать ярлык для hbmenu,为hbmenu创建快捷方式
Создать ярлык на рабочий стол для DBI...,为DBI创建桌面快捷方式...
Создать ярлык с аргументами...,创建带参数的快捷方式...
Создаётся обновлённая запись об игре...,正在创建更新的游戏记录...
Сохранение для {} уже существует,{} 的存档数据已存在
Сохранения,存档数据
Сохранения будут удалены!,存档数据将被删除!
Сохранения удалённых игр ({}),已删除游戏的存档 ({})
Сохранения установленных игр ({}),已安装游戏的存档 ({})
Сохранёные в системе параметры котроллера батареи,系统中保存的电池控制器参数
Существующая запись об игре не найдена,未找到现有游戏记录
Существующее сохранение не найдено и новое не может быть создано,未找到现有存档且无法创建新存档
SDK {} уже был экспортирован: {},SDK {} 已导出:{}
Тайтл не установлен,标题未安装
Тайтл установлен,标题已安装
Тайтлы с ошибками:,有错误的标题:
Текущее время: {},当前时间: {}
SDK на подмену не найдены,未找到用于替换的SDK
Тема,主题
Тикет исправлен,票据已修复
Тикеты,票据
Тикеты не найдены,未找到票据
864,864
881,881
"больше шансов, что оно заработает». Их",，火箭之所以坠落，是因为无论制导系统还是马桶里都缺芯
быстро проникли в планы шадоков и,​
"всякий раз, когда растение расцветает",​
"выражениях: «Чем больше неудач, тем","表达中: ""失败越多,"
"вычислили, что у них есть по крайней",出一名志愿者直奔邻居那里要零件。邻居们因为有互联网而
заработает… И они торопятся поскорее,允许客人进入自己的一个设备仓库，但从四面八方把他围住
"и дает транзистор, они мчатся, чтобы",​
"и не кончилось успехом». Или, в других",误，好让胜利随之而来。» 伊·伊·屁话洛夫。《突破的
"мере один шанс из миллиона, что она",变得狡猾，很快识破了秘密意图，决定好好嘲弄一番。他们
миллионная заработает».,​
"ничего, что бы непрерывно продолжалось",起来……于是他们急着赶紧犯下那前999999个致命错
"но окружили его со всех сторон, и",​
"опытов, чтобы быть уверенными, что",​
осуществить 999999 первых неудачных,，现在每当他看到芯片，邻居们就把它夺走。»
"очень умные благодаря своим шляпам,",​
"планету гиби искать транзисторы. Гиби,",​
постоянно кончаясь неудачами.,不断以失败告终。
принципов шадокской логики: «Нет,沙多克逻辑原则:«不
"ракета еще несовершенна, но они",片。而邻居们据说直接从花园里的设备中提取芯片。沼泽派
"растений, произрастающих на огородах.",​
решили позабавиться. Они позволили,​
собрать урожай прежде шадока.,​
"терпят неудачу потому, что не хватает",​
транзисторов в системах безопасности.,​
"шадоку забраться в один из их огородов,",​
«У шадоков ситуация удовлетворительна.,«沼泽居民的一切都在按计划进行。归零进程持续推进，稳
"Испытания ракет продолжаются,",定地带来负增长。全部秘密隐藏在他们深层逻辑的根本教条
Но у гиби транзисторы собирают с,​
Решено послать одного из шадоков на,​
original,original
"SSID: {}, Пароль: {}","SSID: {}, 密码: {}"
Тип оборудования        : {},设备类型      : {}
TempC0               : {:04x},TempC0      : {:04x}
Уровень заряда батареи         : {},电池电量       : {}
URL для проверки обновлений,更新检查URL
Установка с картриджа,从卡带安装
Установка через DBIbackend,通过DBIbackend安装
Форсировать UTF-8,强制UTF-8
Хэш версии              : {},版本哈希      : {}
Читать дату файлов,读取文件日期
Экзосфера очищает CAL0      : {},Exosphere清除CAL0 : {}
Экран                 : ({:08X}) {},屏幕                : ({:08X}) {}
Язык                    : {},语言        : {}
"Интервал автобекапа сейвов, дни","存档自动备份间隔,天"
Конфигурация зарядки            : {},充电配置           : {}
Режим Hi-Z включён              : {},Hi-Z模式已启用      : {}
Зарядка батареи включена        : {},电池充电已启用        : {}
Маршрут электропитания          : {},供电路径           : {}
Напряжение источника            : {} mV,电源电压           : {} mV
Ток источника                   : {} mA,源电流            : {} mA
Быстрая зарядка разрешена       : {},允许快速充电         : {}
Целевая прошивка            : {}.{}.{},目标固件            : {}.{}.{}
Поддерживаемая версия HOS   : {},支持的HOS版本        : {}
Предел входного тока (буст)     : {} mA,输入电流限制 (boost) : {} mA
Предел тока быстрой зарядки     : {} mA,快速充电电流限制       : {} mA
Напряжение батареи              : {} mV,电池电压           : {} mV
Контроллер источника получен    : {},已获取源控制器        : {}
OTG Запрошен                    : {},OTG 已请求        : {}
Производитель    : {:s} ({:02X}),制造商    : {:s} ({:02X})
OEM ID           : {:s} ({:s}),OEM ID : {:s} ({:s})
Имя продукта     : {:s},产品名称   : {:s}
Ревизия продукта : {:s},产品版本   : {:s}
Серийный номер   : {:s},序列号    : {:s}
Ёмкость с завода   : {} mAh,出厂容量     : {} mAh
Автоповтор кнопок при удержании,按住按钮时自动重复
Версия атмосферы            : {}.{}.{},Atmosphere版本    : {}.{}.{}
Версия прошивки         : {}.{}.{}-{}.{},固件版本      : {}.{}.{}-{}.{}
Возраст батареи                : {}%,电池老化程度     : {}%
Время гашения экрана в секундах,屏幕变暗时间(秒)
Выключать экран,关闭屏幕
Выход на рабочий стол,退出到主菜单
Дата первого игрового события : {},首次游戏事件日期    : {}
Добавлять суффикс к имени файла,为文件名添加后缀
Достаточное питание            : {},电源充足       : {}
Есть исправление RCM бага   : {},有RCM漏洞修复        : {}
Журналирование действий,操作日志
Закладки на SD,SD书签
Запись в CAL0 разрешена     : {},允许写入CAL0        : {}
Запускать точку доступа,启动接入点
Запустить FTP сервер,启动FTP服务器
Запустить HTTP сервер,启动HTTP服务器
Заряд батареи                  : {}%,电池电量       : {}%
Заряд батареи (сырое значение) : {}%,电池电量 (原始值) : {}%
Зарядка батареи                : {},电池电量       : {}
Инструменты,工具
Использовать 5 GHz,使用 5 GHz
Использовать MSG_WAITALL в recv,在recv中使用MSG_WAITALL
Использовать для неё TitleID,为其使用TitleID
Использовать разгон,使用超频
Использовать скрытый SSID,使用隐藏SSID
Источник питания                : {},电源             : {}
Курсор на обеих панелях,光标在两个面板上
%% заряд-разряд    : {},%% 充电-放电 : {}
Никнейм консоли         : {},主机昵称      : {}
Общее число игровых сессий    : {},游戏会话总数      : {}
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},蓝牙MAC地址           : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
CDIR в листинге,列表中的CDIR
Configuration Id1     : {},Configuration Id1 : {}
DeviceId                : {0:} ({0:016X}),DeviceId  : {0:} ({0:016X})
Папка для бекапа сохранений,存档数据备份文件夹
Папка для дампа игр,游戏转储文件夹
Папка журналов,日志文件夹
DramId                  : {} ({}),DramId    : {} ({})
Пароль,密码
Перевернуть джойконы,翻转Joy-Con
Перевернуть экран,旋转屏幕
Emummc включён              : {},Emummc 已启用      : {}
Переносить слова,自动换行
Платформа               : {},平台        : {}
FullCap              : {:04x} ({} mAh),FullCap     : {:04x} ({} mAh)
Подсвечивать файлы обновлений,高亮更新文件
FullCapNom           : {:04x} ({} mAh),FullCapNom  : {:04x} ({} mAh)
Показываемая версия     : {},显示版本      : {}
Показываемое название   : {},显示名称      : {}
Показывать 'Обновить отсюда',显示'从此处更新'
Показывать объединённый NSP,显示合并的NSP
Показывать папку 'Mods&Cheats',显示'Mods&Cheats'文件夹
Показывать прогрев кеша,显示缓存预热
Показывать размер LFS (долго),显示LFS大小 (慢)
