original,translation
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","O nome do diretório\n'{}'\ncontém caracteres inválidos.\nNão pode ser criado.\n\nPrima A - cancelar, B - ignorar, X - renomear"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","O nome do ficheiro\n'{}'\ncontém caracteres inválidos.\nNão pode ser criado.\n\nPrima A - cancelar, B - ignorar, X - renomear"
Инсталлируется romfs.bin,A instalar romfs.bin
Информация о зарядке батареи,Informações sobre carregamento da bateria
Информация о контенте,Informações do conteúdo
Информация о контенте ({}),Informação do conteúdo ({})
Информация о прошивке,Informações do firmware
Информация о системе,Informações do sistema
Информация о сохранении,Informações de gravação
Информация о сохранении...,Informações de gravação...
Информация о тикете,Informação do ticket
Информация о тикете...,Informações do ticket...
Информация об NSP,Informações NSP
Информация об атмосфере,Informações do Atmosphere
Информация об игровой активности,Informações sobre atividade de jogo
Информация об источние питания,Informações sobre a fonte de alimentação
Информация об оборудовании,Informações do hardware
Информация...,Informação...
Испанский,Espanhol
Использовано дополнительной памяти: {}. Создано буферов: {},Memória adicional utilizada: {}. Buffers criados: {}
Использовать папку для...,Usar pasta para...
Используется USB{},A usar USB{}
Итальянский,Italiano
Ищется control для ProgramId {},A procurar control para ProgramId {}
Ищется exefs/romfs для ProgramId {},A procurar exefs/romfs para ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},A procurar exefs/romfs/logo para ProgramId {}
Ищется {},A procurar {}
Июль,Julho
Июнь,Junho
Канадский французский,Francês canadiano
"Когда ваше устройство подключится, нажмите любую кнопку",Prima qualquer botão quando o dispositivo se ligar
Код партии батареи    : {} ({}),Código de lote bateria    : {} ({})
Кодировка,Codificação
Конец игры            : -,Fim do jogo                 : -
Конец игры            : {},Fim do jogo                 : {}
Контент уже на месте,O conteúdo já está no lugar
Копирование IVFC слой {} в nca: {},A copiar camada IVFC {} para nca: {}
Копирование PFS0 в nca,A copiar PFS0 para nca
Копирование PFS0 хэш таблицы в nca,A copiar tabela hash PFS0 para nca
Копирование SDK {} в файл: {}...,A copiar SDK {} para o ficheiro: {}...
Копировать,Copiar
Корейский,Coreano
Корень не найден,Raiz não encontrada
Корень сохранения не существует,A raiz de gravação não existe
Корея,Coreia
Латиноамериканский испанский,Espanhol latino-americano
Май,Maio
Март,Março
Масштаб: По ширине,Escala: Ajustar à largura
Масштаб: По экрану,Escala: Ajustar ao ecrã
Масштаб: Точка в точку,Escala: Pixel perfeito
Масштаб: Увеличение x2,Escala: Ampliação x2
Место в  NAND         : {},Espaço em NAND       : {}
Место на SD карте     : {},Espaço no cartão SD         : {}
Место на приставке не занято,Nenhum espaço ocupado na consola
Мета контент отсутствует,Conteúdo meta ausente
Миссия провалена\n\nНажмите А для выхода,Missão falhada\n\nPrima A para sair
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missão bem-sucedida\n\nMovimentos restantes: {}\n\nPrima A para sair
Модификация файла не удалась,Falha na modificação do ficheiro
На выбранном устройстве нет достаточного свободного места для установки,Não há espaço livre suficiente no dispositivo selecionado para a instalação
На месте нет достаточно свободного места,Espaço livre insuficiente
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Prima (+) para substituir a configuração pela atualizada\n\nQualquer outro botão para ignorar
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Prima (+) para eliminar, qualquer outro botão para ignorar...\n (-) Eliminar tudo sem perguntar novamente"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Prima A para continuar, outro botão para sair"
"Нажмите B, чтобы вернуться",Prima B para voltar
Нажмите любую кнопку,Prima qualquer botão
Найден SDK: {},SDK encontrado: {}
Найден {} зарегистрированный контент-файл,Encontrado {} ficheiro de conteúdo registado
Найден {} контент-файл,Encontrado {} ficheiro de conteúdo
Найден {} пользователь,Encontrado {} utilizador
Найден {} потерянный контент-файл,Encontrado {} ficheiro de conteúdo órfão
Найден {} файл,{} ficheiro encontrado
Найден {} файл с ошибками,Encontrado {} ficheiro com erros
Найден и удалён {} неиспользуемый тикет,Encontrado e eliminado {} bilhete não utilizado
Найдена {} запись об игре,Encontrada {} entrada de jogo
Найдена {} запись об ошибках,Encontrado {} registo de erro
Найдена {} установленная игра,Encontrado {} jogo instalado
Найдено {} записей об играх,Encontrados {} registos de jogos
Найдено {} записей об ошибках,Encontrados {} relatórios de erros
Найдено {} записи об играх,Encontradas {} entradas de jogos
({}/{}) Устанавливается {},({}/{}) A instalar {}
Найдено {} записи об ошибках,Encontrados {} relatórios de erros
Найдено {} зарегистрированных контент-файла,Encontrados {} ficheiros de conteúdo registados
Найдено {} зарегистрированных контент-файлов,Encontrados {} ficheiros de conteúdo registados
Найдено {} контент-файла,Encontrados {} ficheiros de conteúdo
Найдено {} контент-файлов,{} ficheiros de conteúdo encontrados
Найдено {} обновление,{} atualização encontrada
Найдено {} обновлений,Encontradas {} atualizações
Найдено {} обновления,Encontradas {} atualizações
Найдено {} пользователей,{} utilizadores encontrados
Найдено {} пользователя,{} utilizador encontrado
Найдено {} потерянных контент-файла,Encontrados {} ficheiros de conteúdo perdidos
Найдено {} потерянных контент-файлов,Encontrados {} ficheiros de conteúdo órfãos
Найдено {} сохранение,Encontrado {} salvamento
Найдено {} сохранение...,Encontrado {} ficheiro guardado...
Найдено {} сохранений,Encontrados {} saves
Найдено {} сохранений...,Encontrados {} salvamentos...
Найдено {} сохранения,Encontrados {} guardados
Найдено {} сохранения...,Encontrados {} salvamentos...
Найдено {} установленные игры,Encontrados {} jogos instalados
Найдено {} установленных игр,Encontrados {} jogos instalados
Найдено {} файла,{} ficheiro encontrado
Найдено {} файла с ошибками,Encontrados {} ficheiros com erros
Найдено {} файлов,{} ficheiros encontrados
Найдено {} файлов с ошибками,Encontrados {} ficheiros com erros
Найдено и удалено {} неиспользуемых тикета,Encontrados e removidos {} bilhetes não utilizados
Найдено и удалено {} неиспользуемых тикетов,Encontrados e removidos {} bilhetes não utilizados
Найдено существующее сохранение. Восстанавливаю бекап в него...,Gravação existente encontrada. A restaurar cópia de segurança...
Настройки,Definições
Настройки DBI,Definições DBI
Настройки FB2,Definições FB2
Начало игры           : -,Início do jogo              : -
Начало игры           : {},Início do jogo              : {}
Начало создания Control.nca,Iniciando criação de Control.nca
Начало создания Program.nca,Início da criação de Program.nca
Начать установку,Iniciar instalação
Не доступно,Não disponível
Не известно,Desconhecido
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Nenhuma unidade USB encontrada que possa conter o dump resultante. Certifique-se de que está formatada em ExFAT.
Не найдены требуемые тикеты,Tickets necessários não encontrados
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tempo inativo \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Falha ao criar NSP
Не удалось получить список,Falha ao obter lista
Не удалось установить аватар\n{},Falha ao definir avatar\n{}
Не установлен,Não instalado
Невозможно найти путь,Não foi possível encontrar o caminho
Невозможно открыть папку журналов ошибок,Não é possível abrir a pasta de registos de erros
Невозможно переименовать '{}' в '{}':,Não é possível renomear '{}' para '{}':
Невозможно получить список LFS,Não foi possível obter a lista LFS
Невозможно получить список пользователей,Não foi possível obter a lista de utilizadores
Невозможно получить статус связи с Nintendo Account,Não foi possível obter o estado da ligação da conta Nintendo
...готово,...concluído
Невозможно получить число записей об ошибках,Não foi possível obter o número de registos de erros
Невозможно прочитать общие тикеты,Não é possível ler os tickets comuns
Невозможно прочитать персонализированные тикеты,Não é possível ler bilhetes personalizados
Невозможно разобрать content meta,Não foi possível analisar content meta
Невозможно разобрать content meta. Неожиданная ошибка,Não é possível analisar o content meta. Erro inesperado
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Não foi possível analisar o content meta. FIRMWARE DESATUALIZADO. Atualização do HOS necessária
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Não foi possível analisar nca. FIRMWARE DESATUALIZADO. Atualização do HOS necessária
Невозможно разобрать индекс кеша,Não foi possível analisar o índice de cache
Невозможно распаковать '{}':,Não é possível descompactar '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Não é possível copiar o ficheiro\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Não é possível montar o save
Невозможно смонтировать устройство сохраниения,Não é possível montar o dispositivo de gravação
Невозможно создать каталог,Não é possível criar o diretório
Невозможно создать каталог '{}':,Não é possível criar o diretório '{}':
Невозможно создать файл,Não é possível criar o ficheiro
Невозможно создать файл '{}':,Não é possível criar o ficheiro '{}':
Недопустимый идентификатор,Identificador inválido
Неизвестная игра [{:016x}],Jogo desconhecido [{:016x}]
: {:>4} сохранение,: {:>4} gravação
Неизвестно,Desconhecido
Неизвестный тайтл,Título desconhecido
Немецкий,Alemão
Неправильное хранилище,Armazenamento inválido
Неправильный родительский объект,Objeto principal inválido
Нет,Não
Нет VFS. Прекращение работы,Sem VFS. Terminando
Нет exefs VFS. Прекращение работы,Sem exefs VFS. Terminando
: {:>4} сохранений,: {:>4} gravações
Нет logo VFS. Прекращение работы,Sem logo VFS. Terminando
Нет romfs VFS. Прекращение работы,Sem romfs VFS. Terminando
Нет лого,Sem logótipo
Нечего устанавливать,Nada para instalar
Новое имя для '{}',Novo nome para '{}'
Новый каталог,Novo diretório
Новый размер сохранения в МБ,Novo tamanho de gravação em MB
Новый рейтинг (-1 для удаления),Nova classificação (-1 para remover)
: {:>4} сохранения,: {:>4} gravações
Номер страницы,Número da página
Ночь,Noite
Нужен связанный аккаунт,Conta vinculada necessária
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERRO AO OBTER DADOS EXTRA
Обнаружены недопустимые символы,Caracteres inválidos detetados
Обновить DBI,Atualizar DBI
Обновить DBI из этого файла,Atualizar DBI a partir deste ficheiro
Обновить TitleDB,Atualizar TitleDB
Обновление TitleDB,A atualizar TitleDB
Обновление базы данных...,A atualizar base de dados...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Atualizando versão para {} {}\n\nPressione (+) para continuar\nQualquer outro botão para cancelar
Обновление времени...,Atualizando hora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Atualização concluída\n\nPressione qualquer botão\npara reiniciar o DBI
Обновление фейковой записи {} ➡ [v{}],Atualizando registo falso {} ➡ [v{}]
Обновление. Пожалуйста подождите...,"A atualizar. Por favor, aguarde..."
Обновляется запись об игре...,A atualizar registo do jogo...
Обрабатывается запись {:016X},A processar registo {:016X}
Обратный альбом (180°),Álbum invertido (180°)
Обратный портрет (270°),Retrato invertido (270°)
Общее время активной игры     : {} часов,Tempo total de jogo ativo       : {} horas
Общее время дампа {:d}:{:02d}:{:02d},Tempo total de despejo {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tempo total de jogo             : {} horas
Общее время игры      : -,Tempo total de jogo         : -
Общее время игры      : {:d} часов {:02d} минут,Tempo total de jogo         : {:d} horas {:02d} minutos
Общее время установки: {:d}:{:02d}:{:02d},Tempo total de instalação: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tempo total: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Espaço total ocupado: N:{} + S:{} = {}
Общее число запусков  : -,Número total de execuções : -
Общие,Geral
Общий размер установки: {},Tamanho total da instalação: {}
Объединение списков,Unir listas
Объект {} не допустим,O objeto {} não é permitido
Объект {} не может быть создан,O objeto {} não pode ser criado
Объект не открыт для редактирования,O objeto não está aberto para edição
Объект удалён,Objeto eliminado
Объект уже открыт для редактирования,O objeto já está aberto para edição
Огибка получения адреса сокета: {} {},Erro ao obter endereço do socket: {} {}
Ожидаемый размер: {},Tamanho esperado: {}
Ожидается большой (>4GB) файл,Ficheiro grande (>4GB) esperado
Ожидается запуск dbibackend на стороне ПК...,A aguardar o início do dbibackend no PC...
Ожидание: {} секунд,Aguardando: {} segundos
Ожидание: {} секунда,Aguardando: {} segundo
Ожидание: {} секунды,Aguardando: {} segundos
Ориентация,Orientação
Ориентация...,Orientação...
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principal não encontrado. Tentando variante multiprograma
Оставить сохранения,Manter dados guardados
Осталось ходов:    {:>3},Jogadas restantes:    {:>3}
Остаток файла пропускается,O restante do ficheiro é ignorado
Отключение связи с мобильным приложением...,A desligar da aplicação móvel...
Открываем папку прошивки...,A abrir pasta de firmware...
Открыть,Abrir
Открыть вторую панель,Abrir segundo painel
Открыть как 7Z,Abrir como 7Z
Открыть как RAR,Abrir como RAR
Открыть как ZIP,Abrir como ZIP
Открыть как hex,Abrir como hex
Открыть как текст,Abrir como texto
Открыть контент по MTP,Abrir conteúdo via MTP
Открыть папку LFS,Abrir pasta LFS
Content meta не найден. Установка прервана,Meta de conteúdo não encontrado. Instalação abortada
Отослано {}/{} байт,Enviados {}/{} bytes
Отсутствуют ES сигпатчи!,Faltam os sigpatches ES!
Очистка /atmosphere/contents,Limpando /atmosphere/contents
Очистка кеша rightsId...,A limpar cache de rightsId...
Очистка папки...,A limpar pasta...
Очистка плейсхолдеров...,A limpar marcadores de posição...
Очистка системы от мусора,Limpeza do sistema de lixo
Очистка сохранений,A limpar dados guardados
Очистка...,Limpando...
Ошибка FTP сервера,Erro do servidor FTP
DBI Просмотр альбома,DBI Visualização de álbum
Ошибка во время копирования файла,Erro ao copiar o ficheiro
Ошибка во время обновления тайтла,Erro durante a atualização do título
Ошибка выделения сокета: {},Erro de alocação de socket: {}
Ошибка завершения соединения: {},Erro ao terminar ligação: {}
Ошибка загрузки картинки,Erro ao carregar imagem
Ошибка загрузки файла из альбома: {},Erro ao carregar ficheiro do álbum: {}
Ошибка закрытия сокета: {},Erro ao fechar socket: {}
Ошибка записи файла: {},Erro ao escrever o ficheiro: {}
Ошибка изменения размера файла,Erro ao redimensionar ficheiro
Ошибка инициализации {}: {},Erro de inicialização {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD e sticks - deslocar, L - página acima, R - página abaixo"
Ошибка опроса сокета: {},Erro de sondagem de socket: {}
Ошибка открытия каталога: {},Erro ao abrir diretório: {}
Ошибка открытия сокета: {},Erro ao abrir socket: {}
Ошибка открытия файла,Erro ao abrir o ficheiro
Ошибка открытия файла '{}': {},Erro ao abrir o ficheiro '{}': {}
Ошибка открытия файла: {},Erro ao abrir o ficheiro: {}
Ошибка отсылки: {},Erro de envio: {}
Ошибка переименования: {},Erro ao renomear: {}
Ошибка подключения: {},Erro de ligação: {}
Ошибка подмены SDK: {},Erro de substituição do SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD e sticks - deslocar, L - pág. acima, R - pág. abaixo, R3 - Texto/Hex"
Ошибка получения адреса узла: {},Erro ao obter o endereço do nó: {}
Ошибка получения внеочередных данных: {},Erro ao obter dados fora de banda: {}
Ошибка получения имени сокета: {} {},Erro ao obter o nome do socket: {} {}
Ошибка получения информаци о файле: {},Erro ao obter informações do ficheiro: {}
Ошибка получения размера файла: {},Erro ao obter o tamanho do arquivo: {}
Ошибка получения флагов сокета: {},Erro ao obter as flags do socket: {}
Ошибка получения хранилища {},Erro ao obter armazenamento {}
Ошибка получения: {},Erro de obtenção: {}
Ошибка получения: {} {},Erro ao obter: {} {}
Ошибка посылки файла: {},Erro ao enviar ficheiro: {}
Ошибка привязки сокета к порту {}: {},Erro ao vincular socket à porta {}: {}
Ошибка привязки: {},Erro de vinculação: {}
Ошибка принятия соединения: {} {},Erro ao aceitar ligação: {} {}
Ошибка приёма соединения: {},Erro ao receber ligação: {}
Ошибка проверси метки сокета: {},Erro de verificação da etiqueta do socket: {}
Ошибка прослушивания: {},Erro de escuta: {}
Ошибка прослушки сокета: {},Erro de escuta do socket: {}
Ошибка сжатия,Erro de compressão
Ошибка создания каталога: {},Erro ao criar diretório: {}
Ошибка создания сокета: {},Erro ao criar socket: {}
Ошибка создания сохранения,Erro ao criar dados guardados
Ошибка удаления каталога: {},Erro ao eliminar diretório: {}
Ошибка удаления файла: {},Erro ao eliminar o ficheiro: {}
Ошибка установки флагов сокета: {},Erro ao definir sinalizadores de socket: {}
Ошибка чтения записи об игре: {},Erro ao ler o registo do jogo: {}
Ошибка чтения каталога: {},Erro ao ler diretório: {}
Ошибка чтения файла: {},Erro ao ler o ficheiro: {}
Ошибок не найдено,Nenhum erro encontrado
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Número de DLC inválido (Deve estar no intervalo 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Número de DLC inválido (Deve estar no intervalo 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket inválido {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Pasta LFS não encontrada
Папка обновления очищена,Pasta de atualização limpa
Параметры FTP,Definições de FTP
Параметры MTP,Definições de MTP
Параметры установки,Opções de instalação
Передача окончена,Transferência concluída
Переименование объекта,Renomear objeto
Переименовать,Renomear
Перейти к первой странице,Ir para a primeira página
Перейти к последней странице,Ir para a última página
Перейти к странице...,Ir para a página...
Переместить,Mover
Переместить в NAND,Mover para NAND
Переместить на SD карту,Mover para cartão SD
"Перемещение {} ({}, {}) в {}","A mover {} ({}, {}) para {}"
Перемещение {} записей,A mover {} entradas
Перемещение {} записи,A mover {} entrada
Перемещение {} игр,A mover {} jogos
Перемещение {} игры,A mover {} jogo
FTP сервер (нажмите B для остановки),Servidor FTP (prima B para parar)
Перемещение контента,A mover conteúdo
Перенос строк,Quebra de linha
Переоткрытие ФС сохранения: {},Reabrindo FS de salvamento: {}
Пишется новая запись о контенте...,A escrever novo registo de conteúdo...
Пишется новый cnmt.nca...,A escrever novo cnmt.nca...
Подготовка...,A preparar...
Подключаемся к {}...,A ligar a {}...
Подключено к {}:{},Conectado a {}:{}
Подмена SDK,Substituição de SDK
Подменить SDK,Substituir SDK
Подсчитывается размер установки...,A calcular tamanho da instalação...
Подсчитывается размер установки...{}%,A calcular tamanho da instalação...{}%
Подсчитываются объекты в альбоме в NAND,A contar objetos no álbum na NAND
Подсчитываются объекты в альбоме на SD карте,A contar objetos no álbum no cartão SD
Подсчёт метаданных...,A contar metadados...
Подсчёт основного хэша,A calcular hash principal
Подсчёт хэша секции,A calcular hash da secção
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B","Por favor, conecte a sua consola ao PC com um cabo USB Type-C ou prima B"
"Пожалуйста, подождите...","Por favor, aguarde..."
Поиск записей об ошибках,A procurar registos de erros
Поиск неиспользуемых тикетов,A procurar tickets não utilizados
Поиск подготовленного системного обновления,A procurar atualização de sistema preparada
Поиск потерянных тайтлов,A procurar títulos perdidos
Поиск потерянных файлов в NAND,A procurar ficheiros perdidos na NAND
Поиск потерянных файлов на SD,A procurar ficheiros perdidos no SD
Поиск сохранений удалённых пользователей...,A procurar dados guardados de utilizadores eliminados...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Получен список из {} записей,Lista de {} entradas recebida
Получен список из {} записи,Lista recebida de {} entradas
Получение версий установленных игр,Obtendo versões de jogos instalados
Получение информации из hac_versionlist...,Obtendo informações de hac_versionlist...
Получение информации из системы...,A obter informações do sistema...
Получение информации об играх...,A obter informações de jogos...
Получение списка тикетов...,A obter lista de tickets...
Получение файла: {} МБ ({:.2f} МБ/сек),A receber ficheiro: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),A receber ficheiro: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/seg)
Полученное время: {},Hora recebida: {}
Полученный размер: {},Tamanho recebido: {}
"Получено: {}, ({:.2f} МБ/сек)","Recebido: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Utilizador {} não encontrado. Criação de gravação impossível
Пользователь не найден,Utilizador não encontrado
Попытаться разобрать,Tentar analisar
Попытка исправить,A tentar reparar
Портрет (90°),Vertical (90°)
Португальский,Português
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Início, L+➡-Fim, ZL-Maiúsc, ZR-Enter, Y-Espaço, X-Apagar, R3-Idioma"
После удаления игры не будут запускаться,Os jogos não serão iniciados após a eliminação
Посылается файл: {},Enviando ficheiro: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Enviando ficheiro: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Tamanho do buffer de comandos excedido
LFS мод.: -,Modo LFS : -
Предоставить по FTP,Fornecer por FTP
Прекращение прослушивания на {}:{},A parar escuta em {}:{}
Прервано пользователем,Cancelado pelo utilizador
Привязка к {}:{},Vinculando a {}:{}
Принято соединение от {}:{},Conexão aceite de {}:{}
Проверить целостность,Verificar integridade
Проверка magic...,A verificar magic...
"Проверка {} ({}, {}), {}","Verificação {} ({}, {}), {}"
Проверка картриджа...,A verificar cartucho...
Проверка на наличие  {}...,A verificar {}...
Проверка обновлений,A verificar atualizações
Проверка обновлений игр,A verificar atualizações de jogos
Проверка сохранений,A verificar dados guardados
Проверка целостности ({}),Verificação de integridade ({})
Проверяется: {},A verificar: {}
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS  : Presente, Tamanho: cálculo desativado nas definições"
Проверяются бекапы...,A verificar cópias de segurança...
Проверяются сохранения,A verificar gravações
Программа {}. Control не найдена,Aplicação {}. Control não encontrado
Программа {}. Exefs не найдена,Programa {}. Exefs não encontrado
Программа {}. Romfs не найдена,Aplicação {}. Romfs não encontrado
Произошла неизвестная ошибка,Ocorreu um erro desconhecido
Произошла ошибка:,Ocorreu um erro:
Произошла ошибка: {},Ocorreu um erro: {}
LFS папка игры,Pasta LFS do jogo
Пропускается: {}          \r,A ignorar: {}          \r
Прослушивание на {}:{},A escutar em {}:{}
Просмотр альбома по HTTP,Ver álbum via HTTP
MTP Респондер (нажмите B для остановки),Respondedor MTP (prima B para parar)
Просмотреть игры,Ver jogos
Просто запуск,Apenas iniciar
Разбор,Análise
Раздел secure не найден,Secção secure não encontrada
"Размер  : {}, {} файл","Tamanho  : {}, {} ficheiro"
"Размер  : {}, {} файла","Tamanho  : {}, {} ficheiro"
"Размер  : {}, {} файлов","Tamanho  : {}, {} ficheiros"
Размер посылаемого файла   : {},Tamanho do arquivo enviado: {}
Размер сохранений     : {},Tamanho dos dados guardados : {}
Размер: {},Tamanho: {}
Разрешено,Permitido
Распаковать в подкаталог,Extrair para subdiretório
Распаковать сюда,Extrair aqui
Распаковка файла,A descompactar ficheiro
Растущие цветы:     {},Flores crescendo:     {}
Nintendo Account задан и связан,Conta Nintendo definida e associada
Регистрация контента {}...,A registar conteúdo {}...
Регистрация файла {}...,A registar ficheiro {}...
Регистры котроллера MAX17050,Registos do controlador MAX17050
Редактирование возрастного рейтинга...,A editar classificação etária...
Редактирование запретов,Editar restrições
Рендеринг FB2,Renderização FB2
"Nintendo Account задан, но не связан","Conta Nintendo definida, mas não associada"
Сброс требуемой версии,Redefinir versão necessária
Сбросить требуемую версию,Redefinir versão necessária
Сведения,Informações
Сведения...,Informações...
Свободное место в хранилище: {},Espaço livre no armazenamento: {}
Свободное место: {},Espaço livre: {}
Сгенерировать и установить,Gerar e instalar
Nintendo Account не задан,Conta Nintendo não definida
Сдампить на SD карту,Despejar para cartão SD
Сдампить на внешний USB,Despejar para USB externo
Сдампить текущую прошивку,Despejar firmware atual
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Despejado: {}/{} ({}%) ({:.2f} MB/seg)
Сделать бекап,Criar cópia de segurança
"Сделать бекап, если новее",Fazer backup se mais recente
Северная Америка,América do Norte
Сентябрь,Setembro
Сепия,Sépia
Сервер запущен,Servidor iniciado
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,O servidor oferece realizar uma atualização do DBI\n\nPrima (+) para confirmar\nQualquer outro botão para cancelar
Сессии,Sessões
Сессия закрыта,Sessão encerrada
Сессия открыта,Sessão aberta
Синхронизация времени по NTP,Sincronização de hora por NTP
Системные приложения,Aplicações do sistema
Системный по умолчанию,Padrão do sistema
Сканирование директорий...,A analisar diretórios...
Сканирование игр...,A analisar jogos...
Скачано {}/{},Transferido {}/{}
Скачивание файла не удалось,Falha ao transferir o ficheiro
Скорость передачи: {:.2f} МБ/сек,Taxa de transferência: {:.2f} MB/seg
Собираются сведения...,A recolher informações...
Соединение сброшено,Ligação reposta
Создание DLC анлокера,A criar desbloqueador de DLC
Создание NSP,Criando NSP
Создание sdmc:/versions.txt,A criar sdmc:/versions.txt
Создание дампа ({}),A criar dump ({})
Создание дампа: {},Criar dump: {}
Создание единого репака,Criando um repack unificado
Создание записи об игре...,A criar registo de jogo...
Создание новой записи об игре...,A criar nova entrada de jogo...
Создание плейсхолдера: {}...,A criar marcador de posição: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Criando repack Id: {:016X}, Versão: {}, Tipo: {}"
Создание строк... {}%,A criar strings... {}%
Создание таблицы имён,Criando tabela de nomes
Создание тела файла,Criando corpo do ficheiro
Создание точки доступа...,A criar ponto de acesso...
Создание хэш таблицы,A criar tabela hash
Создание ярлыка,A criar atalho
Создано новое сохранение. Восстанавливаю бекап в него...,Nova gravação criada. A restaurar cópia de segurança...
Создать sdmc:/versions.txt,Criar sdmc:/versions.txt
Создать единый репак,Criar repack único
Создать новое сохранение...,Criar novo save...
Создать новый каталог...,Criar novo diretório...
Создать новый файл...,Criar novo ficheiro...
Создать ярлык,Criar atalho
Создать ярлык для hbmenu,Criar atalho para hbmenu
Создать ярлык на рабочий стол для DBI...,Criar atalho no ambiente de trabalho para DBI...
Создать ярлык с аргументами...,Criar atalho com argumentos...
Создаётся обновлённая запись об игре...,A criar registo de jogo atualizado...
Сохранение для {} уже существует,Os dados de gravação para {} já existem
Сохранения,Dados guardados
Сохранения будут удалены!,Os dados guardados serão eliminados!
Сохранения удалённых игр ({}),Gravações de jogos eliminados ({})
Сохранения установленных игр ({}),Gravações de jogos instalados ({})
Сохранёные в системе параметры котроллера батареи,Parâmetros do controlador de bateria guardados no sistema
Существующая запись об игре не найдена,Registo de jogo existente não encontrado
Существующее сохранение не найдено и новое не может быть создано,Gravação existente não encontrada e não é possível criar uma nova
SDK {} уже был экспортирован: {},SDK {} já foi exportado: {}
Тайтл не установлен,Título não instalado
Тайтл установлен,Título instalado
Тайтлы с ошибками:,Títulos com erros:
Текущее время: {},Hora atual: {}
SDK на подмену не найдены,Nenhum SDK encontrado para substituição
Тема,Tema
Тикет исправлен,Ticket corrigido
Тикеты,Tickets
Тикеты не найдены,Nenhum ticket encontrado
864,864
881,881
"больше шансов, что оно заработает». Их","A tática empaca, mas creem na"
быстро проникли в планы шадоков и,"cercaram-no e, cada vez que ele vê"
"всякий раз, когда растение расцветает", 
"выражениях: «Чем больше неудач, тем",maior a chance de dar tudo certo».
